GCF_ID,Replicon_Acc,Group,Total_tRNA,Size_bp_from_GBFF,log10_Size_bp,GC_Content,tRNA_Group,Coding_Density
GCF_003343305.1,NZ_CP030934.1,Non_tRNA_Plasmid,0,80244,4.904412569247525,35.02691790040377,tRNA-,85.08798165594935
GCF_003343305.1,NZ_CP030935.1,Non_tRNA_Plasmid,0,82704,4.917526514823615,36.84706906558328,tRNA-,79.15578448442639
GCF_003344465.1,NZ_CP030112.1,Non_tRNA_Plasmid,0,88421,4.946555422264336,50.57395867497541,tRNA-,79.32844007645242
GCF_003344465.1,NZ_CP030113.1,Non_tRNA_Plasmid,0,6465,3.810568529216413,42.5676720804331,tRNA-,59.10286156225831
GCF_003344465.1,NZ_CP030114.1,Non_tRNA_Plasmid,0,4082,3.610873000380052,49.41205291523763,tRNA-,76.35962763351299
GCF_003344465.1,NZ_CP030115.1,Non_tRNA_Plasmid,0,2113,3.3248994970523134,47.136772361571225,tRNA-,58.3530525319451
GCF_003344465.1,NZ_CP030116.1,Non_tRNA_Plasmid,0,1983,3.2973227142053028,56.07665153807363,tRNA-,71.55824508320727
GCF_003344865.1,NZ_CP031166.1,tRNA_Plasmid,31,571580,5.757077024104938,69.63854578536687,tRNA+,84.97935547080024
GCF_003345215.1,NZ_CP031159.1,tRNA_Plasmid,1,311711,5.49375212840776,66.368206447639,tRNA+,88.9894806407217
GCF_003345215.1,NZ_CP031160.1,Non_tRNA_Plasmid,0,70951,4.850958520884703,61.05481247621598,tRNA-,71.35205987230624
GCF_003345215.1,NZ_CP031163.1,tRNA_Plasmid,1,668667,5.825209890462431,62.00754635715535,tRNA+,87.69566914473124
GCF_003345215.1,NZ_CP031161.1,Non_tRNA_Plasmid,0,21536,4.333165042543883,50.97046805349182,tRNA-,84.96006686478455
GCF_003345215.1,NZ_CP031162.1,Non_tRNA_Plasmid,0,31268,4.49510010328508,60.03581936804401,tRNA-,80.44326467954458
GCF_003345215.1,NZ_CP031164.1,Non_tRNA_Plasmid,0,15514,4.190723787108166,55.7238623179064,tRNA-,80.25009668686347
GCF_003345235.1,NZ_CP026340.1,Non_tRNA_Plasmid,0,5281,3.722716167488495,36.77333838288203,tRNA-,69.30505586063245
GCF_003345235.1,NZ_CP026339.1,Non_tRNA_Plasmid,0,16095,4.206690981021632,35.3215284249767,tRNA-,75.76887232059646
GCF_003345275.1,NZ_CP031028.1,Non_tRNA_Plasmid,0,75758,4.879428500836439,34.70392565801632,tRNA-,83.40769291691967
GCF_003345275.1,NZ_CP031029.1,Non_tRNA_Plasmid,0,58791,4.769310847343161,34.466159786361864,tRNA-,87.24124440815771
GCF_003345315.1,NZ_CP031100.1,tRNA_Plasmid,2,57676,4.760995133157881,28.857757126014288,tRNA+,87.21998751647132
GCF_003345315.1,NZ_CP031099.1,Non_tRNA_Plasmid,0,5926,3.772761647144032,25.61592980087749,tRNA-,75.17718528518394
GCF_003345335.1,NZ_CP031095.1,Non_tRNA_Plasmid,0,270024,5.431402366397305,25.604761058276303,tRNA-,83.29333688857287
GCF_003345335.1,NZ_CP031096.1,Non_tRNA_Plasmid,0,9953,3.997954004069403,24.063096553802872,tRNA-,40.84195719883452
GCF_003345375.1,NZ_CP021933.1,Non_tRNA_Plasmid,0,61061,4.7857639124900855,39.52277230965756,tRNA-,88.86195771441673
GCF_003346775.1,NZ_CP031220.1,Non_tRNA_Plasmid,0,170445,5.231584265733527,24.92592918536772,tRNA-,88.2718765584206
GCF_003346835.1,NZ_CP031216.1,Non_tRNA_Plasmid,0,98533,4.993581705804153,52.5275795926238,tRNA-,86.65117270356124
GCF_003347055.1,NZ_CP022608.1,Non_tRNA_Plasmid,0,17939,4.2537982298682495,28.039467082892024,tRNA-,64.13400969953732
GCF_003347075.1,NZ_CP018220.1,Non_tRNA_Plasmid,0,197365,5.295270138938629,52.290933042839406,tRNA-,86.01271755377093
GCF_003351385.1,NZ_CP031232.1,tRNA_Plasmid,3,54776,4.738590314859263,46.41631371403535,tRNA+,80.5936906674456
GCF_003351385.1,NZ_CP031233.1,Non_tRNA_Plasmid,0,98308,4.992588860807571,53.25304146152907,tRNA-,82.84575009154901
GCF_003351385.1,NZ_CP031234.1,Non_tRNA_Plasmid,0,46994,4.672042412547821,43.76941737243053,tRNA-,80.61667446908116
GCF_003351385.1,NZ_CP031235.1,Non_tRNA_Plasmid,0,85456,4.931742560625062,50.97243025650627,tRNA-,86.59076015727392
GCF_003351965.1,NZ_CP022675.1,Non_tRNA_Plasmid,0,21959,4.341612558712002,34.9287308165217,tRNA-,53.66819982695023
GCF_003351965.1,NZ_CP022676.1,Non_tRNA_Plasmid,0,17285,4.237669383878425,34.60225629158229,tRNA-,57.6280011570726
GCF_003351965.1,NZ_CP022677.1,Non_tRNA_Plasmid,0,9202,3.963882228928777,33.514453379700065,tRNA-,49.52184307759183
GCF_003351965.1,NZ_CP022678.1,Non_tRNA_Plasmid,0,7873,3.89614025144202,32.821033913374826,tRNA-,55.13781277784834
GCF_003351965.1,NZ_CP022679.1,Non_tRNA_Plasmid,0,2921,3.46553155697355,33.48168435467306,tRNA-,47.209859637110576
GCF_003352085.1,NZ_CP025805.1,Non_tRNA_Plasmid,0,188664,5.275689037987321,54.28380613153543,tRNA-,86.20404528685918
GCF_003352085.1,NZ_CP025806.1,Non_tRNA_Plasmid,0,107111,5.029834073950324,55.0130238724314,tRNA-,86.81741371101008
GCF_003352085.1,NZ_CP025807.1,Non_tRNA_Plasmid,0,92816,4.967622848123522,54.653292535769694,tRNA-,83.70862782278917
GCF_003352105.1,NZ_CP025809.1,tRNA_Plasmid,3,371508,5.569968170232387,59.70530917234622,tRNA+,89.53696824832844
GCF_003352105.1,NZ_CP025810.1,Non_tRNA_Plasmid,0,179124,5.253153778865587,60.209687144101295,tRNA-,92.82452379357316
GCF_003352105.1,NZ_CP025811.1,Non_tRNA_Plasmid,0,138654,5.141932402964509,59.32392862809584,tRNA-,88.6321346661474
GCF_003352105.1,NZ_CP025812.1,Non_tRNA_Plasmid,0,114845,5.060112092089351,55.21180721842484,tRNA-,86.08385214854805
GCF_003352105.1,NZ_CP025813.1,Non_tRNA_Plasmid,0,101509,5.00650454941236,59.82523717108828,tRNA-,86.31451398398171
GCF_003352105.1,NZ_CP025814.1,Non_tRNA_Plasmid,0,5863,3.768119894184797,56.74569333105919,tRNA-,75.93382227528569
GCF_003352165.1,NZ_CP029177.1,Non_tRNA_Plasmid,0,68344,4.834700393354906,62.51755823481213,tRNA-,87.30393304459791
GCF_003352165.1,NZ_CP029178.1,Non_tRNA_Plasmid,0,45771,4.660590400951173,60.96218129383234,tRNA-,75.56968386096
GCF_003352165.1,NZ_CP029179.1,Non_tRNA_Plasmid,0,16090,4.206556044099029,63.486637663144805,tRNA-,85.11497824735861
GCF_003352425.1,NZ_CP023732.1,tRNA_Plasmid,3,93276,4.969769913753112,47.7968609288563,tRNA+,88.01620995754534
GCF_003352425.1,NZ_CP023733.1,Non_tRNA_Plasmid,0,70107,4.845761383296148,51.08619681344231,tRNA-,85.11418260658708
GCF_003352425.1,NZ_CP023734.1,Non_tRNA_Plasmid,0,57318,4.758291028129398,49.26724589134303,tRNA-,80.53665515195925
GCF_003354865.1,NZ_CP022719.1,Non_tRNA_Plasmid,0,20730,4.316599302093861,28.369512783405693,tRNA-,76.9078630004824
GCF_003354885.1,NZ_CP022911.1,Non_tRNA_Plasmid,0,23160,4.364738555055399,27.33160621761658,tRNA-,60.30656303972366
GCF_003354905.1,NZ_CP022683.1,Non_tRNA_Plasmid,0,39353,4.594977845558693,27.751378548014127,tRNA-,75.2623688155922
GCF_003354925.1,NZ_CP022721.1,Non_tRNA_Plasmid,0,20730,4.316599302093861,28.369512783405693,tRNA-,76.9078630004824
GCF_003354945.1,NZ_CP022909.1,Non_tRNA_Plasmid,0,26240,4.418963830703623,29.41692073170732,tRNA-,72.18368902439025
GCF_003354965.1,NZ_CP022907.1,Non_tRNA_Plasmid,0,27573,4.440484020823399,29.742864396329743,tRNA-,73.46317049287346
GCF_003355005.1,NZ_CP029986.1,Non_tRNA_Plasmid,0,265221,5.423607908205759,64.76749578653273,tRNA-,88.91188857594233
GCF_003355005.1,NZ_CP029987.1,Non_tRNA_Plasmid,0,78167,4.893023444329546,62.95623472821011,tRNA-,89.80004349661623
GCF_003355005.1,NZ_CP029988.1,Non_tRNA_Plasmid,0,72676,4.861391016245617,61.58704386592547,tRNA-,87.80064945786779
GCF_003355135.1,NZ_CP031315.1,Non_tRNA_Plasmid,0,11089,4.04489238347436,43.50257011452791,tRNA-,53.16078997204437
GCF_003355175.1,NZ_CP031323.1,Non_tRNA_Plasmid,0,82461,4.916248597162508,47.422417870265946,tRNA-,75.2210135700513
GCF_003355175.1,NZ_CP031322.1,Non_tRNA_Plasmid,0,75645,4.878780227214815,52.54147663427854,tRNA-,87.45323550796483
GCF_003355455.1,NZ_CP031358.1,tRNA_Plasmid,3,407975,5.610633551093064,59.87205098351615,tRNA+,88.73386849684417
GCF_003366075.1,NZ_CP028965.1,Non_tRNA_Plasmid,0,420805,5.6240808914582034,61.57008590677392,tRNA-,85.17674457290194
GCF_003367295.1,NZ_CP031399.1,Non_tRNA_Plasmid,0,11401,4.056942945672877,24.304885536356466,tRNA-,73.26550302605034
GCF_003367295.1,NZ_CP031400.1,Non_tRNA_Plasmid,0,14437,4.159476956474234,23.69605873796495,tRNA-,46.831059084297294
GCF_003367295.1,NZ_CP031401.1,Non_tRNA_Plasmid,0,24154,4.38298906196446,25.40779995031879,tRNA-,63.05373851121967
GCF_003367295.1,NZ_CP031398.1,Non_tRNA_Plasmid,0,26507,4.423360578084977,26.32134907760214,tRNA-,86.24514279246992
GCF_003367295.1,NZ_CP031402.1,Non_tRNA_Plasmid,0,26768,4.427615923618319,24.977585176329946,tRNA-,52.58517632994621
GCF_003367295.1,NZ_CP031403.1,Non_tRNA_Plasmid,0,27467,4.438811227509573,24.516692758583027,tRNA-,53.2930425601631
GCF_003367295.1,NZ_CP031409.1,Non_tRNA_Plasmid,0,28515,4.455073375921124,33.147466245835524,tRNA-,79.43538488514817
GCF_003367295.1,NZ_CP031408.1,Non_tRNA_Plasmid,0,30883,4.489719481435786,29.29767185830392,tRNA-,92.29025677557232
GCF_003367295.1,NZ_CP031410.1,Non_tRNA_Plasmid,0,13328,4.124764984062712,26.7782112845138,tRNA-,85.24909963985594
GCF_003367295.1,NZ_CP031411.1,Non_tRNA_Plasmid,0,21898,4.340404451432455,28.504886290985475,tRNA-,87.6427070965385
GCF_003367295.1,NZ_CP031405.1,Non_tRNA_Plasmid,0,19997,4.300964846605394,27.664149622443368,tRNA-,88.39325898884833
GCF_003367295.1,NZ_CP031407.1,Non_tRNA_Plasmid,0,14018,4.146686055647526,26.32329861606506,tRNA-,82.51533742331289
GCF_003367295.1,NZ_CP031406.1,Non_tRNA_Plasmid,0,30606,4.485806573914831,29.08253283669869,tRNA-,91.2043390184931
GCF_003367295.1,NZ_CP031404.1,Non_tRNA_Plasmid,0,27951,4.446397350208595,25.50534864584451,tRNA-,69.91520875818397
GCF_003367295.1,NZ_CP031397.1,Non_tRNA_Plasmid,0,53798,4.730766130590014,28.120004461132385,tRNA-,80.41934644410573
GCF_003367415.1,NZ_CP031419.1,Non_tRNA_Plasmid,0,96709,4.9854668925779,67.87475829550506,tRNA-,85.61871180551965
GCF_003367415.1,NZ_CP031420.1,Non_tRNA_Plasmid,0,41292,4.615865918668555,69.75443185120605,tRNA-,84.93412767606316
GCF_003367555.1,NZ_CP026131.1,Non_tRNA_Plasmid,0,164510,5.216192302363926,53.459364172390735,tRNA-,81.8655400887484
GCF_003368325.1,NZ_CP031468.1,Non_tRNA_Plasmid,0,174591,5.2420218524790645,58.19715792910287,tRNA-,79.23375202616401
GCF_003369735.1,NZ_CP030914.1,tRNA_Plasmid,1,85842,4.933699827537173,60.09529134922299,tRNA+,91.72666060902588
GCF_003382725.1,NZ_CP029248.1,Non_tRNA_Plasmid,0,354256,5.549317214585905,47.1704078406576,tRNA-,82.05280926787408
GCF_003382725.1,NZ_CP029247.1,tRNA_Plasmid,1,108404,5.035045307533339,51.07837349175307,tRNA+,87.24585808641747
GCF_003391095.1,NZ_CP031448.1,Non_tRNA_Plasmid,0,3851,3.585573518622731,60.3998961308751,tRNA-,51.90859517008569
GCF_003391275.1,NZ_CP023190.1,Non_tRNA_Plasmid,0,166956,5.222602031177561,51.41055128297276,tRNA-,83.04583243489303
GCF_003391275.1,NZ_CP023191.1,Non_tRNA_Plasmid,0,16749,4.223988882570092,52.641948773061074,tRNA-,84.99014866559197
GCF_003391375.1,NZ_CP031474.1,Non_tRNA_Plasmid,0,337275,5.527984150959642,50.2545400637462,tRNA-,82.97205544437033
GCF_003394085.1,NZ_CP031539.1,Non_tRNA_Plasmid,0,50160,4.70035752782266,35.64393939393939,tRNA-,84.44577352472089
GCF_003394085.1,NZ_CP031540.1,tRNA_Plasmid,1,60216,4.779711903026216,33.384814667198086,tRNA+,78.22671715158762
GCF_003394085.1,NZ_CP031541.1,Non_tRNA_Plasmid,0,26709,4.426657628095805,37.62776592159946,tRNA-,82.62757871878394
GCF_003394085.1,NZ_CP031542.1,Non_tRNA_Plasmid,0,2232,3.348694190265541,33.5573476702509,tRNA-,43.77240143369176
GCF_003394085.1,NZ_CP031543.1,Non_tRNA_Plasmid,0,18170,4.259354927308034,33.76995046780407,tRNA-,70.90809025866814
GCF_003394085.1,NZ_CP031544.1,Non_tRNA_Plasmid,0,4199,3.62314587463794,31.602762562514886,tRNA-,27.435103596094308
GCF_003399575.2,NZ_CP034674.1,Non_tRNA_Plasmid,0,56630,4.753046561626529,43.66943316263465,tRNA-,68.98463711813527
GCF_003399775.2,NZ_CP042970.1,Non_tRNA_Plasmid,0,33304,4.522496397878721,41.85082872928177,tRNA-,80.5999279365842
GCF_003399775.2,NZ_CP042971.1,Non_tRNA_Plasmid,0,41491,4.617953902152383,53.21636017449567,tRNA-,78.48449061242196
GCF_003399775.2,NZ_CP042972.1,Non_tRNA_Plasmid,0,129967,5.113833094328095,52.32482091607869,tRNA-,85.2393299837651
GCF_003399795.2,NZ_CP042974.1,Non_tRNA_Plasmid,0,117296,5.069283202162011,52.34620106397491,tRNA-,83.92784067657891
GCF_003399885.2,NZ_CP042900.1,Non_tRNA_Plasmid,0,117296,5.069283202162011,52.34620106397491,tRNA-,83.92784067657891
GCF_003399895.2,NZ_CP042902.1,Non_tRNA_Plasmid,0,113908,5.05655422657117,52.58190820662288,tRNA-,82.78084067844225
GCF_003399945.2,NZ_CP042894.1,Non_tRNA_Plasmid,0,141344,5.1502773775782975,50.11602897894498,tRNA-,83.71207833371066
GCF_003399945.2,NZ_CP042895.1,Non_tRNA_Plasmid,0,258004,5.411626439158816,46.85818824514348,tRNA-,80.90300925567045
GCF_003400045.2,NZ_CP042897.1,Non_tRNA_Plasmid,0,167754,5.224672884472723,50.37018491362352,tRNA-,83.40546276094757
GCF_003400045.2,NZ_CP042898.1,Non_tRNA_Plasmid,0,215531,5.333509743919888,45.268662048614814,tRNA-,80.75218878026827
GCF_003402535.2,NZ_AP025172.1,tRNA_Plasmid,3,1635938,6.213766840430593,62.02631151058292,tRNA+,80.95594087306488
GCF_003402535.2,NZ_AP025173.1,tRNA_Plasmid,1,426976,5.630403464344704,60.991484298883314,tRNA+,83.35269429663494
GCF_003402535.2,NZ_AP025174.1,Non_tRNA_Plasmid,0,355909,5.551338970304821,59.7916883248246,tRNA-,80.45511633591732
GCF_003402955.1,NZ_CP031547.1,Non_tRNA_Plasmid,0,243642,5.386752155865498,45.71543494143046,tRNA-,82.05645988786827
GCF_003402955.1,NZ_CP031548.1,Non_tRNA_Plasmid,0,221041,5.344472836681797,49.91019765563854,tRNA-,81.99474305671798
GCF_003402955.1,NZ_CP031549.1,Non_tRNA_Plasmid,0,189020,5.276507758829856,52.18389588403344,tRNA-,87.57856311501429
GCF_003402955.1,NZ_CP031550.1,Non_tRNA_Plasmid,0,66945,4.825718145896211,42.53790424975726,tRNA-,83.69855851818657
GCF_003408535.1,NZ_CP029333.1,Non_tRNA_Plasmid,0,147100,5.16761267272753,65.85248130523453,tRNA-,83.28687967369136
GCF_003408535.1,NZ_CP029334.1,Non_tRNA_Plasmid,0,16516,4.217904874202665,65.75441995640591,tRNA-,72.28747880842819
GCF_003408555.1,NZ_CP031570.1,Non_tRNA_Plasmid,0,158968,5.201309710345034,52.55837652860953,tRNA-,88.63670675859292
GCF_003408555.1,NZ_CP031567.1,Non_tRNA_Plasmid,0,159840,5.203685470881907,45.68193193193193,tRNA-,82.32857857857857
GCF_003408555.1,NZ_CP031568.1,Non_tRNA_Plasmid,0,132677,5.122795642993846,50.101374013581854,tRNA-,82.62848873580198
GCF_003408555.1,NZ_CP031569.1,Non_tRNA_Plasmid,0,140243,5.146881193370325,52.682130302403685,tRNA-,85.59642905528261
GCF_003408555.1,NZ_CP031566.1,Non_tRNA_Plasmid,0,64859,4.8119702484098825,52.213262615828185,tRNA-,86.3904778057016
GCF_003408575.1,NZ_CP031572.1,Non_tRNA_Plasmid,0,106689,5.028119644489443,51.887261104706205,tRNA-,84.98814310753686
GCF_003408575.1,NZ_CP031573.1,Non_tRNA_Plasmid,0,164095,5.21509534823474,52.45315213748134,tRNA-,88.57978609951553
GCF_003408595.1,NZ_CP031576.1,Non_tRNA_Plasmid,0,160309,5.2049579050155055,52.51794970962329,tRNA-,88.59140784360204
GCF_003408595.1,NZ_CP031575.1,Non_tRNA_Plasmid,0,309444,5.490582066307703,49.20728790992877,tRNA-,83.77897131629632
GCF_003408615.1,NZ_CP031582.1,Non_tRNA_Plasmid,0,206229,5.314349735896136,48.632345596400114,tRNA-,81.61412798394018
GCF_003408615.1,NZ_CP031584.1,Non_tRNA_Plasmid,0,164082,5.215060941019928,52.44938506356578,tRNA-,88.52707792445241
GCF_003408615.1,NZ_CP031578.1,Non_tRNA_Plasmid,0,60477,4.781590239573832,49.49154223919837,tRNA-,87.36379119334623
GCF_003408615.1,NZ_CP031579.1,tRNA_Plasmid,2,44231,4.645726758261136,48.592616038525016,tRNA+,87.10632814089665
GCF_003408615.1,NZ_CP031580.1,Non_tRNA_Plasmid,0,86800,4.938519725176492,46.59331797235023,tRNA-,82.6831797235023
GCF_003408615.1,NZ_CP031581.1,Non_tRNA_Plasmid,0,71335,4.853302665578324,50.37358940211677,tRNA-,77.28604471858134
GCF_003408615.1,NZ_CP031583.1,Non_tRNA_Plasmid,0,198719,5.298239393031638,52.66632782974955,tRNA-,83.82489847473065
GCF_003408975.2,NZ_CP129394.1,Non_tRNA_Plasmid,0,276614,5.441874156861073,35.55713015248686,tRNA-,84.39594525222874
GCF_003408975.2,NZ_CP129395.1,Non_tRNA_Plasmid,0,54168,4.7337428007893685,35.48035740658692,tRNA-,85.61143110323438
GCF_003408975.2,NZ_CP129396.1,Non_tRNA_Plasmid,0,6173,3.790496276967109,35.52567633241536,tRNA-,72.16912360278633
GCF_003408975.2,NZ_CP129397.1,Non_tRNA_Plasmid,0,5946,3.774224904868919,33.282879246552305,tRNA-,63.30306088126471
GCF_003408975.2,NZ_CP129398.1,Non_tRNA_Plasmid,0,4461,3.6494322232416168,31.94351042367182,tRNA-,46.4694014794889
GCF_003408975.2,NZ_CP129399.1,Non_tRNA_Plasmid,0,2947,3.469380135849925,35.32405836443841,tRNA-,61.45232439769257
GCF_003408995.2,NZ_CP129222.1,Non_tRNA_Plasmid,0,274793,5.439005665432295,35.531472781329946,tRNA-,84.40353284108402
GCF_003408995.2,NZ_CP129231.1,Non_tRNA_Plasmid,0,1926,3.284656282788516,35.82554517133956,tRNA-,64.53790238836967
GCF_003408995.2,NZ_CP129232.1,Non_tRNA_Plasmid,0,1535,3.1861083798132053,36.93811074918567,tRNA-,75.30944625407166
GCF_003408995.2,NZ_CP129233.1,Non_tRNA_Plasmid,0,1429,3.1550322287909704,29.60111966410077,tRNA-,68.2295311406578
GCF_003408995.2,NZ_CP129234.1,Non_tRNA_Plasmid,0,1198,3.0784568180532927,32.97161936560935,tRNA-,61.51919866444074
GCF_003408995.2,NZ_CP129223.1,Non_tRNA_Plasmid,0,47983,4.681087397502494,47.42096159056332,tRNA-,86.05339391034325
GCF_003408995.2,NZ_CP129224.1,Non_tRNA_Plasmid,0,6173,3.790496276967109,35.50947675360441,tRNA-,72.16912360278633
GCF_003408995.2,NZ_CP129225.1,Non_tRNA_Plasmid,0,5946,3.774224904868919,33.282879246552305,tRNA-,62.39488731920619
GCF_003408995.2,NZ_CP129226.1,Non_tRNA_Plasmid,0,4461,3.6494322232416168,31.94351042367182,tRNA-,46.13315400134499
GCF_003408995.2,NZ_CP129227.1,Non_tRNA_Plasmid,0,2947,3.469380135849925,35.32405836443841,tRNA-,61.45232439769257
GCF_003408995.2,NZ_CP129228.1,Non_tRNA_Plasmid,0,2839,3.4531653925258574,36.843959140542445,tRNA-,84.21979570271222
GCF_003408995.2,NZ_CP129229.1,Non_tRNA_Plasmid,0,2530,3.403120521175818,36.32411067193676,tRNA-,79.52569169960475
GCF_003408995.2,NZ_CP129230.1,Non_tRNA_Plasmid,0,2024,3.3062105081677613,34.93083003952569,tRNA-,49.258893280632414
GCF_003410275.1,NZ_CP031610.1,Non_tRNA_Plasmid,0,160292,5.204911847728103,52.51353779352681,tRNA-,89.0187907069598
GCF_003410355.1,NZ_CP031644.1,Non_tRNA_Plasmid,0,68426,4.835221153050497,33.96223657673983,tRNA-,75.80451875018268
GCF_003410355.1,NZ_CP031645.1,Non_tRNA_Plasmid,0,12684,4.103256233355051,33.43582466099023,tRNA-,56.29927467675813
GCF_003410375.1,NZ_CP031004.1,Non_tRNA_Plasmid,0,61587,4.789489049435636,42.78337960933314,tRNA-,84.38306785522919
GCF_003410375.1,NZ_CP031005.1,Non_tRNA_Plasmid,0,48746,4.687938984153523,37.74053255651746,tRNA-,83.92483485824478
GCF_003410375.1,NZ_CP031006.1,Non_tRNA_Plasmid,0,11381,4.05618042334214,39.96133907389508,tRNA-,87.4351990159037
GCF_003410375.1,NZ_CP031007.1,Non_tRNA_Plasmid,0,2627,3.4194600727860704,35.13513513513514,tRNA-,48.648648648648646
GCF_003410375.1,NZ_CP031008.1,Non_tRNA_Plasmid,0,6405,3.806519134080705,35.940671350507415,tRNA-,53.53629976580796
GCF_003411785.2,NZ_CP039294.1,Non_tRNA_Plasmid,0,414954,5.617999955378505,56.58193438308825,tRNA-,85.74781783041011
GCF_003413625.1,NZ_CP031654.1,tRNA_Plasmid,3,89643,4.952516382241027,47.49394821681559,tRNA+,84.87109980701226
GCF_003413625.1,NZ_CP031655.1,Non_tRNA_Plasmid,0,89335,4.951021641742535,51.82963004421559,tRNA-,86.30324061118263
GCF_003413625.1,NZ_CP031656.1,Non_tRNA_Plasmid,0,59142,4.771896006938106,49.10892428392682,tRNA-,78.5194954516249
GCF_003413625.1,NZ_CP031657.1,Non_tRNA_Plasmid,0,4073,3.609914410085998,51.46083967591456,tRNA-,76.23373434814633
GCF_003413625.1,NZ_CP031658.1,Non_tRNA_Plasmid,0,3174,3.501606922418829,46.78638941398866,tRNA-,47.60554505356018
GCF_003425545.1,NZ_CP031668.1,Non_tRNA_Plasmid,0,18320,4.262925469331831,30.900655021834066,tRNA-,67.3853711790393
GCF_003425545.1,NZ_CP031669.1,Non_tRNA_Plasmid,0,2241,3.350441856535061,30.254350736278447,tRNA-,59.036144578313255
GCF_003425835.1,NZ_CP031665.1,Non_tRNA_Plasmid,0,16944,4.22901594276341,28.31680830972616,tRNA-,61.55571293673277
GCF_003425835.1,NZ_CP031666.1,Non_tRNA_Plasmid,0,1266,3.1024337056813365,34.59715639810427,tRNA-,37.677725118483416
GCF_003425885.1,NZ_CP031662.1,Non_tRNA_Plasmid,0,15396,4.187407902422553,28.0852169394648,tRNA-,64.34138737334372
GCF_003425885.1,NZ_CP031663.1,Non_tRNA_Plasmid,0,1266,3.1024337056813365,34.59715639810427,tRNA-,37.677725118483416
GCF_003425915.1,NZ_CP031671.1,Non_tRNA_Plasmid,0,18320,4.262925469331831,30.900655021834066,tRNA-,67.3853711790393
GCF_003425915.1,NZ_CP031672.1,Non_tRNA_Plasmid,0,2241,3.350441856535061,30.254350736278447,tRNA-,59.036144578313255
GCF_003427055.1,NZ_CP019227.1,Non_tRNA_Plasmid,0,42975,4.63321588535909,60.19313554392088,tRNA-,74.06166375799884
GCF_003428425.1,NZ_CP031722.1,tRNA_Plasmid,1,114700,5.059563417901268,50.92589363557105,tRNA+,86.74019180470793
GCF_003428425.1,NZ_CP031723.1,tRNA_Plasmid,1,88009,4.94452708636013,51.5606358440614,tRNA+,83.88687520594485
GCF_003428425.1,NZ_CP031725.1,Non_tRNA_Plasmid,0,46161,4.664275208505078,46.654101947531466,tRNA-,86.00333614956348
GCF_003428425.1,NZ_CP031724.1,Non_tRNA_Plasmid,0,296580,5.47214186084442,47.06521006136624,tRNA-,82.24357677523771
GCF_003429365.1,NZ_CP023476.1,Non_tRNA_Plasmid,0,34661,4.539841088332225,40.96823519229105,tRNA-,83.23475952799977
GCF_003429405.1,NZ_CP023007.1,Non_tRNA_Plasmid,0,53170,4.725666660314179,38.90727854053038,tRNA-,82.5465488057175
GCF_003429405.1,NZ_CP023006.1,Non_tRNA_Plasmid,0,39282,4.594193591305641,34.17595845425386,tRNA-,83.15258897204826
GCF_003429425.1,NZ_CP023469.1,Non_tRNA_Plasmid,0,94044,4.973331092815547,49.655480413423504,tRNA-,83.90753264429416
GCF_003429525.1,NZ_CP030149.1,Non_tRNA_Plasmid,0,52509,4.720233747507828,39.15900131406045,tRNA-,66.93709649774324
GCF_003429545.1,NZ_CP030132.1,Non_tRNA_Plasmid,0,194181,5.288206733301959,52.47526792013637,tRNA-,87.57859934803096
GCF_003429545.1,NZ_CP030134.1,Non_tRNA_Plasmid,0,60307,4.780367724825596,55.408161573283365,tRNA-,79.47999403054372
GCF_003429545.1,NZ_CP030131.1,Non_tRNA_Plasmid,0,5596,3.74787770581979,51.14367405289493,tRNA-,57.898498927805576
GCF_003429545.1,NZ_CP030130.1,Non_tRNA_Plasmid,0,10060,4.002597980719909,55.059642147117295,tRNA-,73.87673956262425
GCF_003429545.1,NZ_CP030135.1,Non_tRNA_Plasmid,0,65500,4.816241299991783,51.42748091603053,tRNA-,87.38320610687023
GCF_003429545.1,NZ_CP030133.1,Non_tRNA_Plasmid,0,39248,4.59381753086231,54.3543620057073,tRNA-,79.41805951895638
GCF_003429625.1,NZ_CP023978.1,Non_tRNA_Plasmid,0,213341,5.329074326441728,51.02722870896827,tRNA-,84.51211909572
GCF_003429625.1,NZ_CP023979.1,Non_tRNA_Plasmid,0,3358,3.5260806918020298,51.72721858248958,tRNA-,61.762954139368674
GCF_003429625.1,NZ_CP023980.1,Non_tRNA_Plasmid,0,52398,4.7193147105421165,47.17928165197145,tRNA-,62.651246230772166
GCF_003429625.1,NZ_CP023981.1,Non_tRNA_Plasmid,0,49735,4.696662122277745,52.40977179048959,tRNA-,68.75238765456922
GCF_003429625.1,NZ_CP023982.1,Non_tRNA_Plasmid,0,3374,3.5281450782531065,46.23592175459395,tRNA-,18.701837581505632
GCF_003429625.1,NZ_CP023983.1,Non_tRNA_Plasmid,0,5399,3.7323133274712426,50.15743656232635,tRNA-,56.3808112613447
GCF_003429625.1,NZ_CP023984.1,tRNA_Plasmid,2,111425,5.046982642758214,48.9836212699125,tRNA+,86.43571909356069
GCF_003429625.1,NZ_CP023985.1,Non_tRNA_Plasmid,0,72224,4.858681537397668,52.48670801949491,tRNA-,84.22269605671245
GCF_003429625.1,NZ_CP023986.1,Non_tRNA_Plasmid,0,1431,3.1556396337597765,51.92173305380853,tRNA-,61.63522012578616
