Plasmid_ID,Size_bp,size_group,tRNA_Group,Total_ARG_Count,log10_1p_ARG_count
NZ_CP015075.2,63544,<100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP015077.1,133735,≥100 kb,tRNA-,5.0,0.7781512503836436
NZ_CP015078.1,71170,<100 kb,tRNA-,11.0,1.0791812460476249
NZ_CP015996.1,93029,<100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP015160.1,212180,≥100 kb,tRNA-,14.0,1.1760912590556813
NZ_CP014669.1,113852,≥100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP015914.1,129035,≥100 kb,tRNA-,13.0,1.146128035678238
NZ_CP016498.1,151033,≥100 kb,tRNA-,9.0,1.0
NZ_CP015835.1,137565,≥100 kb,tRNA-,9.0,1.0
NZ_CP015836.1,136327,≥100 kb,tRNA-,18.0,1.2787536009528289
NZ_CP016405.1,63329,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP018108.1,5310,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP018105.1,67946,<100 kb,tRNA-,6.0,0.8450980400142568
NZ_CP018104.1,207960,≥100 kb,tRNA-,106.0,2.0293837776852097
NZ_CP018116.1,119254,≥100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP018120.1,5310,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP018117.1,67946,<100 kb,tRNA-,6.0,0.8450980400142568
NZ_CP018122.1,120326,≥100 kb,tRNA-,5.0,0.7781512503836436
NZ_CP018126.1,5310,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP018124.1,65539,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP018123.1,67946,<100 kb,tRNA-,6.0,0.8450980400142568
NZ_CP018110.1,120326,≥100 kb,tRNA-,5.0,0.7781512503836436
NZ_CP018114.1,5310,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP018111.1,67946,<100 kb,tRNA-,6.0,0.8450980400142568
NZ_CP013186.1,77339,<100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP018207.1,113140,≥100 kb,tRNA-,19.0,1.3010299956639813
NZ_CP010118.1,8401,<100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP010131.1,56460,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP010138.1,83922,<100 kb,tRNA-,13.0,1.146128035678238
NZ_CP010141.1,174041,≥100 kb,tRNA-,18.0,1.2787536009528289
NZ_CP010142.1,90974,<100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP010146.1,112874,≥100 kb,tRNA+,7.0,0.9030899869919435
NZ_CP010149.1,199494,≥100 kb,tRNA-,25.0,1.414973347970818
NZ_CP010154.1,78557,<100 kb,tRNA-,11.0,1.0791812460476249
NZ_CP010155.1,39406,<100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP010164.1,29433,<100 kb,tRNA-,6.0,0.8450980400142568
NZ_CP010168.1,48243,<100 kb,tRNA-,8.0,0.9542425094393249
NZ_CP010174.1,106274,≥100 kb,tRNA-,17.0,1.255272505103306
NZ_CP010232.1,155425,≥100 kb,tRNA-,23.0,1.380211241711606
NZ_CP010233.1,136060,≥100 kb,tRNA-,8.0,0.9542425094393249
NZ_CP010243.1,131504,≥100 kb,tRNA-,9.0,1.0
NZ_CP017632.1,369298,≥100 kb,tRNA-,14.0,1.1760912590556813
NZ_CP017633.1,120528,≥100 kb,tRNA-,20.0,1.3222192947339193
NZ_CP019214.3,289260,≥100 kb,tRNA-,23.0,1.380211241711606
NZ_CP019356.1,275899,≥100 kb,tRNA-,22.0,1.3617278360175928
NZ_CP019357.1,67403,<100 kb,tRNA-,5.0,0.7781512503836436
NZ_CP019358.1,86028,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP019910.1,68786,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP019905.1,142304,≥100 kb,tRNA-,10.0,1.0413926851582251
NZ_CP018947.1,143972,≥100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP018944.1,27133,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP018945.1,55436,<100 kb,tRNA-,8.0,0.9542425094393249
NZ_CP018949.1,16559,<100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP018954.1,97654,<100 kb,tRNA-,11.0,1.0791812460476249
NZ_CP018956.1,216226,≥100 kb,tRNA-,12.0,1.1139433523068367
NZ_CP018964.1,118495,≥100 kb,tRNA-,9.0,1.0
NZ_CP018963.1,54644,<100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP018969.1,82364,<100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP018968.1,44320,<100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP018975.1,95926,<100 kb,tRNA-,5.0,0.7781512503836436
NZ_CP018974.1,70876,<100 kb,tRNA-,6.0,0.8450980400142568
NZ_CP018978.1,117844,≥100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP018977.1,58431,<100 kb,tRNA-,6.0,0.8450980400142568
NZ_CP018990.1,150994,≥100 kb,tRNA-,7.0,0.9030899869919435
NZ_CP018989.1,85865,<100 kb,tRNA-,7.0,0.9030899869919435
NZ_CP018994.1,154853,≥100 kb,tRNA-,8.0,0.9542425094393249
NZ_CP018993.1,116562,≥100 kb,tRNA-,6.0,0.8450980400142568
NZ_CP018992.1,110226,≥100 kb,tRNA-,7.0,0.9030899869919435
NZ_CP019001.1,272202,≥100 kb,tRNA-,19.0,1.3010299956639813
NZ_CP019006.1,47531,<100 kb,tRNA-,10.0,1.0413926851582251
NZ_CP019014.1,142829,≥100 kb,tRNA-,11.0,1.0791812460476249
NZ_CP018982.1,100168,≥100 kb,tRNA-,13.0,1.146128035678238
NZ_CP018981.1,14029,<100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP019028.1,147346,≥100 kb,tRNA-,10.0,1.0413926851582251
NZ_CP019026.1,59373,<100 kb,tRNA-,11.0,1.0791812460476249
NZ_CP018998.1,99006,<100 kb,tRNA-,6.0,0.8450980400142568
NZ_CP018999.1,146162,≥100 kb,tRNA-,17.0,1.255272505103306
NZ_CP019009.1,130905,≥100 kb,tRNA-,14.0,1.1760912590556813
NZ_CP019010.1,55746,<100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP019019.1,199671,≥100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP019017.1,73464,<100 kb,tRNA-,14.0,1.1760912590556813
NZ_CP020049.1,141885,≥100 kb,tRNA-,9.0,1.0
NZ_CP020059.1,87982,<100 kb,tRNA-,14.0,1.1760912590556813
NZ_CP020060.1,50999,<100 kb,tRNA-,7.0,0.9030899869919435
NZ_CP020056.1,136975,≥100 kb,tRNA-,8.0,0.9542425094393249
NZ_CP020057.1,31196,<100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP020117.1,107210,≥100 kb,tRNA-,13.0,1.146128035678238
NZ_CP020119.1,51515,<100 kb,tRNA-,9.0,1.0
NZ_CP017221.1,147225,≥100 kb,tRNA-,16.0,1.2304489213782739
NZ_CP017222.1,54159,<100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP020934.1,151137,≥100 kb,tRNA-,15.0,1.2041199826559248
NZ_CP021203.1,183508,≥100 kb,tRNA+,11.0,1.0791812460476249
NZ_CP021204.1,92438,<100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP021206.1,111688,≥100 kb,tRNA-,15.0,1.2041199826559248
NZ_CP021177.1,154099,≥100 kb,tRNA-,10.0,1.0413926851582251
NZ_CP021208.1,86725,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP021209.1,223982,≥100 kb,tRNA-,6.0,0.8450980400142568
NZ_CP021210.1,75553,<100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP021180.1,135720,≥100 kb,tRNA-,13.0,1.146128035678238
NZ_CP019561.1,148529,≥100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP019559.1,277790,≥100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP032878.1,45484,<100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP032877.1,150853,≥100 kb,tRNA-,12.0,1.1139433523068367
NZ_CP022226.2,45476,<100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP022227.3,150853,≥100 kb,tRNA-,11.0,1.0791812460476249
NZ_CP028588.1,42856,<100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP028587.1,150853,≥100 kb,tRNA-,11.0,1.0791812460476249
NZ_CP034964.1,87704,<100 kb,tRNA-,14.0,1.1760912590556813
NZ_CP034963.1,38448,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP034957.1,46161,<100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP034956.1,98397,<100 kb,tRNA-,20.0,1.3222192947339193
NZ_CP032888.1,109553,≥100 kb,tRNA-,8.0,0.9542425094393249
NZ_CP032890.1,91014,<100 kb,tRNA-,5.0,0.7781512503836436
NZ_CP032425.1,88392,<100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP021533.1,48528,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP021536.1,244955,≥100 kb,tRNA-,15.0,1.2041199826559248
NZ_CP021538.1,64372,<100 kb,tRNA-,6.0,0.8450980400142568
NZ_CP021681.1,95850,<100 kb,tRNA-,7.0,0.9030899869919435
NZ_CP021684.1,84929,<100 kb,tRNA-,9.0,1.0
NZ_CP021690.1,163045,≥100 kb,tRNA-,32.0,1.5185139398778875
NZ_CP021693.1,50228,<100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP021719.1,128094,≥100 kb,tRNA-,5.0,0.7781512503836436
NZ_CP021720.1,216378,≥100 kb,tRNA+,4.0,0.6989700043360189
NZ_CP021733.1,114267,≥100 kb,tRNA-,10.0,1.0413926851582251
NZ_CP021734.1,85195,<100 kb,tRNA-,8.0,0.9542425094393249
NZ_CP021737.1,117703,≥100 kb,tRNA-,7.0,0.9030899869919435
NZ_CP021739.1,50235,<100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP021871.1,134899,≥100 kb,tRNA-,13.0,1.146128035678238
NZ_CP021841.1,118934,≥100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP021842.1,92385,<100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP021843.1,78672,<100 kb,tRNA-,7.0,0.9030899869919435
NZ_CP021845.1,125099,≥100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP021846.1,92350,<100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP021847.1,84091,<100 kb,tRNA-,7.0,0.9030899869919435
NZ_CP021880.1,169449,≥100 kb,tRNA-,11.0,1.0791812460476249
NZ_CP021881.1,101165,≥100 kb,tRNA-,14.0,1.1760912590556813
NZ_CP021882.1,67973,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP021936.1,138340,≥100 kb,tRNA-,9.0,1.0
NZ_CP021937.1,151110,≥100 kb,tRNA-,14.0,1.1760912590556813
NZ_CP022157.1,57232,<100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP022165.1,233149,≥100 kb,tRNA-,6.0,0.8450980400142568
NZ_CP022166.1,173624,≥100 kb,tRNA-,8.0,0.9542425094393249
NZ_CP023552.1,77422,<100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP018625.1,111755,≥100 kb,tRNA-,7.0,0.9030899869919435
NZ_CP041111.1,96497,<100 kb,tRNA-,9.0,1.0
NZ_CP041112.1,87516,<100 kb,tRNA-,12.0,1.1139433523068367
NZ_CP041114.1,58983,<100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP023143.1,228947,≥100 kb,tRNA-,9.0,1.0
NZ_CP023145.1,87173,<100 kb,tRNA-,10.0,1.0413926851582251
NZ_CP021289.1,147172,≥100 kb,tRNA-,5.0,0.7781512503836436
NZ_CP023351.1,77345,<100 kb,tRNA-,8.0,0.9542425094393249
NZ_CP023360.1,53914,<100 kb,tRNA-,5.0,0.7781512503836436
NZ_CP023362.1,85570,<100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP023363.1,134388,≥100 kb,tRNA-,7.0,0.9030899869919435
NZ_CP023387.1,86147,<100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP023356.1,94881,<100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP023380.1,43592,<100 kb,tRNA-,5.0,0.7781512503836436
NZ_CP023382.1,95720,<100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP023378.1,123289,≥100 kb,tRNA-,9.0,1.0
NZ_CP023369.1,66332,<100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP023370.1,96402,<100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP023385.1,87770,<100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP023375.1,6800,<100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP023376.1,92420,<100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP023372.1,109207,≥100 kb,tRNA-,1.0,0.3010299956639812
NZ_AP017621.1,116529,≥100 kb,tRNA-,12.0,1.1139433523068367
NZ_AP017618.1,116529,≥100 kb,tRNA-,12.0,1.1139433523068367
NZ_AP017613.1,108957,≥100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP023534.1,108679,≥100 kb,tRNA-,5.0,0.7781512503836436
NZ_CP023816.1,145883,≥100 kb,tRNA-,18.0,1.2787536009528289
NZ_CP030921.1,109118,≥100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP023903.1,101274,≥100 kb,tRNA-,5.0,0.7781512503836436
NZ_CP023895.1,91648,<100 kb,tRNA-,12.0,1.1139433523068367
NZ_CP023897.1,51479,<100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP023900.1,34323,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP023959.1,128761,≥100 kb,tRNA-,14.0,1.1760912590556813
NZ_CP023957.1,48550,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP024254.1,107732,≥100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP024281.1,84894,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP024285.1,127606,≥100 kb,tRNA-,5.0,0.7781512503836436
NZ_CP024287.1,124142,≥100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP024651.1,14241,<100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP024652.2,107274,≥100 kb,tRNA-,9.0,1.0
NZ_CP024721.1,111776,≥100 kb,tRNA-,7.0,0.9030899869919435
NZ_CP024718.1,111779,≥100 kb,tRNA-,7.0,0.9030899869919435
NZ_CP024831.1,216181,≥100 kb,tRNA-,16.0,1.2304489213782739
NZ_CP024852.1,167974,≥100 kb,tRNA-,18.0,1.2787536009528289
NZ_CP024854.1,96413,<100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP024860.1,172588,≥100 kb,tRNA-,5.0,0.7781512503836436
NZ_CP024816.1,176274,≥100 kb,tRNA-,17.0,1.255272505103306
NZ_CP024818.1,46161,<100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP024827.1,122937,≥100 kb,tRNA-,10.0,1.0413926851582251
NZ_CP024828.1,51455,<100 kb,tRNA-,6.0,0.8450980400142568
NZ_CP024863.1,139059,≥100 kb,tRNA-,25.0,1.414973347970818
NZ_CP024864.1,88768,<100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP024822.1,118156,≥100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP024823.1,64564,<100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP024824.1,62815,<100 kb,tRNA-,5.0,0.7781512503836436
NZ_CP024856.1,181436,≥100 kb,tRNA-,5.0,0.7781512503836436
NZ_CP024857.1,76680,<100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP024888.1,76754,<100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP024805.1,111310,≥100 kb,tRNA-,28.0,1.462397997898956
NZ_CP024806.1,51479,<100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP027202.2,265538,≥100 kb,tRNA-,30.0,1.4913616938342726
NZ_CP027200.1,75779,<100 kb,tRNA-,17.0,1.255272505103306
NZ_CP025329.1,286854,≥100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP025402.1,241162,≥100 kb,tRNA-,19.0,1.3010299956639813
NZ_CP025944.3,89313,<100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP025949.1,73313,<100 kb,tRNA-,9.0,1.0
NZ_CP024136.1,93781,<100 kb,tRNA-,22.0,1.3617278360175928
NZ_CP024139.1,64765,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP024140.1,166233,≥100 kb,tRNA-,10.0,1.0413926851582251
NZ_CP024143.1,254423,≥100 kb,tRNA-,24.0,1.3979400086720377
NZ_CP024144.1,96973,<100 kb,tRNA-,8.0,0.9542425094393249
NZ_CP024156.1,60258,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP024157.1,88736,<100 kb,tRNA-,7.0,0.9030899869919435
NZ_CP024148.1,62585,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP024149.1,33301,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP024153.1,98181,<100 kb,tRNA-,18.0,1.2787536009528289
NZ_CP024128.1,50013,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP024129.1,123884,≥100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP024130.1,88460,<100 kb,tRNA-,13.0,1.146128035678238
NZ_CP024132.1,35098,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP024133.1,190293,≥100 kb,tRNA-,8.0,0.9542425094393249
NZ_CP025253.1,105801,≥100 kb,tRNA-,9.0,1.0
NZ_CP019052.1,65533,<100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP019053.1,155802,≥100 kb,tRNA-,19.0,1.3010299956639813
NZ_CP019054.1,116028,≥100 kb,tRNA+,9.0,1.0
NZ_CP019072.1,33858,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP019074.1,73992,<100 kb,tRNA-,20.0,1.3222192947339193
NZ_CP019076.1,127772,≥100 kb,tRNA-,11.0,1.0791812460476249
NZ_CP025626.1,144225,≥100 kb,tRNA-,25.0,1.414973347970818
NZ_CP025677.1,129356,≥100 kb,tRNA-,16.0,1.2304489213782739
NZ_CP025751.1,110160,≥100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP026207.1,202687,≥100 kb,tRNA-,14.0,1.1760912590556813
NZ_CP026205.1,77775,<100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP026204.1,76500,<100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP026201.1,100989,≥100 kb,tRNA-,18.0,1.2787536009528289
NZ_CP026200.1,97800,<100 kb,tRNA-,11.0,1.0791812460476249
NZ_CP025708.1,184098,≥100 kb,tRNA-,20.0,1.3222192947339193
NZ_CP025710.1,70372,<100 kb,tRNA-,12.0,1.1139433523068367
NZ_CP025709.1,85535,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP026401.1,20245,<100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP026405.1,186884,≥100 kb,tRNA-,8.0,0.9542425094393249
NZ_CP026572.2,6200,<100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP026578.2,121908,≥100 kb,tRNA-,6.0,0.8450980400142568
NZ_CP026579.1,100229,≥100 kb,tRNA-,11.0,1.0791812460476249
NZ_CP026576.2,70688,<100 kb,tRNA-,5.0,0.7781512503836436
NZ_CP026727.1,51479,<100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP019276.1,91701,<100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP021103.1,80206,<100 kb,tRNA-,10.0,1.0413926851582251
NZ_CP019244.1,71430,<100 kb,tRNA-,10.0,1.0413926851582251
NZ_CP019247.1,151049,≥100 kb,tRNA-,22.0,1.3617278360175928
NZ_CP019248.1,121975,≥100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP019251.1,162357,≥100 kb,tRNA-,21.0,1.3424226808222062
NZ_CP019253.1,120300,≥100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP019282.1,149520,≥100 kb,tRNA-,22.0,1.3617278360175928
NZ_CP019284.1,93578,<100 kb,tRNA-,8.0,0.9542425094393249
NZ_CP019260.1,251286,≥100 kb,tRNA-,14.0,1.1760912590556813
NZ_CP019261.1,138610,≥100 kb,tRNA-,16.0,1.2304489213782739
NZ_CP019262.1,149653,≥100 kb,tRNA-,23.0,1.380211241711606
NZ_CP019264.1,82265,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP019268.1,125272,≥100 kb,tRNA-,21.0,1.3424226808222062
NZ_CP019269.1,65009,<100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP021727.1,224039,≥100 kb,tRNA-,13.0,1.146128035678238
NZ_CP021728.1,169487,≥100 kb,tRNA-,17.0,1.255272505103306
NZ_CP030780.2,80632,<100 kb,tRNA-,6.0,0.8450980400142568
NZ_CP070289.2,94500,<100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP070293.1,107432,≥100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP070297.1,266043,≥100 kb,tRNA-,17.0,1.255272505103306
NZ_CP070300.1,97847,<100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP110261.1,148447,≥100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP117585.1,13675,<100 kb,tRNA-,9.0,1.0
NZ_CP117597.1,7076,<100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP117671.1,5952,<100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP130157.1,192284,≥100 kb,tRNA-,7.0,0.9030899869919435
NZ_CP130158.1,75276,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP136259.1,122474,≥100 kb,tRNA-,11.0,1.0791812460476249
NZ_CP136260.1,66386,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP141902.1,180516,≥100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP157784.1,209400,≥100 kb,tRNA-,16.0,1.2304489213782739
NZ_CP157785.1,95634,<100 kb,tRNA-,11.0,1.0791812460476249
NZ_CP157791.1,43045,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP026494.1,201203,≥100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP026492.1,264344,≥100 kb,tRNA-,33.0,1.5314789170422551
NZ_CP026474.1,107229,≥100 kb,tRNA-,26.0,1.4313637641589874
NZ_CP026476.1,51479,<100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP027138.1,90735,<100 kb,tRNA-,12.0,1.1139433523068367
NZ_CP027135.1,151026,≥100 kb,tRNA-,7.0,0.9030899869919435
NZ_CP019272.1,129452,≥100 kb,tRNA-,20.0,1.3222192947339193
NZ_CP021087.1,169505,≥100 kb,tRNA-,15.0,1.2041199826559248
NZ_CP027130.1,170292,≥100 kb,tRNA-,12.0,1.1139433523068367
NZ_CP027535.1,101207,≥100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP027537.1,100279,≥100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP027536.1,72482,<100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP027127.1,98987,<100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP027554.1,70129,<100 kb,tRNA-,6.0,0.8450980400142568
NZ_CP027600.1,120604,≥100 kb,tRNA-,8.0,0.9542425094393249
NZ_CP027332.1,20839,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP027357.1,131463,≥100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP027383.1,73784,<100 kb,tRNA-,7.0,0.9030899869919435
NZ_CP027385.1,118259,≥100 kb,tRNA-,9.0,1.0
NZ_CP026855.1,84078,<100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP028168.1,119076,≥100 kb,tRNA-,11.0,1.0791812460476249
NZ_CP027703.1,173882,≥100 kb,tRNA-,16.0,1.2304489213782739
NZ_CP020510.1,118182,≥100 kb,tRNA-,19.0,1.3010299956639813
NZ_CP020512.1,46159,<100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP020515.1,158757,≥100 kb,tRNA-,17.0,1.255272505103306
NZ_CP020519.1,120667,≥100 kb,tRNA-,13.0,1.146128035678238
NZ_CP020517.1,109864,≥100 kb,tRNA-,14.0,1.1760912590556813
NZ_CP020524.1,177196,≥100 kb,tRNA-,12.0,1.1139433523068367
NZ_CP020523.1,113880,≥100 kb,tRNA-,12.0,1.1139433523068367
NZ_CP027119.1,86731,<100 kb,tRNA-,5.0,0.7781512503836436
NZ_CP028576.1,112422,≥100 kb,tRNA-,17.0,1.255272505103306
NZ_CP029104.1,76919,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP029107.1,93435,<100 kb,tRNA-,6.0,0.8450980400142568
NZ_CP029113.1,114412,≥100 kb,tRNA-,6.0,0.8450980400142568
NZ_CP029116.1,25348,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP029118.1,187909,≥100 kb,tRNA-,19.0,1.3010299956639813
NZ_CP029120.1,6172,<100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP029110.1,91246,<100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP029123.1,97471,<100 kb,tRNA-,9.0,1.0
NZ_CP020547.1,127809,≥100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP020548.1,60959,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP029181.1,145524,≥100 kb,tRNA-,14.0,1.1760912590556813
NZ_CP029182.1,31250,<100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP029184.1,60942,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP029243.1,146268,≥100 kb,tRNA-,5.0,0.7781512503836436
NZ_CP029244.1,139629,≥100 kb,tRNA-,10.0,1.0413926851582251
NZ_CP029575.1,156518,≥100 kb,tRNA-,21.0,1.3424226808222062
NZ_CP029580.1,178078,≥100 kb,tRNA-,23.0,1.380211241711606
NZ_CP029577.1,139191,≥100 kb,tRNA-,13.0,1.146128035678238
NZ_CP029578.1,70197,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP028484.1,128911,≥100 kb,tRNA-,13.0,1.146128035678238
NZ_CP028486.1,52864,<100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP029690.1,188342,≥100 kb,tRNA-,4.0,0.6989700043360189
NZ_CP029743.1,104555,≥100 kb,tRNA-,8.0,0.9542425094393249
NZ_CP029744.1,117192,≥100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP029748.1,276880,≥100 kb,tRNA-,20.0,1.3222192947339193
NZ_CP029493.1,179444,≥100 kb,tRNA-,18.0,1.2787536009528289
NZ_CP029974.1,71718,<100 kb,tRNA-,5.0,0.7781512503836436
NZ_CP029975.1,113340,≥100 kb,tRNA-,9.0,1.0
NZ_CP029978.1,99465,<100 kb,tRNA-,12.0,1.1139433523068367
NZ_CP029368.1,122194,≥100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP029367.1,34321,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP030335.1,75281,<100 kb,tRNA-,11.0,1.0791812460476249
NZ_CP030329.1,128762,≥100 kb,tRNA-,15.0,1.2041199826559248
NZ_CP029979.1,36564,<100 kb,tRNA-,2.0,0.47712125471966244
NZ_CP030769.1,27128,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP030770.1,149680,≥100 kb,tRNA-,10.0,1.0413926851582251
NZ_CP030940.1,257394,≥100 kb,tRNA-,35.0,1.5563025007672873
NZ_CP031106.1,131411,≥100 kb,tRNA-,5.0,0.7781512503836436
NZ_CP031109.1,46827,<100 kb,tRNA-,1.0,0.3010299956639812
NZ_CP031110.1,50124,<100 kb,tRNA-,3.0,0.6020599913279624
NZ_CP031137.1,77958,<100 kb,tRNA-,11.0,1.0791812460476249
NZ_CP031138.1,46157,<100 kb,tRNA-,3.0,0.6020599913279624
