"target","task","run","seed","Code","Product","normalized_gain_pct"
"tRNA-Cys","regression_type_positive_only","3","44","VHM","anaerobic ribonucleoside-triphosphate reductase-activating protein","7.197152796427588"
"tRNA-Cys","regression_type_positive_only","3","44","OQG","NADH:flavin oxidoreductase","4.267858918462466"
"tRNA-Cys","regression_type_positive_only","3","44","AONT","type I methionyl aminopeptidase","3.054508588146832"
"tRNA-Cys","regression_type_positive_only","3","44","AGLW","outer membrane beta-barrel protein","2.015758665315451"
"tRNA-Cys","regression_type_positive_only","3","44","AJXK","pyruvate carboxylase","1.712719966375779"
"tRNA-Cys","regression_type_positive_only","3","44","MVD","KOW domain-containing RNA-binding protein","1.5464879468267985"
"tRNA-Cys","regression_type_positive_only","3","44","AFB","AAA family ATPase","1.4767391349053935"
"tRNA-Cys","regression_type_positive_only","3","44","ABXE","glutaredoxin domain-containing protein","1.3584733781275224"
"tRNA-Gln","classification","1","42","AQGP","5S ribosomal RNA","28.80430822067974"
"tRNA-Gln","classification","1","42","JTC","HD domain-containing protein","20.276715128509203"
"tRNA-Gln","classification","1","42","JUO","HNH endonuclease","9.6517132552438"
"tRNA-Gln","classification","1","42","VAS","amino acid permease","5.241103703956193"
"tRNA-Gln","classification","1","42","APIC","type IV conjugative transfer system protein TraL","3.4406555136595216"
"tRNA-Gln","classification","1","42","CLR","DNA polymerase III subunit alpha","2.3412522200039994"
"tRNA-Gln","classification","1","42","SBA","TROVE domain-containing protein","2.1975840469291144"
"tRNA-Gln","classification","1","42","AGXL","peptidoglycan DD-metalloendopeptidase family protein","1.8559297972611863"
"tRNA-Gln","classification","1","42","AGE","ABC transporter permease","1.7123697261818824"
"tRNA-Gln","classification","1","42","APTM","undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase","1.4835661546405599"
"tRNA-Gln","classification","2","43","AQGP","5S ribosomal RNA","29.555366436562608"
"tRNA-Gln","classification","2","43","JTC","HD domain-containing protein","18.29436027698896"
"tRNA-Gln","classification","2","43","JUO","HNH endonuclease","9.11665402088313"
"tRNA-Gln","classification","2","43","QMG","RepB family plasmid replication initiator protein","3.400392683204083"
"tRNA-Gln","classification","2","43","VAS","amino acid permease","3.0579284621666334"
"tRNA-Gln","classification","2","43","AHMA","phosphatase PAP2 family protein","2.0782464204255136"
"tRNA-Gln","classification","2","43","AKBA","quinolone resistance pentapeptide repeat protein QnrS2","1.8376142834653513"
"tRNA-Gln","classification","2","43","QID","RNA-guided endonuclease TnpB family protein","1.777073488962952"
"tRNA-Gln","classification","2","43","CLR","DNA polymerase III subunit alpha","1.7584612326957427"
"tRNA-Gln","classification","2","43","NSY","MGDG synthase family glycosyltransferase","1.508002247515689"
"tRNA-Gln","classification","3","44","AQGP","5S ribosomal RNA","29.534295959145087"
"tRNA-Gln","classification","3","44","JTC","HD domain-containing protein","18.936461356962777"
"tRNA-Gln","classification","3","44","JUO","HNH endonuclease","7.661146347788073"
"tRNA-Gln","classification","3","44","ACQM","helix-turn-helix domain-containing protein","6.318487581071187"
"tRNA-Gln","classification","3","44","QIB","RNA-guided endonuclease InsQ/TnpB family protein","1.8937157363290662"
"tRNA-Gln","classification","3","44","CLR","DNA polymerase III subunit alpha","1.6126704477803953"
"tRNA-Gln","classification","3","44","AGU","ABC transporter substrate-binding protein","1.4426325730570604"
"tRNA-Gln","classification","3","44","BRQ","CbrC family protein","1.3830529055212293"
"tRNA-Gln","classification","3","44","SHT","Tol-Pal system beta propeller repeat protein TolB","1.3658109180987104"
"tRNA-Gln","classification","3","44","DBL","DUF1351 domain-containing protein","1.3614098018143272"
"tRNA-Gln","regression_type_positive_only","1","42","ALCJ","serine--tRNA ligase","8.883578838250777"
"tRNA-Gln","regression_type_positive_only","1","42","CPE","DNA topoisomerase (ATP-hydrolyzing) subunit B","8.630843720224437"
"tRNA-Gln","regression_type_positive_only","1","42","CLX","DNA polymerase III subunit epsilon","6.071002739612971"
"tRNA-Gln","regression_type_positive_only","1","42","IEH","DUF808 domain-containing protein","4.051868779865354"
"tRNA-Gln","regression_type_positive_only","1","42","AQGP","5S ribosomal RNA","3.907028008226165"
"tRNA-Gln","regression_type_positive_only","1","42","JUO","HNH endonuclease","3.7750850651765147"
"tRNA-Gln","regression_type_positive_only","1","42","OOE","NADAR family protein","3.534455537671669"
"tRNA-Gln","regression_type_positive_only","1","42","AGFT","nucleoside-diphosphate kinase","3.293880249257521"
"tRNA-Gln","regression_type_positive_only","1","42","UTK","alkyl hydroperoxide reductase subunit F","2.587898135417658"
"tRNA-Gln","regression_type_positive_only","1","42","AGYZ","peptidyl-tRNA hydrolase","1.6004654597243515"
"tRNA-Gln","regression_type_positive_only","2","43","AFQI","multifunctional CCA addition/repair protein","10.2755688112439"
"tRNA-Gln","regression_type_positive_only","2","43","CLX","DNA polymerase III subunit epsilon","7.047118762213354"
"tRNA-Gln","regression_type_positive_only","2","43","AKCU","radical SAM protein","6.148077413463315"
"tRNA-Gln","regression_type_positive_only","2","43","XLI","cell envelope integrity protein TolA","4.790857542177933"
"tRNA-Gln","regression_type_positive_only","2","43","ALCJ","serine--tRNA ligase","4.725113362540951"
"tRNA-Gln","regression_type_positive_only","2","43","PVS","PcfJ domain-containing protein","4.347400366240379"
"tRNA-Gln","regression_type_positive_only","2","43","CPE","DNA topoisomerase (ATP-hydrolyzing) subunit B","4.204409490409735"
"tRNA-Gln","regression_type_positive_only","2","43","OVY","NYN domain-containing protein","2.6621499816388217"
"tRNA-Gln","regression_type_positive_only","2","43","AQGO","23S ribosomal RNA","2.3148552262425386"
"tRNA-Gln","regression_type_positive_only","2","43","AILG","porin family protein","2.185602414615239"
"tRNA-Gln","regression_type_positive_only","3","44","AGFT","nucleoside-diphosphate kinase","16.59712554023913"
"tRNA-Gln","regression_type_positive_only","3","44","ALCJ","serine--tRNA ligase","6.9920589495391825"
"tRNA-Gln","regression_type_positive_only","3","44","AFQI","multifunctional CCA addition/repair protein","6.759632329176746"
"tRNA-Gln","regression_type_positive_only","3","44","XLI","cell envelope integrity protein TolA","6.598143247880862"
"tRNA-Gln","regression_type_positive_only","3","44","RNC","SsrA-binding protein SmpB","4.198557010156012"
"tRNA-Gln","regression_type_positive_only","3","44","JUO","HNH endonuclease","3.194304619985765"
"tRNA-Gln","regression_type_positive_only","3","44","AILG","porin family protein","2.804516505428943"
"tRNA-Gln","regression_type_positive_only","3","44","CLX","DNA polymerase III subunit epsilon","2.481389926991384"
"tRNA-Gln","regression_type_positive_only","3","44","AAIQ","exonuclease domain-containing protein","1.5801791416012376"
"tRNA-Gln","regression_type_positive_only","3","44","GAL","DUF488 family protein","1.1661781037907928"
"tRNA-Glu","classification","1","42","AQGP","5S ribosomal RNA","30.187519824098228"
"tRNA-Glu","classification","1","42","AOB","ATP-binding protein","16.33126024928176"
"tRNA-Glu","classification","1","42","ABMS","gallidermin/nisin family lantibiotic","4.592197659571016"
"tRNA-Glu","classification","1","42","LWV","IS6-like element IS26 family transposase","3.6552173091865385"
"tRNA-Glu","classification","1","42","JJD","GIY-YIG nuclease family protein","3.380670506245695"
"tRNA-Glu","classification","1","42","PUS","ParA family protein","2.7135317357921735"
"tRNA-Glu","classification","1","42","ILZ","DoxX family protein","2.7051182059525543"
"tRNA-Glu","classification","1","42","JTC","HD domain-containing protein","1.8307303974959797"
"tRNA-Glu","classification","1","42","QOH","RluA family pseudouridine synthase","1.7797808716102332"
"tRNA-Glu","classification","1","42","AKDY","recombinase family protein","1.7054389701317"
"tRNA-Glu","classification","2","43","AQGP","5S ribosomal RNA","31.53691150528597"
"tRNA-Glu","classification","2","43","ACQM","helix-turn-helix domain-containing protein","14.317124671441876"
"tRNA-Glu","classification","2","43","ONC","NAD-dependent DNA ligase LigA","10.151427314687782"
"tRNA-Glu","classification","2","43","CUT","DNA/RNA non-specific endonuclease","4.672721296218559"
"tRNA-Glu","classification","2","43","AKZF","sensor histidine kinase","2.779534469812738"
"tRNA-Glu","classification","2","43","PUS","ParA family protein","2.739340151168781"
"tRNA-Glu","classification","2","43","AKZE","sensor domain-containing protein","2.484024641560944"
"tRNA-Glu","classification","2","43","BXJ","Coq4 family protein","2.4062871876714667"
"tRNA-Glu","classification","2","43","DIC","DUF1659 domain-containing protein","2.3461002390039116"
"tRNA-Glu","classification","2","43","ABUV","glutamate--tRNA ligase","1.9585129662407152"
"tRNA-Glu","classification","3","44","AQGP","5S ribosomal RNA","34.783192058497974"
"tRNA-Glu","classification","3","44","AOB","ATP-binding protein","16.859462466461483"
"tRNA-Glu","classification","3","44","EIV","DUF2922 domain-containing protein","4.007052475794459"
"tRNA-Glu","classification","3","44","JTC","HD domain-containing protein","3.660419147605868"
"tRNA-Glu","classification","3","44","PUS","ParA family protein","3.1548406524678887"
"tRNA-Glu","classification","3","44","JMZ","GatB/YqeY domain-containing protein","2.817854607088175"
"tRNA-Glu","classification","3","44","CUT","DNA/RNA non-specific endonuclease","2.5151589216516275"
"tRNA-Glu","classification","3","44","JUO","HNH endonuclease","2.4248780765106375"
"tRNA-Glu","classification","3","44","ANME","transcription initiation factor IIB family protein","2.29262030956093"
"tRNA-Glu","classification","3","44","APIC","type IV conjugative transfer system protein TraL","2.1353783599309066"
"tRNA-Glu","regression_type_positive_only","1","42","ADRD","iron-sulfur cluster insertion protein ErpA","9.013149156095663"
"tRNA-Glu","regression_type_positive_only","1","42","THC","YchJ family protein","6.002866123320531"
"tRNA-Glu","regression_type_positive_only","1","42","BBU","Bax inhibitor-1/YccA family protein","4.421188708892369"
"tRNA-Glu","regression_type_positive_only","1","42","MXZ","L-aspartate oxidase","3.3714426288785497"
"tRNA-Glu","regression_type_positive_only","1","42","AOCV","tryptophan synthase subunit alpha","3.358772423217585"
"tRNA-Glu","regression_type_positive_only","1","42","OG","3-deoxy-7-phosphoheptulonate synthase","2.4687549983455397"
"tRNA-Glu","regression_type_positive_only","1","42","JUO","HNH endonuclease","2.4181648517517944"
"tRNA-Glu","regression_type_positive_only","1","42","AQDI","zinc ABC transporter permease subunit ZnuB","2.3525645227885033"
"tRNA-Glu","regression_type_positive_only","1","42","QFY","RNA polymerase sigma factor RpoH","2.1519704523825567"
"tRNA-Glu","regression_type_positive_only","1","42","AQGN","16S ribosomal RNA","2.064549903757803"
"tRNA-Glu","regression_type_positive_only","2","43","ZYZ","elongation factor Tu","17.769731830527537"
"tRNA-Glu","regression_type_positive_only","2","43","BBU","Bax inhibitor-1/YccA family protein","16.67693104772223"
"tRNA-Glu","regression_type_positive_only","2","43","THC","YchJ family protein","4.627915390108415"
"tRNA-Glu","regression_type_positive_only","2","43","CLX","DNA polymerase III subunit epsilon","4.000973830424615"
"tRNA-Glu","regression_type_positive_only","2","43","JUQ","HNH endonuclease family protein","3.3993701123333326"
"tRNA-Glu","regression_type_positive_only","2","43","MXZ","L-aspartate oxidase","1.8143867032459344"
"tRNA-Glu","regression_type_positive_only","2","43","ACFP","glycoside hydrolase family 43 protein","1.7337030229785142"
"tRNA-Glu","regression_type_positive_only","2","43","BRR","CbtA family protein","1.6290939456801328"
"tRNA-Glu","regression_type_positive_only","2","43","AFB","AAA family ATPase","1.4453671146933398"
"tRNA-Glu","regression_type_positive_only","2","43","ACVZ","high-affinity branched-chain amino acid ABC transporter permease LivM","1.2888016347417919"
"tRNA-Glu","regression_type_positive_only","3","44","BBU","Bax inhibitor-1/YccA family protein","11.694715386614574"
"tRNA-Glu","regression_type_positive_only","3","44","ADRD","iron-sulfur cluster insertion protein ErpA","10.010551427598578"
"tRNA-Glu","regression_type_positive_only","3","44","ZYZ","elongation factor Tu","7.3144067087221565"
"tRNA-Glu","regression_type_positive_only","3","44","ALCJ","serine--tRNA ligase","2.780219549701048"
"tRNA-Glu","regression_type_positive_only","3","44","MXZ","L-aspartate oxidase","2.743581002697482"
"tRNA-Glu","regression_type_positive_only","3","44","ENO","DUF3102 domain-containing protein","2.267756995503558"
"tRNA-Glu","regression_type_positive_only","3","44","AMSA","tRNA pseudouridine(38-40) synthase TruA","2.087460255155416"
"tRNA-Glu","regression_type_positive_only","3","44","AQDI","zinc ABC transporter permease subunit ZnuB","2.03802677768742"
"tRNA-Glu","regression_type_positive_only","3","44","SBA","TROVE domain-containing protein","1.8753004720217732"
"tRNA-Glu","regression_type_positive_only","3","44","CPU","DNA translocase FtsK","1.7627088593107916"
"tRNA-Gly","classification","1","42","AQGP","5S ribosomal RNA","27.076155442014006"
"tRNA-Gly","classification","1","42","ACQM","helix-turn-helix domain-containing protein","12.20652133066646"
"tRNA-Gly","classification","1","42","ZIX","dTMP kinase","3.7298615186149036"
"tRNA-Gly","classification","1","42","LWV","IS6-like element IS26 family transposase","3.186432614916127"
"tRNA-Gly","classification","1","42","YAU","class I SAM-dependent methyltransferase","3.0463400231199853"
"tRNA-Gly","classification","1","42","AFB","AAA family ATPase","2.5091345393897306"
"tRNA-Gly","classification","1","42","JUP","HNH endonuclease domain-containing protein","2.1329798586102275"
"tRNA-Gly","classification","1","42","HEA","DUF6402 family protein","2.084791900239127"
"tRNA-Gly","classification","1","42","ZYT","elongation factor P","1.7790610312305235"
"tRNA-Gly","classification","1","42","AOSU","type II secretion system F family protein","1.4109555203323734"
"tRNA-Gly","classification","2","43","AQGN","16S ribosomal RNA","25.948702185558783"
"tRNA-Gly","classification","2","43","ACQM","helix-turn-helix domain-containing protein","11.454919717159772"
"tRNA-Gly","classification","2","43","ONC","NAD-dependent DNA ligase LigA","4.92351265691546"
"tRNA-Gly","classification","2","43","SQD","UDP-glucose 4-epimerase GalE","3.180221927702867"
"tRNA-Gly","classification","2","43","LWV","IS6-like element IS26 family transposase","3.109734621523385"
"tRNA-Gly","classification","2","43","AOSU","type II secretion system F family protein","2.144070426473879"
"tRNA-Gly","classification","2","43","JUP","HNH endonuclease domain-containing protein","2.0143035511004537"
"tRNA-Gly","classification","2","43","HEA","DUF6402 family protein","1.9814988316830267"
"tRNA-Gly","classification","2","43","AHEV","phage minor head protein","1.8741702575797894"
"tRNA-Gly","classification","2","43","JUO","HNH endonuclease","1.8201332287993113"
"tRNA-Gly","classification","3","44","AQGN","16S ribosomal RNA","25.223529493419232"
"tRNA-Gly","classification","3","44","ACQM","helix-turn-helix domain-containing protein","11.028049100157864"
"tRNA-Gly","classification","3","44","PLC","PD-(D/E)XK nuclease family protein","4.859482634838891"
"tRNA-Gly","classification","3","44","AFB","AAA family ATPase","3.8260066305103493"
"tRNA-Gly","classification","3","44","ANBE","tetratricopeptide repeat protein","3.4386777258213344"
"tRNA-Gly","classification","3","44","JUP","HNH endonuclease domain-containing protein","2.0849774748146284"
"tRNA-Gly","classification","3","44","LWV","IS6-like element IS26 family transposase","1.9056651143565084"
"tRNA-Gly","classification","3","44","HEA","DUF6402 family protein","1.733249600438301"
"tRNA-Gly","classification","3","44","GAL","DUF488 family protein","1.6100992844965096"
"tRNA-Gly","classification","3","44","APVM","uridine kinase","1.4825551898718146"
"tRNA-Gly","regression_type_positive_only","1","42","AQGP","5S ribosomal RNA","18.89802585182517"
"tRNA-Gly","regression_type_positive_only","1","42","AMQP","tRNA (uridine(34)/cytosine(34)/5- carboxymethylaminomethyluridine(34)-2'-O)- methyltransferase TrmL","5.734394210246725"
"tRNA-Gly","regression_type_positive_only","1","42","AQGN","16S ribosomal RNA","5.028333015561987"
"tRNA-Gly","regression_type_positive_only","1","42","SB","30S ribosomal protein S12","3.668538650635154"
"tRNA-Gly","regression_type_positive_only","1","42","AHAB","permease-like cell division protein FtsX","2.414828125462655"
"tRNA-Gly","regression_type_positive_only","1","42","OVM","NUDIX domain-containing protein","2.317887653564845"
"tRNA-Gly","regression_type_positive_only","1","42","UDZ","acetolactate synthase small subunit","2.166554444496347"
"tRNA-Gly","regression_type_positive_only","1","42","ABUX","glutamate-1-semialdehyde 2,1-aminomutase","1.96074781131354"
"tRNA-Gly","regression_type_positive_only","1","42","TEV","YbaB/EbfC family nucleoid-associated protein","1.8556192087258014"
"tRNA-Gly","regression_type_positive_only","1","42","LG","23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB","1.827092912039351"
"tRNA-Gly","regression_type_positive_only","2","43","AQGP","5S ribosomal RNA","26.068313882851125"
"tRNA-Gly","regression_type_positive_only","2","43","TEV","YbaB/EbfC family nucleoid-associated protein","6.4249133550244215"
"tRNA-Gly","regression_type_positive_only","2","43","CEX","D-ribose pyranase","5.21849682648227"
"tRNA-Gly","regression_type_positive_only","2","43","OVM","NUDIX domain-containing protein","4.829623265796928"
"tRNA-Gly","regression_type_positive_only","2","43","AKEE","recombination mediator RecR","3.5656732739842263"
"tRNA-Gly","regression_type_positive_only","2","43","AQGN","16S ribosomal RNA","2.9664655866590284"
"tRNA-Gly","regression_type_positive_only","2","43","AMQP","tRNA (uridine(34)/cytosine(34)/5- carboxymethylaminomethyluridine(34)-2'-O)- methyltransferase TrmL","1.1348901869648351"
"tRNA-Gly","regression_type_positive_only","2","43","QXO","SFCGS family glycine-rich protein","1.047241583470469"
"tRNA-Gly","regression_type_positive_only","2","43","NLP","LysR family transcriptional regulator","1.0169535147308038"
"tRNA-Gly","regression_type_positive_only","2","43","AQGO","23S ribosomal RNA","0.9717995669236443"
"tRNA-Gly","regression_type_positive_only","3","44","TEV","YbaB/EbfC family nucleoid-associated protein","10.782381585261996"
"tRNA-Gly","regression_type_positive_only","3","44","SB","30S ribosomal protein S12","9.309924816027142"
"tRNA-Gly","regression_type_positive_only","3","44","AQGP","5S ribosomal RNA","8.411307787924361"
"tRNA-Gly","regression_type_positive_only","3","44","AMQP","tRNA (uridine(34)/cytosine(34)/5- carboxymethylaminomethyluridine(34)-2'-O)- methyltransferase TrmL","4.322213670764821"
"tRNA-Gly","regression_type_positive_only","3","44","AKEE","recombination mediator RecR","2.794014777149355"
"tRNA-Gly","regression_type_positive_only","3","44","UNK","adenylosuccinate synthase","2.07291233738017"
"tRNA-Gly","regression_type_positive_only","3","44","AQGN","16S ribosomal RNA","1.5609762409599919"
"tRNA-Gly","regression_type_positive_only","3","44","AMRM","tRNA epoxyqueuosine(34) reductase QueG","1.4467579403047826"
"tRNA-Gly","regression_type_positive_only","3","44","ALPU","spore coat protein","1.4413029650619138"
"tRNA-Gly","regression_type_positive_only","3","44","URV","aldose 1-epimerase family protein","1.3405594983214526"
"tRNA-His","classification","1","42","AQGP","5S ribosomal RNA","28.03901808215096"
"tRNA-His","classification","1","42","AFB","AAA family ATPase","23.84488422887876"
"tRNA-His","classification","1","42","SUU","VOC family protein","7.447823853681109"
"tRNA-His","classification","1","42","CUT","DNA/RNA non-specific endonuclease","5.306479501373609"
"tRNA-His","classification","1","42","AHD","ABC-F family ATP-binding cassette domain-containing protein","4.07065563651641"
"tRNA-His","classification","1","42","AEXB","metallophosphoesterase","3.2804644799483946"
"tRNA-His","classification","1","42","UYJ","alpha/beta fold hydrolase","3.093692583494012"
"tRNA-His","classification","1","42","ACQE","helicase-related protein","2.4426233685320775"
"tRNA-His","classification","1","42","STD","UvrD-helicase domain-containing protein","2.0531558137841555"
"tRNA-His","classification","1","42","PVF","ParM/StbA family protein","2.0247493381331916"
"tRNA-His","classification","2","43","AQGN","16S ribosomal RNA","29.07867746081581"
"tRNA-His","classification","2","43","JUO","HNH endonuclease","24.985208768144766"
"tRNA-His","classification","2","43","AOL","ATP-dependent Clp protease ATP-binding subunit ClpX","9.851823575445128"
"tRNA-His","classification","2","43","ACQM","helix-turn-helix domain-containing protein","5.770094305069197"
"tRNA-His","classification","2","43","LWV","IS6-like element IS26 family transposase","4.422446847657864"
"tRNA-His","classification","2","43","AFB","AAA family ATPase","2.7322672475755634"
"tRNA-His","classification","2","43","CS","16S rRNA (cytidine(1402)-2'-O)-methyltransferase","2.718796459925165"
"tRNA-His","classification","2","43","JUB","HIT family protein","2.4866686007813623"
"tRNA-His","classification","2","43","AIBV","plasmid mobilization protein","1.7022240143826748"
"tRNA-His","classification","2","43","KFO","IS110 family transposase","1.5926286927840014"
"tRNA-His","classification","3","44","AQGP","5S ribosomal RNA","30.79844827015409"
"tRNA-His","classification","3","44","JUO","HNH endonuclease","25.066506824201028"
"tRNA-His","classification","3","44","AIOQ","preprotein translocase subunit SecA","7.993399022453142"
"tRNA-His","classification","3","44","JJR","GNAT family N-acetyltransferase","5.741792557682429"
"tRNA-His","classification","3","44","LWV","IS6-like element IS26 family transposase","4.540250046585845"
"tRNA-His","classification","3","44","QPJ","Rpn family recombination-promoting nuclease/putative transposase","2.0044948670702984"
"tRNA-His","classification","3","44","MC","2Fe-2S iron-sulfur cluster-binding protein","1.8596526448812658"
"tRNA-His","classification","3","44","CMX","DNA primase","1.6996900591363746"
"tRNA-His","classification","3","44","WHI","beta-lactamase hydrolase domain-containing protein","1.5716031854634276"
"tRNA-His","classification","3","44","AEWB","metal-dependent phosphohydrolase","1.5575767028213108"
"tRNA-His","regression_type_positive_only","1","42","JQB","GspE/PulE family protein","6.211861032000769"
"tRNA-His","regression_type_positive_only","1","42","PNP","PIN/TRAM domain-containing protein","5.696201350487811"
"tRNA-His","regression_type_positive_only","1","42","ACFT","glycoside hydrolase family 5 protein","4.1514474062536815"
"tRNA-His","regression_type_positive_only","1","42","ANJH","toxin co-regulated pilus biosynthesis Q family protein","3.8494431594392413"
"tRNA-His","regression_type_positive_only","1","42","ANFA","thioredoxin fold domain-containing protein","3.1834569332563394"
"tRNA-His","regression_type_positive_only","1","42","NHQ","LexA family protein","2.9653387463843903"
"tRNA-His","regression_type_positive_only","1","42","AGCO","non-canonical purine NTP pyrophosphatase","2.6251073486980094"
"tRNA-His","regression_type_positive_only","1","42","AJXK","pyruvate carboxylase","2.2476254700298144"
"tRNA-His","regression_type_positive_only","1","42","JUQ","HNH endonuclease family protein","2.193690783855809"
"tRNA-His","regression_type_positive_only","1","42","ALIG","single-stranded DNA-binding protein","1.7494547940803973"
"tRNA-His","regression_type_positive_only","2","43","APLM","type IVB secretion system protein IcmJDotN","27.17047596648881"
"tRNA-His","regression_type_positive_only","2","43","PNP","PIN/TRAM domain-containing protein","16.23212539741975"
"tRNA-His","regression_type_positive_only","2","43","MVD","KOW domain-containing RNA-binding protein","5.405606394696348"
"tRNA-His","regression_type_positive_only","2","43","AILG","porin family protein","5.346009889462911"
"tRNA-His","regression_type_positive_only","2","43","INR","EAL and HDOD domain-containing protein","4.4110976993672"
"tRNA-His","regression_type_positive_only","2","43","GAL","DUF488 family protein","4.3972452489147065"
"tRNA-His","regression_type_positive_only","2","43","AOTM","type II secretion system protein GspD","2.9675657164849003"
"tRNA-His","regression_type_positive_only","2","43","NSY","MGDG synthase family glycosyltransferase","2.589423203685393"
"tRNA-His","regression_type_positive_only","2","43","ADQV","iron-sulfur cluster assembly accessory protein","2.353327177768154"
"tRNA-His","regression_type_positive_only","2","43","TNF","YheU family protein","2.268611448771601"
"tRNA-His","regression_type_positive_only","3","44","ADQV","iron-sulfur cluster assembly accessory protein","15.649138519663351"
"tRNA-His","regression_type_positive_only","3","44","AAUI","fibrinogen-like YCDxxxxGGGW domain-containing protein","9.17425710768044"
"tRNA-His","regression_type_positive_only","3","44","ACFT","glycoside hydrolase family 5 protein","9.006094608669057"
"tRNA-His","regression_type_positive_only","3","44","JTC","HD domain-containing protein","6.295382934722958"
"tRNA-His","regression_type_positive_only","3","44","QAZ","ProQ/FINO family protein","5.86738526523877"
"tRNA-His","regression_type_positive_only","3","44","MVD","KOW domain-containing RNA-binding protein","4.729095378721301"
"tRNA-His","regression_type_positive_only","3","44","ANFA","thioredoxin fold domain-containing protein","4.409287171195835"
"tRNA-His","regression_type_positive_only","3","44","ANJH","toxin co-regulated pilus biosynthesis Q family protein","3.316174385771183"
"tRNA-His","regression_type_positive_only","3","44","PJS","PACE efflux transporter","2.955730243477111"
"tRNA-His","regression_type_positive_only","3","44","AJXK","pyruvate carboxylase","2.420310934125357"
"tRNA-Ile","classification","1","42","AQGN","16S ribosomal RNA","15.09357497151707"
"tRNA-Ile","classification","1","42","AEXB","metallophosphoesterase","13.793231835779173"
"tRNA-Ile","classification","1","42","PUU","ParB N-terminal domain-containing protein","5.8407780702400505"
"tRNA-Ile","classification","1","42","JXN","HU family DNA-binding protein","3.6866058414124265"
"tRNA-Ile","classification","1","42","JZU","Hha/YmoA family nucleoid-associated regulatory protein","2.5996749242804036"
"tRNA-Ile","classification","1","42","ACQM","helix-turn-helix domain-containing protein","2.45467975270668"
"tRNA-Ile","classification","1","42","AHHC","phage tail protein","1.8252082638880054"
"tRNA-Ile","classification","1","42","NSN","MFS transporter","1.6745122810027055"
"tRNA-Ile","classification","1","42","AIBH","plasmid SOS inhibition protein A","1.6123083555071829"
"tRNA-Ile","classification","1","42","AFB","AAA family ATPase","1.2685533301811687"
"tRNA-Ile","classification","2","43","AQGN","16S ribosomal RNA","18.664423713162765"
"tRNA-Ile","classification","2","43","AKEN","recombination-associated protein RdgC","14.88701712605278"
"tRNA-Ile","classification","2","43","PUU","ParB N-terminal domain-containing protein","5.283521065581974"
"tRNA-Ile","classification","2","43","YHH","cold-shock protein","4.068217591989289"
"tRNA-Ile","classification","2","43","ACQM","helix-turn-helix domain-containing protein","3.151823018547247"
"tRNA-Ile","classification","2","43","AFB","AAA family ATPase","2.565997719119337"
"tRNA-Ile","classification","2","43","JUO","HNH endonuclease","1.7002950999422408"
"tRNA-Ile","classification","2","43","AIBH","plasmid SOS inhibition protein A","1.3739688857902415"
"tRNA-Ile","classification","2","43","ACQN","helix-turn-helix transcriptional regulator","1.1683005175086363"
"tRNA-Ile","classification","2","43","LWV","IS6-like element IS26 family transposase","1.1430223664618626"
"tRNA-Ile","classification","3","44","AQGP","5S ribosomal RNA","18.813754583207423"
"tRNA-Ile","classification","3","44","AKEN","recombination-associated protein RdgC","15.305697146472722"
"tRNA-Ile","classification","3","44","ACQM","helix-turn-helix domain-containing protein","8.287342166524413"
"tRNA-Ile","classification","3","44","AQGN","16S ribosomal RNA","2.2985064541098703"
"tRNA-Ile","classification","3","44","AFB","AAA family ATPase","2.124963389915"
"tRNA-Ile","classification","3","44","PUU","ParB N-terminal domain-containing protein","2.0675271674533415"
"tRNA-Ile","classification","3","44","YHH","cold-shock protein","1.8565259240571315"
"tRNA-Ile","classification","3","44","AIBH","plasmid SOS inhibition protein A","1.1002685026311543"
"tRNA-Ile","classification","3","44","AKJJ","replicative DNA helicase","0.9946484558251354"
"tRNA-Ile","classification","3","44","JJD","GIY-YIG nuclease family protein","0.9523697024248142"
"tRNA-Ile","regression_type_positive_only","1","42","AQGP","5S ribosomal RNA","33.89937270851897"
"tRNA-Ile","regression_type_positive_only","1","42","AQGO","23S ribosomal RNA","10.312640774921427"
"tRNA-Ile","regression_type_positive_only","1","42","ZYZ","elongation factor Tu","2.7943891502412534"
"tRNA-Ile","regression_type_positive_only","1","42","TD","30S ribosomal protein S7","2.496911665139103"
"tRNA-Ile","regression_type_positive_only","1","42","AKSU","ribosome hibernation-promoting factor, HPF/YfiA family","1.8827267857738876"
"tRNA-Ile","regression_type_positive_only","1","42","RNC","SsrA-binding protein SmpB","1.6108068438724945"
"tRNA-Ile","regression_type_positive_only","1","42","AOL","ATP-dependent Clp protease ATP-binding subunit ClpX","1.565217093416488"
"tRNA-Ile","regression_type_positive_only","1","42","AQGN","16S ribosomal RNA","1.27790769436907"
"tRNA-Ile","regression_type_positive_only","1","42","ONC","NAD-dependent DNA ligase LigA","1.230669812021088"
"tRNA-Ile","regression_type_positive_only","1","42","AETD","membrane protein","1.1965733076408178"
"tRNA-Ile","regression_type_positive_only","2","43","AQGO","23S ribosomal RNA","21.495756568888"
"tRNA-Ile","regression_type_positive_only","2","43","AQGP","5S ribosomal RNA","15.366787065385301"
"tRNA-Ile","regression_type_positive_only","2","43","AITT","protease SohB","5.712130185033445"
