task,run,seed,Code,Product,normalized_gain_pct
regression,1,42,CTU,DNA-directed RNA polymerase subunit M,0.0
regression,1,42,CTV,DNA-directed RNA polymerase subunit N,0.0
regression,1,42,CTW,DNA-directed RNA polymerase subunit P,0.0
regression,1,42,CTX,DNA-directed RNA polymerase subunit alpha,0.001571040770628328
regression,1,42,CTY,DNA-directed RNA polymerase subunit alpha C-terminal domain-containing protein,0.00011873021051255343
regression,1,42,CTZ,DNA-directed RNA polymerase subunit beta,0.022158616642621337
regression,1,42,CUA,DNA-directed RNA polymerase subunit beta',0.012455189503657699
regression,1,42,CUB,DNA-directed RNA polymerase subunit delta,0.0
regression,1,42,CUC,DNA-directed RNA polymerase subunit epsilon,0.0
regression,1,42,CUD,DNA-directed RNA polymerase subunit omega,0.0005113576750595207
regression,1,42,CUE,DNA-entry nuclease,0.0
regression,1,42,CUF,DNA-entry nuclease (competence-specific nuclease),0.0
regression,1,42,CUG,DNA-entry nuclease inhibitor,0.0
regression,1,42,CUH,DNA-formamidopyrimidine glycosylase,0.0
regression,1,42,CUI,DNA-formamidopyrimidine glycosylase family protein,0.0
regression,1,42,CUJ,DNA-invertase,0.0001271162107109188
regression,1,42,CUK,DNA-methyltransferase,0.01005491388911252
regression,1,42,CUL,DNA-mimic protein DMP19,0.0
regression,1,42,CUM,DNA-packaging protein,0.0
regression,1,42,CUN,DNA-packaging protein FI,0.0
regression,1,42,CUO,DNA-primase RepB domain-containing protein,0.0
regression,1,42,CUP,DNA-processing protein DprA,0.002121790426232604
regression,1,42,CUQ,DNA-protecting protein DprA,0.0
regression,1,42,CUR,DNA/RNA helicase,0.0
regression,1,42,CUS,DNA/RNA helicase domain-containing protein,0.00012867066751764877
regression,1,42,CUT,DNA/RNA non-specific endonuclease,0.08592690605185493
regression,1,42,CUU,DNA/RNA nuclease SfsA,0.0
regression,1,42,CUV,DNRLRE domain-containing protein,0.0
regression,1,42,CUW,DNZ54_00345 family protein,0.0
regression,1,42,CUX,DODA-type extradiol aromatic ring-opening family dioxygenase,0.0
regression,1,42,CUY,DOG1 domain-containing protein,0.0
regression,1,42,CUZ,DOMON-like domain-containing protein,0.0
regression,1,42,CVA,"DOPA 4,5-dioxygenase family protein",0.0
regression,1,42,CVB,DPP IV N-terminal domain-containing protein,0.0
regression,1,42,CVC,DR2241 family protein,0.0
regression,1,42,CVD,DRTGG domain-containing protein,0.0
regression,1,42,CVE,DSD1 family PLP-dependent enzyme,0.0001989904616244005
regression,1,42,CVF,DUF1002 domain-containing protein,0.0019305643572571608
regression,1,42,CVG,DUF1003 domain-containing protein,9.597806899150841e-05
regression,1,42,CVH,DUF1007 domain-containing protein,0.0
regression,1,42,CVI,DUF1007 family protein,5.337381400897716e-05
regression,1,42,CVJ,DUF1010 domain-containing protein,0.0
regression,1,42,CVK,DUF1013 domain-containing protein,0.0
regression,1,42,CVL,DUF1015 domain-containing protein,0.0
regression,1,42,CVM,DUF1015 family protein,0.0
regression,1,42,CVN,DUF1016 N-terminal domain-containing protein,0.0
regression,1,42,CVO,DUF1016 domain-containing protein,0.0
regression,1,42,CVP,DUF1016 family protein,0.0
regression,1,42,CVQ,DUF1024 family protein,0.0
regression,1,42,CVR,DUF1028 domain-containing protein,0.0
regression,1,42,CVS,DUF1033 family protein,0.0
regression,1,42,CVT,DUF1036 domain-containing protein,0.0
regression,1,42,CVU,DUF1039 domain-containing protein,0.0
regression,1,42,CVV,DUF1045 domain-containing protein,0.0
regression,1,42,CVW,DUF1048 domain-containing protein,0.0
regression,1,42,CVX,DUF1049 domain-containing protein,0.0
regression,1,42,CVY,DUF1054 domain-containing protein,0.0
regression,1,42,CVZ,DUF1054 family protein,0.0
regression,1,42,CWA,DUF1056 domain-containing protein,0.0
regression,1,42,CWB,DUF1056 family protein,0.0
regression,1,42,CWC,DUF1059 domain-containing protein,0.0
regression,1,42,CWD,DUF106 domain-containing protein,0.0
regression,1,42,CWE,DUF1062 domain-containing protein,0.0
regression,1,42,CWF,DUF1064 domain-containing protein,0.0017329885744633987
regression,1,42,CWG,DUF1071 domain-containing protein,0.0
regression,1,42,CWH,DUF1073 domain-containing protein,0.0
regression,1,42,CWI,DUF1076 domain-containing protein,0.0
regression,1,42,CWJ,DUF1080 domain-containing protein,0.0
regression,1,42,CWK,DUF1090 domain-containing protein,0.0
regression,1,42,CWL,DUF1090 family protein,0.0
regression,1,42,CWM,DUF1090 family protein YqjC,0.0
regression,1,42,CWN,DUF1093 domain-containing protein,0.0
regression,1,42,CWO,DUF1097 domain-containing protein,0.0
regression,1,42,CWP,DUF1097 family protein,0.0
regression,1,42,CWQ,DUF11 domain-containing protein,0.0
regression,1,42,CWR,DUF1102 domain-containing protein,0.0
regression,1,42,CWS,DUF1107 domain-containing protein,0.0
regression,1,42,CWT,DUF1107 family protein,0.0
regression,1,42,CWU,DUF1108 family protein,0.0
regression,1,42,CWV,DUF1109 domain-containing protein,0.0
regression,1,42,CWW,DUF1109 family protein,0.0
regression,1,42,CWX,DUF1116 domain-containing protein,0.0
regression,1,42,CWY,DUF1120 domain-containing protein,0.0
regression,1,42,CWZ,DUF1127 domain-containing protein,0.0
regression,1,42,CXA,DUF1127 domain-containing protein YjiS,0.0
regression,1,42,CXB,DUF1128 domain-containing protein,0.0
regression,1,42,CXC,DUF1128 family protein,0.0
regression,1,42,CXD,DUF1129 domain-containing protein,0.0
regression,1,42,CXE,DUF1129 family protein,0.0
regression,1,42,CXF,DUF1132 family protein,0.0
regression,1,42,CXG,DUF1133 family protein,0.0
regression,1,42,CXH,DUF1134 domain-containing protein,0.0
regression,1,42,CXI,DUF1137 domain-containing protein,0.0
regression,1,42,CXJ,DUF1140 family protein,0.0
regression,1,42,CXK,DUF1145 domain-containing protein,0.0
regression,1,42,CXL,DUF1145 family protein,0.0
regression,1,42,CXM,DUF1146 family protein,0.0
regression,1,42,CXN,DUF1149 family protein,0.0
regression,1,42,CXO,DUF115 domain-containing protein,0.0
regression,1,42,CXP,DUF1150 domain-containing protein,0.0
regression,1,42,CXQ,DUF1150 family protein,0.0
regression,1,42,CXR,DUF1152 domain-containing protein,0.0
regression,1,42,CXS,DUF1153 domain-containing protein,0.0
regression,1,42,CXT,DUF1156 domain-containing protein,0.0009013321917462203
regression,1,42,CXU,DUF1158 domain-containing protein,0.0
regression,1,42,CXV,DUF1158 family protein,0.0
regression,1,42,CXW,DUF116 domain-containing protein,0.0
regression,1,42,CXX,DUF1161 domain-containing protein,0.0
regression,1,42,CXY,DUF1173 domain-containing protein,5.605161672560304e-05
regression,1,42,CXZ,DUF1173 family protein,0.0
regression,1,42,CYA,DUF1175 domain-containing protein,0.0
regression,1,42,CYB,DUF1175 family protein,0.0
regression,1,42,CYC,DUF1176 domain-containing protein,0.0
regression,1,42,CYD,DUF1177 domain-containing protein,0.0
regression,1,42,CYE,DUF1178 family protein,0.0
regression,1,42,CYF,DUF1180 domain-containing protein,0.0
regression,1,42,CYG,DUF1186 domain-containing protein,0.0
regression,1,42,CYH,DUF1186 family protein,0.0
regression,1,42,CYI,DUF1187 family protein,0.0
regression,1,42,CYJ,DUF1189 domain-containing protein,0.0
regression,1,42,CYK,DUF1189 family protein,0.0
regression,1,42,CYL,DUF1190 domain-containing protein,0.0
regression,1,42,CYM,DUF1190 family protein,0.0
regression,1,42,CYN,DUF1192 domain-containing protein,0.0
regression,1,42,CYO,DUF1192 family protein,0.0
regression,1,42,CYP,DUF1194 domain-containing protein,0.0
regression,1,42,CYQ,DUF1198 domain-containing protein,0.0
regression,1,42,CYR,DUF1198 family protein,0.0
regression,1,42,CYS,DUF120 domain-containing protein,0.0
regression,1,42,CYT,DUF1202 domain-containing protein,0.0
regression,1,42,CYU,DUF1202 family protein,0.0
regression,1,42,CYV,DUF1203 domain-containing protein,0.0
regression,1,42,CYW,DUF1206 domain-containing protein,0.0
regression,1,42,CYX,DUF1207 domain-containing protein,0.0
regression,1,42,CYY,DUF1214 domain-containing protein,0.0
regression,1,42,CYZ,DUF1217 domain-containing protein,0.00021509472550701212
regression,1,42,CZA,DUF1223 domain-containing protein,0.0
regression,1,42,CZB,DUF123 domain-containing protein,0.0
regression,1,42,CZC,DUF1232 domain-containing protein,0.0
regression,1,42,CZD,DUF1236 domain-containing protein,0.0
regression,1,42,CZE,DUF1240 domain-containing protein,0.0
regression,1,42,CZF,DUF1244 domain-containing protein,0.02270960408951806
regression,1,42,CZG,DUF1248 domain-containing protein,0.0
regression,1,42,CZH,DUF1249 domain-containing protein,0.0
regression,1,42,CZI,DUF1249 family protein,0.0
regression,1,42,CZJ,DUF1254 domain-containing protein,1.8938531118641482e-05
regression,1,42,CZK,DUF1256 domain-containing protein,0.0
regression,1,42,CZL,DUF1257 domain-containing protein,0.0
regression,1,42,CZM,DUF1259 domain-containing protein,0.0
regression,1,42,CZN,DUF126 domain-containing protein,0.0
regression,1,42,CZO,DUF1264 domain-containing protein,0.0
regression,1,42,CZP,DUF1266 domain-containing protein,0.0
regression,1,42,CZQ,DUF1269 domain-containing protein,3.795817004371943e-05
regression,1,42,CZR,DUF1270 domain-containing protein,0.0
regression,1,42,CZS,DUF1270 family protein,0.0
regression,1,42,CZT,DUF1272 domain-containing protein,0.0013209479858560835
regression,1,42,CZU,DUF1273 domain-containing protein,0.0
regression,1,42,CZV,DUF1275 domain-containing protein,0.0
regression,1,42,CZW,DUF1275 domain-containing transporter,0.0
regression,1,42,CZX,DUF1275 family protein,0.0
regression,1,42,CZY,DUF1281 domain-containing protein,0.0005740020413607419
regression,1,42,CZZ,DUF1283 domain-containing protein,0.0
regression,1,42,DAA,DUF1283 family protein,0.0
regression,1,42,DAB,DUF1284 domain-containing protein,0.0
regression,1,42,DAC,DUF1285 domain-containing protein,0.0
regression,1,42,DAD,DUF1286 domain-containing protein,0.0
regression,1,42,DAE,DUF1287 domain-containing protein,0.0
regression,1,42,DAF,DUF1289 domain-containing protein,6.62438338044807e-05
regression,1,42,DAG,DUF1292 domain-containing protein,0.0
regression,1,42,DAH,DUF1293 family protein,0.0
regression,1,42,DAI,DUF1294 domain-containing protein,0.0
regression,1,42,DAJ,DUF1295 domain-containing protein,0.0
regression,1,42,DAK,DUF1302 domain-containing protein,0.0003035540652061185
regression,1,42,DAL,DUF1302 family protein,0.0
regression,1,42,DAM,DUF1304 domain-containing protein,0.0
regression,1,42,DAN,DUF1307 domain-containing protein,0.0
regression,1,42,DAO,DUF131 domain-containing protein,0.0
regression,1,42,DAP,DUF1310 family protein,0.0
regression,1,42,DAQ,DUF1311 domain-containing protein,0.0
regression,1,42,DAR,DUF1317 domain-containing protein,0.0
regression,1,42,DAS,DUF1317 family protein,0.0
regression,1,42,DAT,DUF1320 domain-containing protein,0.0
regression,1,42,DAU,DUF1322 family protein,0.0
regression,1,42,DAV,DUF1326 domain-containing protein,0.0
regression,1,42,DAW,DUF1327 domain-containing protein,0.0
regression,1,42,DAX,DUF1328 domain-containing protein,0.0
regression,1,42,DAY,DUF1328 family protein,0.0
regression,1,42,DAZ,DUF1329 domain-containing protein,0.0
regression,1,42,DBA,DUF1330 domain-containing protein,0.0
regression,1,42,DBB,DUF1338 domain-containing protein,0.0
regression,1,42,DBC,DUF134 domain-containing protein,0.0
regression,1,42,DBD,DUF1343 domain-containing protein,0.0
regression,1,42,DBE,DUF1344 domain-containing protein,0.0
regression,1,42,DBF,DUF1345 domain-containing protein,0.0
regression,1,42,DBG,DUF1347 family protein,0.0
regression,1,42,DBH,DUF1348 domain-containing protein,0.0
regression,1,42,DBI,DUF1348 family protein,0.0
regression,1,42,DBJ,DUF1349 domain-containing protein,0.0
regression,1,42,DBK,DUF1350 family protein,0.0
regression,1,42,DBL,DUF1351 domain-containing protein,0.0
regression,1,42,DBM,DUF1353 domain-containing protein,0.0
regression,1,42,DBN,DUF1357 domain-containing protein,0.0
regression,1,42,DBO,DUF1357 family protein,0.0
regression,1,42,DBP,DUF1360 domain-containing protein,0.0
regression,1,42,DBQ,DUF1361 domain-containing protein,0.0
regression,1,42,DBR,DUF1364 domain-containing protein,0.0
regression,1,42,DBS,DUF1365 domain-containing protein,7.084439301011011e-05
regression,1,42,DBT,DUF1365 family protein,0.0
regression,1,42,DBU,DUF1367 family protein,0.0
regression,1,42,DBV,DUF1376 domain-containing protein,0.0
regression,1,42,DBW,DUF1378 family protein,0.0
regression,1,42,DBX,DUF1380 domain-containing protein,0.0
regression,1,42,DBY,DUF1380 family protein,0.0006717333845425308
regression,1,42,DBZ,DUF1381 domain-containing protein,0.0
regression,1,42,DCA,DUF1382 family protein,0.0
regression,1,42,DCB,DUF1385 domain-containing protein,0.0
regression,1,42,DCC,DUF1391 family protein,0.0
regression,1,42,DCD,DUF1392 domain-containing protein,0.0
regression,1,42,DCE,DUF1392 family protein,0.0
regression,1,42,DCF,DUF1398 domain-containing protein,0.0
regression,1,42,DCG,DUF1398 family protein,0.0
regression,1,42,DCH,DUF1402 family protein,0.0
regression,1,42,DCI,DUF1403 family protein,0.0
regression,1,42,DCJ,DUF1405 domain-containing protein,0.0
regression,1,42,DCK,DUF1410 domain-containing protein,0.0
regression,1,42,DCL,DUF1413 domain-containing protein,0.0
regression,1,42,DCM,DUF1415 domain-containing protein,0.0
regression,1,42,DCN,DUF1416 domain-containing protein,0.0
regression,1,42,DCO,DUF1418 family protein,0.0
regression,1,42,DCP,DUF1419 domain-containing protein,0.0
regression,1,42,DCQ,DUF1420 family protein,0.0
regression,1,42,DCR,DUF1427 family protein,0.0013466523982924767
regression,1,42,DCS,DUF1428 domain-containing protein,0.0
regression,1,42,DCT,DUF1428 family protein,0.0
regression,1,42,DCU,DUF1430 domain-containing protein,0.0
regression,1,42,DCV,DUF1433 domain-containing protein,0.0
regression,1,42,DCW,DUF1435 domain-containing protein,0.0
regression,1,42,DCX,DUF1439 domain-containing protein,0.0
regression,1,42,DCY,DUF1440 domain-containing protein,0.0
regression,1,42,DCZ,DUF1441 family protein,0.0
regression,1,42,DDA,DUF1442 domain-containing protein,0.0
regression,1,42,DDB,DUF1444 domain-containing protein,0.0
regression,1,42,DDC,DUF1444 family protein,0.0
regression,1,42,DDD,DUF1445 domain-containing protein,0.0
regression,1,42,DDE,DUF1449 domain-containing protein,0.0
regression,1,42,DDF,DUF1449 family protein,0.0
regression,1,42,DDG,DUF1450 domain-containing protein,0.0
regression,1,42,DDH,DUF1453 domain-containing protein,0.0
regression,1,42,DDI,DUF1453 family protein,0.0
regression,1,42,DDJ,DUF1454 family protein,0.0
regression,1,42,DDK,DUF1456 domain-containing protein,0.0
regression,1,42,DDL,DUF1456 family protein,0.0
regression,1,42,DDM,DUF1460 domain-containing protein,0.0
regression,1,42,DDN,DUF1462 family protein,0.0
regression,1,42,DDO,DUF1463 domain-containing protein,0.0
regression,1,42,DDP,DUF1463 family protein,0.0
regression,1,42,DDQ,DUF1465 family protein,0.0
regression,1,42,DDR,DUF1467 family protein,0.0
regression,1,42,DDS,DUF1471 domain-containing protein,0.0
regression,1,42,DDT,DUF1471 family periplasmic protein McbA,0.0
regression,1,42,DDU,DUF1471 family periplasmic protein YahO,0.0
regression,1,42,DDV,DUF1471 family protease activator YjfN,0.0
regression,1,42,DDW,DUF1471 family protein YbiJ,0.0
regression,1,42,DDX,DUF1471 family protein YdgH,0.0
regression,1,42,DDY,DUF1471 family protein YjfY,0.0
regression,1,42,DDZ,DUF1471 family stress response protein YhcN-B,0.0
regression,1,42,DEA,DUF1471 family virulence protein SrfN,0.0
regression,1,42,DEB,DUF1473 family protein,0.0
regression,1,42,DEC,DUF1474 family protein,0.0
regression,1,42,DED,DUF1476 domain-containing protein,0.0
regression,1,42,DEE,DUF1479 domain-containing protein,0.0
regression,1,42,DEF,DUF1480 family protein,0.0
regression,1,42,DEG,DUF1481 domain-containing protein,0.0
regression,1,42,DEH,DUF1482 family protein,0.0
regression,1,42,DEI,DUF1484 domain-containing protein,0.0
regression,1,42,DEJ,DUF1484 family protein,0.0
regression,1,42,DEK,DUF1488 domain-containing protein,0.0
regression,1,42,DEL,DUF1488 family protein,0.0
regression,1,42,DEM,DUF1489 domain-containing protein,0.0
regression,1,42,DEN,DUF1489 family protein,0.0
regression,1,42,DEO,DUF1490 family protein,0.0
regression,1,42,DEP,DUF1491 family protein,0.0
regression,1,42,DEQ,DUF1492 domain-containing protein,0.0
regression,1,42,DER,DUF1493 family protein,0.0
regression,1,42,DES,DUF1494 domain-containing protein,0.0
regression,1,42,DET,DUF1496 domain-containing protein,0.0
regression,1,42,DEU,DUF1499 domain-containing protein,0.0
regression,1,42,DEV,DUF1501 domain-containing protein,0.0
regression,1,42,DEW,DUF1506 family protein,0.0
regression,1,42,DEX,DUF1508 domain-containing protein,0.0
regression,1,42,DEY,DUF151 domain-containing protein,0.0
regression,1,42,DEZ,DUF1510 family protein,0.0
regression,1,42,DFA,DUF1513 domain-containing protein,0.0
regression,1,42,DFB,DUF1514 domain-containing protein,0.0
regression,1,42,DFC,DUF1514 family protein,0.0
regression,1,42,DFD,DUF1515 domain-containing protein,0.0
regression,1,42,DFE,DUF1515 family protein,0.0
regression,1,42,DFF,DUF1516 family protein,0.0
regression,1,42,DFG,DUF1517 domain-containing protein,0.0
regression,1,42,DFH,DUF1521 domain-containing protein,0.0
regression,1,42,DFI,DUF1523 family protein,0.0
regression,1,42,DFJ,DUF1524 domain-containing protein,0.020259138684416218
regression,1,42,DFK,DUF1525 domain-containing protein,0.0
regression,1,42,DFL,DUF1526 domain-containing protein,0.0
regression,1,42,DFM,DUF1538 domain-containing protein,0.0
regression,1,42,DFN,DUF1538 family protein,0.0
regression,1,42,DFO,DUF1540 domain-containing protein,0.0
regression,1,42,DFP,DUF1541 domain-containing protein,0.0
regression,1,42,DFQ,DUF1542 domain-containing protein,0.0
regression,1,42,DFR,DUF1543 domain-containing protein,0.0
regression,1,42,DFS,DUF1548 domain-containing protein,0.0
regression,1,42,DFT,DUF1549 and DUF1553 domain-containing protein,0.0
regression,1,42,DFU,DUF1552 domain-containing protein,0.0
regression,1,42,DFV,DUF1553 domain-containing protein,0.0
regression,1,42,DFW,DUF1554 domain-containing protein,0.0
regression,1,42,DFX,DUF1559 domain-containing protein,0.0
regression,1,42,DFY,DUF1561 domain-containing protein,0.0
regression,1,42,DFZ,DUF1561 family protein,0.0
regression,1,42,DGA,DUF1563 domain-containing protein,0.0
regression,1,42,DGB,DUF1564 domain-containing protein,0.0
regression,1,42,DGC,DUF1565 domain-containing protein,0.0
regression,1,42,DGD,DUF1566 domain-containing protein,0.0
regression,1,42,DGE,DUF1569 domain-containing protein,0.0
regression,1,42,DGF,DUF1570 domain-containing protein,0.0
regression,1,42,DGG,DUF1571 domain-containing protein,0.0
regression,1,42,DGH,DUF1572 domain-containing protein,0.0
regression,1,42,DGI,DUF1572 family protein,0.0
regression,1,42,DGJ,DUF1573 domain-containing protein,0.0
regression,1,42,DGK,DUF1574 domain-containing protein,0.0
regression,1,42,DGL,DUF1574 family protein,0.0
regression,1,42,DGM,DUF1576 domain-containing protein,0.0
regression,1,42,DGN,DUF1577 domain-containing protein,0.0
regression,1,42,DGO,DUF1579 domain-containing protein,0.0
regression,1,42,DGP,DUF1579 family protein,0.0
regression,1,42,DGQ,DUF1580 domain-containing protein,0.0
regression,1,42,DGR,DUF1587 domain-containing protein,0.0
regression,1,42,DGS,DUF1588 domain-containing protein,0.0
regression,1,42,DGT,DUF159 family protein,0.0
regression,1,42,DGU,DUF1592 domain-containing protein,0.0
regression,1,42,DGV,DUF1593 domain-containing protein,0.0
regression,1,42,DGW,DUF1599 domain-containing protein,0.0
regression,1,42,DGX,DUF1601 domain-containing protein,0.0
regression,1,42,DGY,DUF1611 domain-containing protein,0.0
regression,1,42,DGZ,DUF1612 and helix-turn-helix domain-containing protein,0.0
regression,1,42,DHA,DUF1612 domain-containing protein,0.0
regression,1,42,DHB,DUF1614 domain-containing protein,0.0
regression,1,42,DHC,DUF1615 domain-containing protein,0.0
regression,1,42,DHD,DUF1615 family protein,0.0
regression,1,42,DHE,DUF1616 domain-containing protein,0.0
regression,1,42,DHF,DUF1617 family protein,0.0
regression,1,42,DHG,DUF1622 domain-containing protein,0.02243803102430763
regression,1,42,DHH,DUF1624 domain-containing protein,0.0
regression,1,42,DHI,DUF1627 domain-containing protein,0.0
regression,1,42,DHJ,DUF1629 domain-containing protein,0.0
regression,1,42,DHK,DUF1631 domain-containing protein,0.0
regression,1,42,DHL,DUF1631 family protein,0.0
regression,1,42,DHM,DUF1634 domain-containing protein,0.0
regression,1,42,DHN,DUF1636 domain-containing protein,5.088653370570252e-05
regression,1,42,DHO,DUF1636 family protein,0.0
regression,1,42,DHP,DUF1638 domain-containing protein,0.0
regression,1,42,DHQ,DUF1640 domain-containing protein,0.0
regression,1,42,DHR,DUF1641 domain-containing protein,0.002014035354334014
regression,1,42,DHS,DUF1642 domain-containing protein,0.0
regression,1,42,DHT,DUF1643 domain-containing protein,0.04679313993497637
regression,1,42,DHU,DUF1646 family protein,0.0
regression,1,42,DHV,DUF1648 domain-containing protein,0.0
regression,1,42,DHW,DUF1652 domain-containing protein,0.0
regression,1,42,DHX,DUF1653 domain-containing protein,0.012394913733466574
regression,1,42,DHY,DUF1654 domain-containing protein,0.0
regression,1,42,DHZ,DUF1655 domain-containing protein,0.0
regression,1,42,DIA,DUF1656 domain-containing protein,0.0
regression,1,42,DIB,DUF1657 domain-containing protein,0.0
regression,1,42,DIC,DUF1659 domain-containing protein,0.0003302449264898791
regression,1,42,DID,DUF166 domain-containing protein,0.0
regression,1,42,DIE,DUF1660 family phage protein,0.0
regression,1,42,DIF,DUF1664 domain-containing protein,0.0
regression,1,42,DIG,DUF1667 domain-containing protein,0.0
regression,1,42,DIH,DUF1668 domain-containing protein,0.0
regression,1,42,DII,DUF167 domain-containing protein,0.0
regression,1,42,DIJ,DUF167 family protein,0.0
regression,1,42,DIK,DUF167 family protein YggU,0.0
regression,1,42,DIL,DUF1670 domain-containing protein,0.0
regression,1,42,DIM,DUF1672 domain-containing protein,0.0
regression,1,42,DIN,DUF1672 family protein,0.0
regression,1,42,DIO,DUF1673 domain-containing protein,0.0
regression,1,42,DIP,DUF1673 family protein,0.0
regression,1,42,DIQ,DUF1674 domain-containing protein,0.0
regression,1,42,DIR,DUF1682 domain-containing protein,0.0
regression,1,42,DIS,DUF1684 domain-containing protein,0.0
regression,1,42,DIT,DUF169 domain-containing protein,0.0
regression,1,42,DIU,DUF1697 domain-containing protein,0.0
regression,1,42,DIV,DUF1698 domain-containing protein,0.0
regression,1,42,DIW,DUF1699 family protein,0.0
regression,1,42,DIX,DUF1700 domain-containing protein,0.0
regression,1,42,DIY,DUF1702 family protein,0.0
regression,1,42,DIZ,DUF1705 domain-containing protein,0.0
regression,1,42,DJA,DUF1707 SHOCT-like domain-containing protein,0.0
regression,1,42,DJB,DUF1707 and DUF4190 domain-containing protein,0.0
regression,1,42,DJC,DUF1707 and FHA domain-containing protein,0.0
regression,1,42,DJD,DUF1707 domain-containing protein,0.0
regression,1,42,DJE,DUF1722 domain-containing protein,0.0
regression,1,42,DJF,DUF1731 domain-containing protein,0.0
regression,1,42,DJG,DUF1732 domain-containing protein,0.0
regression,1,42,DJH,DUF1735 and LamG domain-containing protein,0.0
regression,1,42,DJI,DUF1735 domain-containing protein,0.0
regression,1,42,DJJ,DUF1737 domain-containing protein,0.0
regression,1,42,DJK,DUF1738 domain-containing protein,0.0
regression,1,42,DJL,DUF1759 domain-containing protein,0.0
regression,1,42,DJM,DUF1761 domain-containing protein,0.0
regression,1,42,DJN,DUF1761 family protein,0.0
regression,1,42,DJO,DUF177 domain-containing protein,0.0
regression,1,42,DJP,DUF1772 domain-containing protein,0.0
regression,1,42,DJQ,DUF1775 domain-containing protein,0.0
regression,1,42,DJR,DUF1778 domain-containing protein,0.0004311410661252928
regression,1,42,DJS,DUF1780 domain-containing protein,0.0
regression,1,42,DJT,DUF1786 domain-containing protein,0.0
regression,1,42,DJU,DUF1788 domain-containing protein,0.0
regression,1,42,DJV,DUF1795 domain-containing protein,0.0
regression,1,42,DJW,DUF1796 family putative cysteine peptidase,0.000598522578648176
regression,1,42,DJX,DUF1799 domain-containing protein,0.0
regression,1,42,DJY,DUF1800 domain-containing protein,0.0
regression,1,42,DJZ,DUF1800 family protein,0.0
regression,1,42,DKA,DUF1801 domain-containing protein,3.335796558545686e-06
regression,1,42,DKB,DUF1802 family protein,0.0
regression,1,42,DKC,DUF1803 domain-containing protein,0.0
regression,1,42,DKD,DUF1804 family protein,0.0
regression,1,42,DKE,DUF1805 domain-containing protein,0.0
regression,1,42,DKF,DUF1810 domain-containing protein,0.0
regression,1,42,DKG,DUF1810 family protein,0.0
regression,1,42,DKH,DUF1811 family protein,0.0
regression,1,42,DKI,DUF1816 domain-containing protein,0.0
regression,1,42,DKJ,DUF1817 domain-containing protein,0.0
regression,1,42,DKK,DUF1819 family protein,0.0
regression,1,42,DKL,DUF1820 family protein,0.0
regression,1,42,DKM,DUF1822 family protein,0.0
regression,1,42,DKN,DUF1826 domain-containing protein,0.0
regression,1,42,DKO,DUF1827 family protein,0.0
regression,1,42,DKP,DUF1828 domain-containing protein,0.0
regression,1,42,DKQ,DUF1829 domain-containing protein,0.0
regression,1,42,DKR,DUF1830 domain-containing protein,0.0
regression,1,42,DKS,DUF1831 domain-containing protein,0.0
regression,1,42,DKT,DUF1833 domain-containing protein,0.0
regression,1,42,DKU,DUF1833 family protein,0.0
regression,1,42,DKV,DUF1834 family protein,0.0
regression,1,42,DKW,DUF1835 domain-containing protein,0.0
regression,1,42,DKX,DUF1836 domain-containing protein,0.0
regression,1,42,DKY,DUF1837 domain-containing protein,0.0
regression,1,42,DKZ,DUF1838 family protein,0.0
regression,1,42,DLA,DUF1839 family protein,0.0020672852504186163
regression,1,42,DLB,DUF1840 domain-containing protein,0.0
regression,1,42,DLC,DUF1841 family protein,0.0
regression,1,42,DLD,DUF1842 domain-containing protein,0.0
regression,1,42,DLE,DUF1843 domain-containing protein,0.0
regression,1,42,DLF,DUF1844 domain-containing protein,0.0
regression,1,42,DLG,DUF1845 domain-containing protein,0.0
regression,1,42,DLH,DUF1846 domain-containing protein,0.0
regression,1,42,DLI,DUF1847 domain-containing protein,0.0
regression,1,42,DLJ,DUF1848 domain-containing protein,0.0
regression,1,42,DLK,DUF1848 family protein,0.0
regression,1,42,DLL,DUF1849 family protein,0.0
regression,1,42,DLM,DUF1850 domain-containing protein,0.0
regression,1,42,DLN,DUF1851 domain-containing protein,0.0
regression,1,42,DLO,DUF1852 domain-containing protein,0.0
regression,1,42,DLP,DUF1853 family protein,0.0
regression,1,42,DLQ,DUF1854 domain-containing protein,0.0
regression,1,42,DLR,DUF1857 domain-containing protein,0.0
regression,1,42,DLS,DUF1858 domain-containing protein,0.0
regression,1,42,DLT,DUF1861 family protein,0.0
regression,1,42,DLU,DUF1868 domain-containing protein,0.0
regression,1,42,DLV,DUF1869 domain-containing protein,0.0
regression,1,42,DLW,DUF1870 family protein,0.0
regression,1,42,DLX,DUF1871 family protein,0.0
regression,1,42,DLY,DUF1874 domain-containing protein,0.0
regression,1,42,DLZ,DUF1876 domain-containing protein,0.0
regression,1,42,DMA,DUF1877 domain-containing protein,0.0
regression,1,42,DMB,DUF1877 family protein,0.0
regression,1,42,DMC,DUF1878 domain-containing protein,0.0
regression,1,42,DMD,DUF1878 family protein,0.0
regression,1,42,DME,DUF188 domain-containing protein,0.0
regression,1,42,DMF,DUF1882 domain-containing protein,0.0
regression,1,42,DMG,DUF1883 domain-containing protein,0.0
regression,1,42,DMH,DUF1885 family protein,0.0
regression,1,42,DMI,DUF1887 family CARF protein,0.0
regression,1,42,DMJ,DUF1889 family protein,0.0
regression,1,42,DMK,DUF1890 domain-containing protein,0.0
