phylum,Genome_ID,Replicon_ID,all_CDS_n,nonhypothetical_CDS_n,nonhypothetical_coding_nt_n,informative_family_n,plasmid_CCI_big_gene
Pseudomonadota,GCF_001922105.1,NZ_CP018859.1,213,115,119472,1,1.156646442360728
Pseudomonadota,GCF_001922205.1,NZ_CP016296.1,115,53,55494,1,0.8441860465116279
Pseudomonadota,GCF_001922245.1,NZ_CP016301.1,116,54,66678,1,0.8554112554112554
Pseudomonadota,GCF_001927265.3,NZ_CP084697.1,559,513,531069,1,1.9855910512844817
Pseudomonadota,GCF_001969325.1,NZ_CP019296.1,114,64,76092,1,0.8451827242524917
Pseudomonadota,GCF_001969345.1,NZ_CP019308.1,225,193,198477,1,0.9697396199859254
Pseudomonadota,GCF_001969385.1,NZ_CP014801.1,101,84,81459,2,0.7975172745439271
Pseudomonadota,GCF_001969385.1,NZ_CP014802.1,144,124,147750,2,0.8521421016832085
Pseudomonadota,GCF_001975225.1,NZ_CP019447.1,84,83,83034,7,1.1519694326283108
Pseudomonadota,GCF_002012125.1,NZ_CP019002.1,114,57,70155,3,1.045730724592415
Pseudomonadota,GCF_002012165.1,NZ_CP019013.1,126,47,54102,4,1.0698992353375467
Pseudomonadota,GCF_002012225.1,NZ_CP019027.1,122,55,62520,4,1.0765405956241412
Pseudomonadota,GCF_002055635.1,NZ_CP020051.1,102,52,48195,3,1.036410206855282
Pseudomonadota,GCF_002055765.1,NZ_CP020063.1,110,56,66663,2,1.0407823271209615
Pseudomonadota,GCF_002056635.1,NZ_CP020118.1,117,53,59745,4,1.0579103829904644
Pseudomonadota,GCF_002071765.2,NZ_CP078111.1,112,45,49713,1,1.315417256011315
Pseudomonadota,GCF_002073635.2,NZ_CP020441.2,251,223,240975,2,1.1438559264471162
Pseudomonadota,GCF_002073635.2,NZ_CP020443.2,122,120,115143,2,1.2116084432997167
Pseudomonadota,GCF_002073975.1,NZ_CP020385.1,188,149,166122,2,1.4917801762803615
Pseudomonadota,GCF_002080435.1,NZ_CP020539.1,852,718,730716,3,1.050049777217358
Pseudomonadota,GCF_002082215.1,NZ_CP017592.1,62,35,30264,1,1.6022408963585435
Pseudomonadota,GCF_002140055.1,NZ_CP020080.1,120,63,74838,1,0.8534773801485482
Pseudomonadota,GCF_002142655.1,NZ_CP021147.1,118,57,65445,1,0.4985250737463126
Pseudomonadota,GCF_002142675.1,NZ_CP021203.1,189,119,101835,2,0.9719839908519152
Pseudomonadota,GCF_002157125.1,NZ_CP021367.1,276,140,151281,1,0.3969204448246364
Pseudomonadota,GCF_002157185.1,NZ_CP021363.1,260,131,140775,1,0.4185401909454881
Pseudomonadota,GCF_002164595.2,NZ_CP032875.1,112,56,44769,3,1.0639858223886458
Pseudomonadota,GCF_002164635.4,NZ_CP022228.3,111,56,44799,3,1.0635896356856618
Pseudomonadota,GCF_002164645.3,NZ_CP028585.2,113,56,44805,3,1.060408800636673
Pseudomonadota,GCF_002164805.3,NZ_CP028550.1,114,57,67758,4,0.9296909071068916
Pseudomonadota,GCF_002164805.3,NZ_CP028552.2,5,3,741,4,1.5422008547008548
Pseudomonadota,GCF_002164865.2,NZ_CP034959.1,84,43,46344,2,0.9848735028301592
Pseudomonadota,GCF_002165095.2,NZ_CP032883.1,7,5,1449,1,0.75
Pseudomonadota,GCF_002180095.1,NZ_CP021537.1,113,61,56646,4,0.9053703717725796
Pseudomonadota,GCF_002180275.1,NZ_CP021720.1,221,142,136416,3,0.959476680186006
Pseudomonadota,GCF_002180295.1,NZ_CP021714.1,111,56,64545,2,1.0124775941797588
Pseudomonadota,GCF_002197025.1,NZ_CP021794.1,1239,1074,1031907,1,1.3809015518515475
Pseudomonadota,GCF_002197025.1,NZ_CP021795.1,1511,1331,1373619,1,1.4765167250519269
Pseudomonadota,GCF_002197045.1,NZ_CP021809.1,1378,1213,1170117,1,1.3680637544273908
Pseudomonadota,GCF_002197045.1,NZ_CP021810.1,1478,1325,1363974,1,1.4708683122415738
Pseudomonadota,GCF_002197085.1,NZ_CP021813.1,1261,1086,1031802,1,1.348912559232109
Pseudomonadota,GCF_002197085.1,NZ_CP021814.1,1514,1337,1374468,1,1.4671119769923
Pseudomonadota,GCF_002197105.1,NZ_CP021827.1,1094,967,953064,1,1.3665133892345145
Pseudomonadota,GCF_002197105.1,NZ_CP021828.1,1436,1292,1344285,1,1.494812323507948
Pseudomonadota,GCF_002197125.1,NZ_CP021820.1,1497,1343,1378998,1,1.4772839202166956
Pseudomonadota,GCF_002197125.1,NZ_CP021821.1,358,304,298029,1,1.3299218960409374
Pseudomonadota,GCF_002197145.1,NZ_CP021805.1,1202,1072,1074006,1,1.3891852570320078
Pseudomonadota,GCF_002197145.1,NZ_CP021806.1,1458,1317,1364379,1,1.4764004879421977
Pseudomonadota,GCF_002197165.1,NZ_CP021830.1,1278,1102,1070208,1,1.3734765875561257
Pseudomonadota,GCF_002197165.1,NZ_CP021831.1,1452,1307,1360887,1,1.4865869017632245
Pseudomonadota,GCF_002202195.1,NZ_CP021962.1,123,70,86613,1,1.1501087744742566
Pseudomonadota,GCF_002209105.2,NZ_CP022085.2,124,54,62889,4,1.1063599534924071
Pseudomonadota,GCF_002211905.1,NZ_CP022128.1,104,57,71460,1,0.8526682134570766
Pseudomonadota,GCF_002214205.1,NZ_CP022167.1,116,54,63576,4,1.0917357281174134
Pseudomonadota,GCF_002222635.1,NZ_CP022417.1,251,237,256332,2,1.3622465334783118
Pseudomonadota,GCF_002222655.1,NZ_CP022424.1,243,217,240000,1,3.250460205739037
Pseudomonadota,GCF_002240185.1,NZ_CP022567.1,377,330,328245,1,1.092687074829932
Pseudomonadota,GCF_002248115.2,NZ_CP041101.1,110,56,69156,2,1.0293162719633309
Pseudomonadota,GCF_002278075.1,NZ_CP022991.1,580,505,501687,2,1.2359503135234509
Pseudomonadota,GCF_002278075.1,NZ_CP022996.1,29,13,12030,2,1.2443164518420786
Pseudomonadota,GCF_002288565.1,NZ_CP023158.1,18,7,3372,1,0.7102803738317757
Pseudomonadota,GCF_002310675.1,NZ_CP023381.1,100,43,44790,2,0.9756172797192252
Pseudomonadota,GCF_002357915.1,NZ_AP017612.1,123,61,67107,4,1.0447040244010417
Pseudomonadota,GCF_002381285.1,NZ_CP010674.1,229,208,218013,1,1.0805139186295505
Pseudomonadota,GCF_002381305.1,NZ_CP010589.1,230,208,218025,1,1.0805139186295505
Pseudomonadota,GCF_002381325.1,NZ_CP010637.1,229,208,218103,1,1.0800513698630136
Pseudomonadota,GCF_002381365.1,NZ_CP021048.1,231,211,221694,1,1.0742857142857145
Pseudomonadota,GCF_002381385.1,NZ_CP021041.1,231,211,221745,1,1.0742857142857145
Pseudomonadota,GCF_002393525.1,NZ_CP010785.1,229,208,218037,1,1.0802825947334618
Pseudomonadota,GCF_002407205.1,NZ_CP023549.1,703,599,661203,3,1.1038397194335303
Pseudomonadota,GCF_002407205.1,NZ_CP023550.1,133,107,136488,3,1.0959218325637086
Pseudomonadota,GCF_002407245.1,NZ_CP010682.1,199,184,190749,1,0.9555984555984556
Pseudomonadota,GCF_002412025.1,NZ_CP010644.1,199,182,190995,1,0.983393501805054
Pseudomonadota,GCF_002412045.1,NZ_CP010768.1,184,172,180144,1,0.9702770780856425
Pseudomonadota,GCF_002504105.1,NZ_CP022662.1,71,54,63060,2,0.7876931856008369
Pseudomonadota,GCF_002504145.1,NZ_CP018333.1,109,45,55779,1,0.989071038251366
Pseudomonadota,GCF_002504165.1,NZ_CP021410.1,41,36,32292,1,1.4563106796116505
Pseudomonadota,GCF_002589795.1,NZ_CP023896.1,80,40,42459,2,0.9942183960870564
Pseudomonadota,GCF_002591135.1,NZ_CP023961.1,107,44,44700,2,1.0165349103856134
Pseudomonadota,GCF_002741015.1,NZ_CP016617.1,1165,894,849489,2,0.2903447301594378
Pseudomonadota,GCF_002741015.1,NZ_CP016618.1,605,455,445947,2,0.2869836912883982
Pseudomonadota,GCF_002741015.1,NZ_CP016619.1,887,688,653166,2,0.2942070954810122
Pseudomonadota,GCF_002741015.1,NZ_CP016620.1,539,402,362766,2,0.3091762457740517
Pseudomonadota,GCF_002741495.1,NZ_CP024264.1,84,30,32859,4,1.1190456996504916
Pseudomonadota,GCF_002741535.1,NZ_CP024271.1,107,38,33006,3,1.071111295501211
Pseudomonadota,GCF_002742645.2,NZ_CP033873.1,273,221,237162,1,0.4441844919786096
Pseudomonadota,GCF_002749495.1,NZ_CP024423.1,285,249,266919,2,1.1435162260697742
Pseudomonadota,GCF_002749495.1,NZ_CP024427.1,109,106,103557,2,1.1765051132377633
Pseudomonadota,GCF_002752955.1,NZ_CP024460.1,118,59,66885,2,1.041791190341839
Pseudomonadota,GCF_002763415.1,NZ_CP018654.1,28,28,21882,1,0.7768595041322314
Pseudomonadota,GCF_002764115.1,NZ_CP017941.1,583,454,421203,4,1.0985516716644257
Pseudomonadota,GCF_002764115.1,NZ_CP017942.1,480,420,412992,4,1.078217785220769
Pseudomonadota,GCF_002786655.1,NZ_CP024832.1,106,41,43080,2,1.0006627639286578
Pseudomonadota,GCF_002787545.1,NZ_CP024817.1,107,44,44607,2,0.9966127006754236
Pseudomonadota,GCF_002811305.2,NZ_CP036373.1,112,58,67632,2,1.00971877728852
Pseudomonadota,GCF_002811555.3,NZ_CP027199.1,100,46,49278,2,0.9647438778782458
Pseudomonadota,GCF_002813775.1,NZ_CP020371.1,377,275,284451,1,0.6271104679208876
Pseudomonadota,GCF_002848565.1,NZ_CP025467.1,244,115,121002,1,1.078664402942841
Pseudomonadota,GCF_002853435.3,NZ_CP028544.1,110,59,72708,1,1.1510204081632651
Pseudomonadota,GCF_002860085.1,NZ_CP019054.1,107,65,61071,2,0.9689617670846716
Pseudomonadota,GCF_002860105.1,NZ_CP019075.1,107,42,41181,2,1.0083171176954404
Pseudomonadota,GCF_002868735.1,NZ_CP025613.1,782,677,844362,1,0.0523202133843996
Pseudomonadota,GCF_002888685.1,NZ_CP010596.1,233,209,224796,1,1.02990577632118
Pseudomonadota,GCF_002888715.1,NZ_CP010806.1,199,182,190869,1,0.9838670840356368
Pseudomonadota,GCF_002891665.1,NZ_CP010697.1,193,175,189456,1,0.9971056439942112
Pseudomonadota,GCF_002891905.1,NZ_CP010657.1,184,171,178824,1,0.9850063532401524
Pseudomonadota,GCF_002891925.1,NZ_CP010717.1,185,173,181461,1,0.970675944333996
Pseudomonadota,GCF_002891945.1,NZ_CP010736.1,201,182,193740,1,0.9933014354066986
Pseudomonadota,GCF_002891965.1,NZ_CP010630.1,222,190,199224,1,0.9682610639248994
Pseudomonadota,GCF_002891985.1,NZ_CP010624.1,193,175,189477,1,0.9987937273823884
Pseudomonadota,GCF_002892005.1,NZ_CP010669.1,193,175,189564,1,0.9983120327947914
Pseudomonadota,GCF_002892025.1,NZ_CP010612.1,200,183,196917,1,0.969057665260197
Pseudomonadota,GCF_002892045.1,NZ_CP010663.1,200,183,196917,1,0.969057665260197
Pseudomonadota,GCF_002892065.1,NZ_CP010706.1,202,182,193227,1,0.9933110367892976
Pseudomonadota,GCF_002892085.1,NZ_CP010726.1,201,183,194466,1,0.9966730038022814
Pseudomonadota,GCF_002892125.1,NZ_CP010751.1,200,183,196917,1,0.969057665260197
Pseudomonadota,GCF_002892145.1,NZ_CP010757.1,202,182,193347,1,0.9937947494033412
Pseudomonadota,GCF_002892165.1,NZ_CP010742.1,207,188,201627,1,0.9755651975336836
Pseudomonadota,GCF_002892185.1,NZ_CP010651.1,217,199,207999,1,0.9740608228980324
Pseudomonadota,GCF_002892205.1,NZ_CP010618.1,213,196,207909,1,0.985094549499444
Pseudomonadota,GCF_002892225.1,NZ_CP010600.1,202,183,193719,1,0.9928469241773964
Pseudomonadota,GCF_002892245.1,NZ_CP010690.1,198,182,190974,1,0.9836302359171882
Pseudomonadota,GCF_002892265.1,NZ_CP010746.1,203,185,197634,1,0.9960252513444005
Pseudomonadota,GCF_002900365.1,NZ_CP025980.1,107,91,90204,1,1.0243902439024393
Pseudomonadota,GCF_002902885.1,NZ_CP026128.1,112,45,62754,1,0.8542544229149115
Pseudomonadota,GCF_002906455.1,NZ_CP026318.1,87,26,27273,1,0.5037593984962406
Pseudomonadota,GCF_002906455.1,NZ_CP026319.1,76,39,35370,1,0.654843110504775
Pseudomonadota,GCF_002934795.1,NZ_CP026410.1,5,3,2733,1,0.967741935483871
Pseudomonadota,GCF_002946715.1,NZ_CP026725.1,106,49,45708,2,1.0361962252368575
Pseudomonadota,GCF_002949345.1,NZ_CP026808.1,94,50,40569,2,1.0692716676323233
Pseudomonadota,GCF_002949555.1,NZ_CP026816.1,95,51,42879,2,1.0422653951742111
Pseudomonadota,GCF_002949615.1,NZ_CP026818.1,96,54,45669,2,1.068483526007088
Pseudomonadota,GCF_002951735.1,NZ_CP019283.1,126,61,70884,1,1.177364864864865
Pseudomonadota,GCF_002952095.1,NZ_CP021729.1,108,53,57186,2,0.9874742159623028
Pseudomonadota,GCF_002952295.1,NZ_CP023286.1,242,132,140208,1,1.1535230984601028
Pseudomonadota,GCF_002953455.1,NZ_CP026475.1,102,47,53295,2,0.9837889958960973
Pseudomonadota,GCF_002968475.1,NZ_CP027149.1,32,18,16632,2,1.1326568758344455
Pseudomonadota,GCF_002968735.1,NZ_CP027133.1,93,43,48528,2,1.0294082463538752
Pseudomonadota,GCF_003017455.1,NZ_CP027223.1,77,30,22689,3,0.957730895862817
Pseudomonadota,GCF_003017555.1,NZ_CP027309.1,110,46,40209,3,0.8134118932978757
Pseudomonadota,GCF_003017995.1,NZ_CP027369.1,123,59,61212,4,1.108106583792036
Pseudomonadota,GCF_003018055.1,NZ_CP027443.1,103,41,40053,3,0.9465705080965466
Pseudomonadota,GCF_003018395.1,NZ_CP027590.1,98,38,31515,3,0.9794250624456
Pseudomonadota,GCF_003018535.1,NZ_CP027575.1,103,44,43581,3,0.9705943734642054
Pseudomonadota,GCF_003018815.1,NZ_CP027358.1,112,50,56544,4,1.0503204868101743
Pseudomonadota,GCF_003019855.1,NZ_CP027853.1,331,271,284214,1,1.0625293841090735
Pseudomonadota,GCF_003024525.3,NZ_CP035936.1,154,136,135279,4,1.243581893977469
Pseudomonadota,GCF_003030265.1,NZ_CP028198.1,109,53,50880,4,0.92705542816732
Pseudomonadota,GCF_003031325.1,NZ_CP024877.1,109,55,62127,1,0.7986622073578595
Pseudomonadota,GCF_003031815.1,NZ_CP020522.1,96,41,42711,2,0.983766124666306
Pseudomonadota,GCF_003051965.2,NZ_CP028569.1,123,72,63330,1,0.6120092378752887
Pseudomonadota,GCF_003060865.1,NZ_CP028919.1,243,193,215502,2,1.4312239852484376
Pseudomonadota,GCF_003068025.2,NZ_CP077708.1,101,49,47679,3,1.0743276955735788
Pseudomonadota,GCF_003073335.1,NZ_CP028997.1,113,59,69501,1,0.8453731343283581
Pseudomonadota,GCF_003073815.1,NZ_CP029103.1,86,44,45183,2,0.9899655794076824
Pseudomonadota,GCF_003073835.1,NZ_CP029117.1,116,50,44871,2,0.989857191431486
Pseudomonadota,GCF_003111685.1,NZ_CP022192.1,199,184,175212,2,1.4797694868849989
Pseudomonadota,GCF_003112225.1,NZ_CP028125.1,96,39,32697,3,0.964079097613746
Pseudomonadota,GCF_003119115.1,NZ_CP022363.1,658,586,716199,13,1.8089914167465757
Pseudomonadota,GCF_003119115.1,NZ_CP022365.1,147,113,147417,13,1.74837755145232
Pseudomonadota,GCF_003119115.1,NZ_CP022366.1,561,484,533139,13,1.8265479656601065
Pseudomonadota,GCF_003119115.1,NZ_CP022367.1,1658,1382,1520271,13,1.789185621796828
Pseudomonadota,GCF_003130795.1,NZ_CP029356.1,739,625,697170,7,1.7085147564423886
Pseudomonadota,GCF_003130795.1,NZ_CP029357.1,537,499,548730,7,1.7269401010145984
Pseudomonadota,GCF_003146635.1,NZ_CP029430.1,167,131,114198,1,0.5412433969930923
Pseudomonadota,GCF_003146655.1,NZ_CP029435.1,146,109,99246,1,0.4786641929499072
Pseudomonadota,GCF_003146685.1,NZ_CP029441.1,170,130,108153,1,0.4875459371171907
Pseudomonadota,GCF_003233655.1,NZ_CP029830.1,776,609,689142,13,1.9513895263331733
Pseudomonadota,GCF_003233655.1,NZ_CP029831.1,537,479,572706,13,1.9905316255751104
Pseudomonadota,GCF_003233655.1,NZ_CP029832.1,540,489,527988,13,1.9691709132573756
Pseudomonadota,GCF_003233655.1,NZ_CP029833.1,485,437,459228,13,2.0310938001791765
Pseudomonadota,GCF_003233655.1,NZ_CP029834.1,360,320,366291,13,2.0084765557647493
Pseudomonadota,GCF_003240565.2,NZ_CP117258.1,395,340,353709,2,0.3278149284238759
Pseudomonadota,GCF_003240565.2,NZ_CP117260.1,253,233,257925,2,0.2965739568209706
Pseudomonadota,GCF_003264955.1,NZ_CP030077.1,195,110,110127,1,1.2425778421433744
Pseudomonadota,GCF_003264955.1,NZ_CP030078.1,128,63,64317,1,1.2735042735042734
Pseudomonadota,GCF_003268695.1,NZ_CP029365.1,98,50,47790,3,0.9166627014922598
Pseudomonadota,GCF_003286995.1,NZ_CP030268.1,110,59,62889,2,1.0574545989265496
Pseudomonadota,GCF_003288275.1,NZ_CP028433.1,131,62,70005,4,1.0629097539281556
Pseudomonadota,GCF_003288295.1,NZ_CP028430.1,123,59,64710,4,1.066062091029499
Pseudomonadota,GCF_003312525.2,NZ_CP030784.2,104,63,58314,3,1.018681048362379
Pseudomonadota,GCF_003325055.1,NZ_CP030187.1,125,55,59100,3,0.9774248231305274
Pseudomonadota,GCF_003325055.1,NZ_CP030188.1,105,45,41358,3,1.0689233472554072
Pseudomonadota,GCF_003342715.1,NZ_CP031136.1,116,55,64101,4,1.0853473096361357
Pseudomonadota,GCF_003352105.1,NZ_CP025809.1,336,306,309720,2,1.396842026551904
Pseudomonadota,GCF_003352425.1,NZ_CP023732.1,97,43,38832,2,1.0272512565857204
Pseudomonadota,GCF_003382725.1,NZ_CP029247.1,128,63,64755,1,1.2709883103081827
Pseudomonadota,GCF_003402535.2,NZ_AP025172.1,1373,1150,1159323,1,1.232146877110483
Pseudomonadota,GCF_003402535.2,NZ_AP025173.1,375,294,301389,1,1.2772659732540863
Pseudomonadota,GCF_003408615.1,NZ_CP031579.1,42,20,24975,2,1.0388551817123246
Pseudomonadota,GCF_003413625.1,NZ_CP031654.1,84,42,45363,2,0.9926577604704244
Pseudomonadota,GCF_003428425.1,NZ_CP031722.1,129,65,70656,1,1.280943025540275
Pseudomonadota,GCF_003428425.1,NZ_CP031723.1,74,66,60426,1,0.9737206085753805
Pseudomonadota,GCF_003429625.1,NZ_CP023984.1,106,57,69477,2,1.0181036657989255
Pseudomonadota,GCF_003431865.1,NZ_CP027182.1,92,53,52746,1,0.6276041666666666
Pseudomonadota,GCF_003432145.1,NZ_CP031791.1,110,59,69501,1,0.8402860548271752
Pseudomonadota,GCF_003432165.1,NZ_CP031803.1,115,59,67389,2,1.0365265162698345
Pseudomonadota,GCF_003432285.1,NZ_CP031797.1,5,3,741,2,2.403846153846154
Pseudomonadota,GCF_003433275.1,NZ_CP009051.1,104,47,44454,3,1.07295276487527
Pseudomonadota,GCF_003443555.1,NZ_CP031953.1,210,186,202272,1,0.9909132212630624
Pseudomonadota,GCF_003443575.1,NZ_CP031949.1,232,208,224025,1,1.032908268202386
Pseudomonadota,GCF_003443595.1,NZ_CP031957.1,185,172,179691,1,0.982509505703422
Pseudomonadota,GCF_003444755.1,NZ_CP019891.1,127,59,62538,1,1.3371559633027523
Pseudomonadota,GCF_003491345.1,NZ_CP025513.1,1052,964,988173,4,1.4653789511534332
Pseudomonadota,GCF_003516125.1,NZ_CP027108.1,59,19,12603,1,1.0726256983240223
Pseudomonadota,GCF_003522705.1,NZ_CP023025.1,113,48,61056,1,0.8661275831087152
Pseudomonadota,GCF_003547115.1,NZ_CP027185.1,94,55,54795,1,0.6182728410513142
Pseudomonadota,GCF_003568845.1,NZ_CP030127.1,933,798,939369,2,1.4083156146998372
Pseudomonadota,GCF_003568845.1,NZ_CP030129.1,262,205,208173,2,1.417875194961311
Pseudomonadota,GCF_003571565.1,NZ_CP032183.1,143,66,66321,1,1.334867663981588
Pseudomonadota,GCF_003571605.1,NZ_CP032187.1,112,56,66933,1,1.197750702905342
Pseudomonadota,GCF_003571645.1,NZ_CP032196.1,120,51,49776,2,0.9995522412811428
Pseudomonadota,GCF_003571745.1,NZ_CP032225.1,114,56,66012,2,1.0362315460921665
Pseudomonadota,GCF_003586025.1,NZ_CP024909.1,128,63,64755,1,1.2709883103081827
Pseudomonadota,GCF_003597675.1,NZ_CP030828.1,656,622,660519,3,1.11769654928721
Pseudomonadota,GCF_003597675.1,NZ_CP030833.1,16,10,9015,3,0.9109457908670509
Pseudomonadota,GCF_003612915.1,NZ_CP031079.1,417,366,388728,2,0.6774418823037331
Pseudomonadota,GCF_003612915.1,NZ_CP031081.1,195,149,130776,2,0.7853431116231012
Pseudomonadota,GCF_003612915.1,NZ_CP031082.1,139,122,128190,2,0.6453592561284869
Pseudomonadota,GCF_003627755.1,NZ_CP032695.1,2301,2083,2130396,1,0.2225652223016978
Pseudomonadota,GCF_003660165.1,NZ_CP032828.1,788,665,645324,3,1.3474570691666254
Pseudomonadota,GCF_003691425.1,NZ_CP033097.1,115,59,69087,4,0.997983261233244
Pseudomonadota,GCF_003703795.1,NZ_CP033252.1,109,58,67422,1,1.1144749290444655
Pseudomonadota,GCF_003719555.1,NZ_CP029647.1,127,52,56196,1,1.371859296482412
Pseudomonadota,GCF_003790525.1,NZ_CP033632.1,150,96,78477,2,0.8804637763359413
Pseudomonadota,GCF_003812945.1,NZ_CP033848.1,104,44,41985,2,1.0230165110382785
Pseudomonadota,GCF_003813145.1,NZ_CP033882.1,99,46,49515,2,1.037083908677758
Pseudomonadota,GCF_003850185.1,NZ_CP033938.1,70,38,27618,2,0.9746840957489064
Pseudomonadota,GCF_003850185.1,NZ_CP033939.1,43,31,22377,2,1.1782905274565898
Pseudomonadota,GCF_003850185.1,NZ_CP033940.1,55,39,25902,2,0.9158942140061184
Pseudomonadota,GCF_003850185.1,NZ_CP033941.1,29,13,10197,2,0.977063921287548
Pseudomonadota,GCF_003855115.1,NZ_CP034066.1,121,58,66828,4,1.070949694000356
Pseudomonadota,GCF_003855315.1,NZ_CP034047.1,108,56,70992,2,1.0068525750457564
Pseudomonadota,GCF_003856615.1,NZ_CP023851.1,126,53,59700,4,1.06643948602781
Pseudomonadota,GCF_003856995.1,NZ_CP022733.1,110,48,45366,3,1.051877867125107
Pseudomonadota,GCF_003860325.1,NZ_CP034149.1,560,496,453678,2,0.8499300465186601
Pseudomonadota,GCF_003860385.1,NZ_CP034164.1,95,65,58596,4,0.9772324469716274
Pseudomonadota,GCF_003860385.1,NZ_CP034165.1,70,30,27120,4,1.1366935742847186
Pseudomonadota,GCF_003949725.2,NZ_CP039931.1,80,73,70641,1,0.5331971399387131
Pseudomonadota,GCF_003949725.2,NZ_CP039932.1,54,18,30600,1,1.4630872483221478
Pseudomonadota,GCF_003956285.1,NZ_CP025870.1,109,47,49914,1,1.0919220055710306
Pseudomonadota,GCF_003956425.1,NZ_CP025868.1,109,47,49917,1,1.0919220055710306
Pseudomonadota,GCF_003956445.1,NZ_CP025883.1,110,47,49917,1,1.0919220055710306
Pseudomonadota,GCF_003956465.1,NZ_CP025894.1,109,47,49917,1,1.0919220055710306
Pseudomonadota,GCF_003966425.1,NZ_AP018798.1,101,43,41400,3,0.9553820429266704
Pseudomonadota,GCF_003966445.1,NZ_AP018804.1,108,47,46611,2,0.9041102543864974
Pseudomonadota,GCF_003966465.1,NZ_AP018809.1,106,48,46362,3,0.9616040957777124
Pseudomonadota,GCF_003966565.1,NZ_AP018720.1,114,68,68706,1,1.139083139083139
Pseudomonadota,GCF_003991155.1,NZ_CP031294.1,114,54,66366,4,1.031666594465237
Pseudomonadota,GCF_004006575.1,NZ_CP034790.1,102,52,51840,3,0.9947881061094632
Pseudomonadota,GCF_004010735.1,NZ_CP034821.1,154,82,77946,2,1.0640108881159671
Pseudomonadota,GCF_004028375.1,NZ_CP034093.1,112,46,61158,1,0.8508771929824561
Pseudomonadota,GCF_004119955.1,NZ_CP026134.1,109,59,71481,1,1.1581589958158995
Pseudomonadota,GCF_004119975.1,NZ_CP026138.1,110,59,72060,1,1.1751227495908347
Pseudomonadota,GCF_004120095.1,NZ_CP026150.1,114,59,62463,1,1.1493775933609958
Pseudomonadota,GCF_004120155.1,NZ_CP026165.1,112,56,66621,2,1.0400240654426236
Pseudomonadota,GCF_004295405.1,NZ_CP036194.1,108,55,65292,2,1.0209403628945473
Pseudomonadota,GCF_004324025.2,NZ_CP047533.1,86,84,80406,7,1.0959566340772082
Pseudomonadota,GCF_004328555.1,NZ_CP035511.1,342,324,333168,5,0.930258810519194
Pseudomonadota,GCF_004328555.1,NZ_CP035512.1,299,275,292698,5,0.9350650553804316
Pseudomonadota,GCF_004328555.1,NZ_CP035513.1,249,232,244353,5,0.9310762488059432
Pseudomonadota,GCF_004328685.1,NZ_CP035313.1,98,49,48501,2,0.9562612624096156
Pseudomonadota,GCF_004337745.2,NZ_CP047538.1,332,218,213414,1,0.9121744397334948
Pseudomonadota,GCF_004683865.2,NZ_CP040761.1,201,170,166998,2,0.2436033140835034
Pseudomonadota,GCF_004683865.2,NZ_CP040762.1,212,177,165057,2,0.3285483345106776
Pseudomonadota,GCF_004683865.2,NZ_CP040764.1,205,179,199881,2,0.1072026973428986
Pseudomonadota,GCF_004768545.1,NZ_CP038636.1,989,833,858315,1,1.25449365800719
Pseudomonadota,GCF_004768545.1,NZ_CP038639.1,337,244,240621,1,1.2386759581881537
Pseudomonadota,GCF_004768705.1,NZ_CP038645.1,118,57,69261,1,0.8429890848026869
Pseudomonadota,GCF_004801235.1,NZ_CP031853.1,5,3,741,2,2.403846153846154
Pseudomonadota,GCF_004848885.1,NZ_CP039495.1,70,44,28536,3,1.20021435904731
Pseudomonadota,GCF_005037845.1,NZ_CP031917.1,114,36,21927,4,0.9420674971554812
Pseudomonadota,GCF_005160405.1,NZ_CP039862.1,101,43,43491,2,0.9768882646691636
Pseudomonadota,GCF_005222145.1,NZ_CP032340.1,1553,1317,1424730,13,1.7591663893090426
Pseudomonadota,GCF_005222145.1,NZ_CP032341.1,647,560,688926,13,1.7852417558418128
Pseudomonadota,GCF_005222145.1,NZ_CP032343.1,567,487,524889,13,1.8013227185564298
Pseudomonadota,GCF_005222145.1,NZ_CP032344.1,124,100,124362,13,1.742145958605684
Pseudomonadota,GCF_005222165.1,NZ_CP032322.1,1688,1372,1509723,13,1.7717639232812818
Pseudomonadota,GCF_005222165.1,NZ_CP032323.1,769,683,811986,13,1.7847916903735757
Pseudomonadota,GCF_005222165.1,NZ_CP032324.1,649,529,547791,13,1.8030553819263773
Pseudomonadota,GCF_005222165.1,NZ_CP032327.1,116,91,120429,13,1.6855639230958732
Pseudomonadota,GCF_005222165.1,NZ_CP032328.1,192,78,71160,13,1.6309211438874305
Pseudomonadota,GCF_005222205.1,NZ_CP032346.1,1615,1352,1464765,13,1.7860522602455962
Pseudomonadota,GCF_005222205.1,NZ_CP032347.1,689,606,714234,13,1.7989711215492163
Pseudomonadota,GCF_005222205.1,NZ_CP032348.1,620,511,550848,13,1.811825274287853
Pseudomonadota,GCF_005222205.1,NZ_CP032350.1,141,119,152766,13,1.7036376691925286
Pseudomonadota,GCF_005234135.1,NZ_CP039965.1,1480,1328,1314684,14,1.0839938393134223
Pseudomonadota,GCF_005860795.2,NZ_CP058351.1,591,544,568257,2,1.6043586920807726
Pseudomonadota,GCF_005885775.1,NZ_CP040597.1,112,58,68514,1,1.2065514103730663
Pseudomonadota,GCF_005887635.2,NZ_CP040819.1,509,477,483921,2,1.48843197579784
