Genome_ID,Replicon_ID,Product,Product_norm,CCI_gene
GCF_019107685.1,NZ_CP077781.1,DUF1382 family protein,duf1382 family protein,1.5
GCF_019175485.1,NZ_CP072889.1,lipoprotein,lipoprotein,0.8571428571428571
GCF_019334545.1,NZ_CP079728.1,class 1 integron integrase IntI1,class 1 integron integrase inti1,0.2608695652173913
GCF_019443585.1,NZ_CP080364.1,lipoprotein,lipoprotein,2.0
GCF_019823785.1,NZ_CP082006.1,lipoprotein,lipoprotein,2.0
GCF_019904295.1,NZ_CP065362.1,"phosphonate metabolism protein/1,5-bisphosphokinase (PRPP-forming) PhnN","phosphonate metabolism protein/1,5-bisphosphokinase (prpp-forming) phnn",0.9363636363636364
GCF_020138475.1,NZ_CP075931.1,crAss001_48 related protein,crass001_48 related protein,0.0
GCF_020138515.1,NZ_CP075943.1,crAss001_48 related protein,crass001_48 related protein,0.0
GCF_020139275.1,NZ_CP076003.1,crAss001_48 related protein,crass001_48 related protein,0.0
GCF_020405145.1,NZ_CP084487.1,"phosphonate metabolism protein/1,5-bisphosphokinase (PRPP-forming) PhnN","phosphonate metabolism protein/1,5-bisphosphokinase (prpp-forming) phnn",1.0909090909090908
GCF_020525725.1,NZ_CP084792.1,lipoprotein,lipoprotein,2.0
GCF_020526005.1,NZ_CP084854.1,lipoprotein,lipoprotein,2.0
GCF_020526005.1,NZ_CP084855.1,lipoprotein,lipoprotein,1.5777777777777775
GCF_020827575.1,NZ_CP083486.1,DUF1382 family protein,duf1382 family protein,2.0
GCF_020868245.1,NZ_CP086388.1,class 1 integron integrase IntI1,class 1 integron integrase inti1,2.0
GCF_021052565.1,NZ_CP088110.1,"phosphonate metabolism protein/1,5-bisphosphokinase (PRPP-forming) PhnN","phosphonate metabolism protein/1,5-bisphosphokinase (prpp-forming) phnn",2.2857142857142856
GCF_021052565.1,NZ_CP088110.1,sensory rhodopsin transducer,sensory rhodopsin transducer,2.0
GCF_021052565.1,NZ_CP088110.1,sensory rhodopsin transducer,sensory rhodopsin transducer,3.6
GCF_021052665.1,NZ_CP088114.1,"phosphonate metabolism protein/1,5-bisphosphokinase (PRPP-forming) PhnN","phosphonate metabolism protein/1,5-bisphosphokinase (prpp-forming) phnn",1.5789473684210529
GCF_021052665.1,NZ_CP088114.1,sensory rhodopsin transducer,sensory rhodopsin transducer,1.058823529411765
GCF_021052665.1,NZ_CP088114.1,sensory rhodopsin transducer,sensory rhodopsin transducer,1.6363636363636362
GCF_021166195.1,NZ_CP089018.1,lipoprotein,lipoprotein,3.0
GCF_021245755.2,NZ_CP170139.1,lipoprotein,lipoprotein,2.0
GCF_021397695.1,NZ_CP090147.1,crAss001_48 related protein,crass001_48 related protein,2.0
GCF_021397695.1,NZ_CP090147.1,class 1 integron integrase IntI1,class 1 integron integrase inti1,2.0
GCF_021398115.1,NZ_CP090193.1,crAss001_48 related protein,crass001_48 related protein,2.0
GCF_021398115.1,NZ_CP090193.1,class 1 integron integrase IntI1,class 1 integron integrase inti1,2.0
GCF_021442045.1,NZ_CP090470.1,class 1 integron integrase IntI1,class 1 integron integrase inti1,0.2608695652173913
GCF_021655475.1,NZ_AP024574.1,lipoprotein,lipoprotein,2.0
GCF_021729785.1,NZ_CP058547.1,class 1 integron integrase IntI1,class 1 integron integrase inti1,1.3333333333333333
GCF_022353665.1,NZ_CP054975.1,lipoprotein,lipoprotein,3.0
GCF_022354285.1,NZ_CP055187.1,crAss001_48 related protein,crass001_48 related protein,0.5
GCF_022492855.1,NZ_CP092756.1,lipoprotein,lipoprotein,2.0
GCF_022492875.1,NZ_CP092762.1,lipoprotein,lipoprotein,2.0
GCF_022492895.1,NZ_CP092768.1,lipoprotein,lipoprotein,2.0
GCF_022494725.1,NZ_CP091679.1,DUF1382 family protein,duf1382 family protein,2.0
GCF_022625045.1,NZ_CP093536.1,type III effector protein,type iii effector protein,2.6801626016260163
GCF_022625045.1,NZ_CP093536.1,hemagglutinin repeat-containing protein,hemagglutinin repeat-containing protein,2.3519384408376083
GCF_022625045.1,NZ_CP093536.1,type III effector protein,type iii effector protein,2.367460317460317
GCF_022625045.1,NZ_CP093536.1,hemagglutinin repeat-containing protein,hemagglutinin repeat-containing protein,2.321960186521194
GCF_022625045.1,NZ_CP093536.1,hemagglutinin repeat-containing protein,hemagglutinin repeat-containing protein,2.060606060606061
GCF_022625045.1,NZ_CP093536.1,hemagglutinin repeat-containing protein,hemagglutinin repeat-containing protein,2.656858208870593
GCF_022625045.1,NZ_CP093536.1,type III effector protein,type iii effector protein,2.3065762740378397
GCF_022625045.1,NZ_CP093536.1,type III effector protein,type iii effector protein,1.9980392156862743
GCF_022625045.1,NZ_CP093536.1,type III effector protein,type iii effector protein,2.525774633500762
GCF_022625045.1,NZ_CP093536.1,hemagglutinin repeat-containing protein,hemagglutinin repeat-containing protein,2.2754627271183563
GCF_022625045.1,NZ_CP093536.1,hemagglutinin repeat-containing protein,hemagglutinin repeat-containing protein,2.2846277715842938
GCF_022625045.1,NZ_CP093536.1,type III effector protein,type iii effector protein,1.86231884057971
GCF_023547485.1,NZ_CP053648.1,class 1 integron integrase IntI1,class 1 integron integrase inti1,2.0
GCF_023657755.1,NZ_CP098153.1,lipoprotein,lipoprotein,2.0
GCF_023657775.1,NZ_CP098158.1,lipoprotein,lipoprotein,1.5555555555555554
GCF_023657875.1,NZ_CP098173.1,lipoprotein,lipoprotein,0.2727272727272727
GCF_023734795.1,NZ_AP025766.1,crAss001_48 related protein,crass001_48 related protein,2.0
GCF_023734795.1,NZ_AP025766.1,class 1 integron integrase IntI1,class 1 integron integrase inti1,2.0
GCF_023734815.1,NZ_AP025769.1,crAss001_48 related protein,crass001_48 related protein,2.0
GCF_023734815.1,NZ_AP025769.1,class 1 integron integrase IntI1,class 1 integron integrase inti1,2.0
GCF_023734875.1,NZ_AP025776.1,crAss001_48 related protein,crass001_48 related protein,2.0
GCF_023734875.1,NZ_AP025776.1,class 1 integron integrase IntI1,class 1 integron integrase inti1,2.0
GCF_023734895.1,NZ_AP025779.1,crAss001_48 related protein,crass001_48 related protein,2.0
GCF_023735015.1,NZ_AP025794.1,crAss001_48 related protein,crass001_48 related protein,2.0
GCF_023735015.1,NZ_AP025794.1,class 1 integron integrase IntI1,class 1 integron integrase inti1,2.0
GCF_023735195.1,NZ_AP025806.1,crAss001_48 related protein,crass001_48 related protein,2.0
GCF_023735195.1,NZ_AP025806.1,class 1 integron integrase IntI1,class 1 integron integrase inti1,2.0
GCF_023735255.1,NZ_AP025814.1,crAss001_48 related protein,crass001_48 related protein,2.0
GCF_023735315.1,NZ_AP025823.1,crAss001_48 related protein,crass001_48 related protein,2.0
GCF_023735315.1,NZ_AP025823.1,class 1 integron integrase IntI1,class 1 integron integrase inti1,2.0
GCF_023735335.1,NZ_AP025825.1,crAss001_48 related protein,crass001_48 related protein,2.0
GCF_023735355.1,NZ_AP025829.1,crAss001_48 related protein,crass001_48 related protein,2.0
GCF_023735355.1,NZ_AP025829.1,class 1 integron integrase IntI1,class 1 integron integrase inti1,2.0
GCF_023735375.1,NZ_AP025832.1,crAss001_48 related protein,crass001_48 related protein,2.0
GCF_023735375.1,NZ_AP025832.1,class 1 integron integrase IntI1,class 1 integron integrase inti1,2.0
GCF_023735395.1,NZ_AP025835.1,crAss001_48 related protein,crass001_48 related protein,2.0
GCF_023735395.1,NZ_AP025835.1,class 1 integron integrase IntI1,class 1 integron integrase inti1,2.0
GCF_023735435.1,NZ_AP025841.1,crAss001_48 related protein,crass001_48 related protein,2.0
GCF_023735435.1,NZ_AP025841.1,class 1 integron integrase IntI1,class 1 integron integrase inti1,2.0
GCF_023821965.1,NZ_CP098808.1,"phosphonate metabolism protein/1,5-bisphosphokinase (PRPP-forming) PhnN","phosphonate metabolism protein/1,5-bisphosphokinase (prpp-forming) phnn",1.0909090909090908
GCF_023897035.1,NZ_CP053696.1,class 1 integron integrase IntI1,class 1 integron integrase inti1,2.0
GCF_024182005.1,NZ_AP025838.1,crAss001_48 related protein,crass001_48 related protein,2.0
GCF_024182005.1,NZ_AP025838.1,class 1 integron integrase IntI1,class 1 integron integrase inti1,2.0
GCF_024206775.1,NZ_CP072993.1,"phosphonate metabolism protein/1,5-bisphosphokinase (PRPP-forming) PhnN","phosphonate metabolism protein/1,5-bisphosphokinase (prpp-forming) phnn",1.5238095238095235
GCF_024380055.1,NZ_CP101518.1,"phosphonate metabolism protein/1,5-bisphosphokinase (PRPP-forming) PhnN","phosphonate metabolism protein/1,5-bisphosphokinase (prpp-forming) phnn",1.0909090909090908
GCF_024628885.1,NZ_CP102393.1,lipoprotein,lipoprotein,1.0
GCF_024637995.1,NZ_CP097387.1,class 1 integron integrase IntI1,class 1 integron integrase inti1,0.2608695652173913
GCF_024918375.1,NZ_CP103660.1,DUF1382 family protein,duf1382 family protein,1.3333333333333333
GCF_024918815.1,NZ_CP103719.1,class 1 integron integrase IntI1,class 1 integron integrase inti1,1.0952380952380951
GCF_024971795.1,NZ_CP079768.1,DUF1382 family protein,duf1382 family protein,0.0
GCF_024971815.1,NZ_CP079771.1,DUF1382 family protein,duf1382 family protein,0.0
GCF_025142455.1,NZ_CP081167.1,tryptophan-rich sensory protein,tryptophan-rich sensory protein,2.6666666666666665
GCF_025142595.1,NZ_CP081172.1,tryptophan-rich sensory protein,tryptophan-rich sensory protein,2.4000000000000004
GCF_025142675.1,NZ_CP081213.1,tryptophan-rich sensory protein,tryptophan-rich sensory protein,2.4000000000000004
GCF_025142695.1,NZ_CP081218.1,tryptophan-rich sensory protein,tryptophan-rich sensory protein,2.4000000000000004
GCF_025142715.1,NZ_CP081222.1,tryptophan-rich sensory protein,tryptophan-rich sensory protein,2.4000000000000004
GCF_025142735.1,NZ_CP081226.1,tryptophan-rich sensory protein,tryptophan-rich sensory protein,2.6666666666666665
GCF_025142755.1,NZ_CP081231.1,tryptophan-rich sensory protein,tryptophan-rich sensory protein,2.4000000000000004
GCF_025142775.1,NZ_CP081237.1,tryptophan-rich sensory protein,tryptophan-rich sensory protein,2.4000000000000004
GCF_025142795.1,NZ_CP081241.1,tryptophan-rich sensory protein,tryptophan-rich sensory protein,1.8
GCF_025142815.1,NZ_CP081245.1,tryptophan-rich sensory protein,tryptophan-rich sensory protein,2.6666666666666665
GCF_025142835.1,NZ_CP081249.1,tryptophan-rich sensory protein,tryptophan-rich sensory protein,2.4000000000000004
GCF_025142855.1,NZ_CP081254.1,tryptophan-rich sensory protein,tryptophan-rich sensory protein,2.4000000000000004
GCF_025143105.1,NZ_CP081259.1,tryptophan-rich sensory protein,tryptophan-rich sensory protein,1.8
GCF_025143215.1,NZ_CP081263.1,tryptophan-rich sensory protein,tryptophan-rich sensory protein,2.4000000000000004
GCF_025143325.1,NZ_CP081268.1,tryptophan-rich sensory protein,tryptophan-rich sensory protein,2.6666666666666665
GCF_025143405.1,NZ_CP081272.1,tryptophan-rich sensory protein,tryptophan-rich sensory protein,2.4000000000000004
GCF_025143505.1,NZ_CP081277.1,tryptophan-rich sensory protein,tryptophan-rich sensory protein,2.4000000000000004
GCF_025143665.1,NZ_CP081283.1,tryptophan-rich sensory protein,tryptophan-rich sensory protein,2.4000000000000004
GCF_025200695.1,NZ_CP104148.1,"phosphonate metabolism protein/1,5-bisphosphokinase (PRPP-forming) PhnN","phosphonate metabolism protein/1,5-bisphosphokinase (prpp-forming) phnn",1.8928571428571428
GCF_025200695.1,NZ_CP104148.1,sensory rhodopsin transducer,sensory rhodopsin transducer,1.75
GCF_025200695.1,NZ_CP104148.1,sensory rhodopsin transducer,sensory rhodopsin transducer,3.1333333333333333
GCF_025369675.1,NZ_CP104510.1,class 1 integron integrase IntI1,class 1 integron integrase inti1,0.1904761904761904
GCF_025583375.2,NZ_CP123268.1,class 1 integron integrase IntI1,class 1 integron integrase inti1,1.0952380952380951
GCF_025583565.2,NZ_CP123261.1,class 1 integron integrase IntI1,class 1 integron integrase inti1,1.0952380952380951
GCF_025917705.1,NZ_CP097357.1,lipoprotein,lipoprotein,1.166800505327337
GCF_026000055.1,NZ_AP026896.1,lipoprotein,lipoprotein,1.229782913165266
GCF_026000055.1,NZ_AP026896.1,lipoprotein,lipoprotein,1.3986927797411668
GCF_026000055.1,NZ_AP026896.1,class 1 integron integrase IntI1,class 1 integron integrase inti1,1.165233981152566
GCF_026247905.1,NZ_CP110937.1,lipoprotein,lipoprotein,3.0
GCF_026247925.1,NZ_CP110944.1,lipoprotein,lipoprotein,3.0
GCF_026248885.1,NZ_CP110979.1,class 1 integron integrase IntI1,class 1 integron integrase inti1,2.0
GCF_026248885.1,NZ_CP110979.1,class 1 integron integrase IntI1,class 1 integron integrase inti1,2.0
GCF_026967655.1,NZ_CP114132.1,DUF1382 family protein,duf1382 family protein,1.288888888888889
GCF_027886505.1,NZ_CP115674.1,crAss001_48 related protein,crass001_48 related protein,2.0
GCF_027925565.1,NZ_AP027163.1,DUF1382 family protein,duf1382 family protein,2.0
GCF_027925745.1,NZ_AP027178.1,DUF1382 family protein,duf1382 family protein,2.0
GCF_027944895.1,NZ_CP116167.1,class 1 integron integrase IntI1,class 1 integron integrase inti1,1.0952380952380951
GCF_028219935.1,NZ_CP107315.1,lipoprotein,lipoprotein,2.0
GCF_028219955.1,NZ_CP107323.1,lipoprotein,lipoprotein,1.0
GCF_028219975.1,NZ_CP107330.1,lipoprotein,lipoprotein,1.0
GCF_028219995.1,NZ_CP107337.1,lipoprotein,lipoprotein,1.0
GCF_028220175.1,NZ_CP107348.1,lipoprotein,lipoprotein,1.0
GCF_028220985.1,NZ_CP107375.1,lipoprotein,lipoprotein,1.0
GCF_028221025.1,NZ_CP107386.1,lipoprotein,lipoprotein,1.0
GCF_028622595.1,NZ_CP117630.1,crAss001_48 related protein,crass001_48 related protein,0.5714285714285714
GCF_028898905.1,NZ_CP118569.1,crAss001_48 related protein,crass001_48 related protein,2.0
GCF_028993555.1,NZ_CP118611.1,"phosphonate metabolism protein/1,5-bisphosphokinase (PRPP-forming) PhnN","phosphonate metabolism protein/1,5-bisphosphokinase (prpp-forming) phnn",1.75
GCF_029026845.1,NZ_CP090221.1,lipoprotein,lipoprotein,2.0
GCF_029069385.2,NZ_CP181509.1,crAss001_48 related protein,crass001_48 related protein,2.0
GCF_029069385.2,NZ_CP181509.1,class 1 integron integrase IntI1,class 1 integron integrase inti1,2.0
GCF_029069865.2,NZ_CP181521.1,crAss001_48 related protein,crass001_48 related protein,2.0
GCF_029069865.2,NZ_CP181521.1,class 1 integron integrase IntI1,class 1 integron integrase inti1,2.0
GCF_029070145.2,NZ_CP181525.1,crAss001_48 related protein,crass001_48 related protein,2.0
GCF_029070145.2,NZ_CP181525.1,class 1 integron integrase IntI1,class 1 integron integrase inti1,2.0
GCF_029070185.2,NZ_CP181514.1,crAss001_48 related protein,crass001_48 related protein,2.0
GCF_029070185.2,NZ_CP181514.1,class 1 integron integrase IntI1,class 1 integron integrase inti1,2.0
GCF_029075215.2,NZ_CP181501.1,crAss001_48 related protein,crass001_48 related protein,2.0
GCF_029075215.2,NZ_CP181501.1,class 1 integron integrase IntI1,class 1 integron integrase inti1,2.0
GCF_029201625.2,NZ_CP104129.1,"phosphonate metabolism protein/1,5-bisphosphokinase (PRPP-forming) PhnN","phosphonate metabolism protein/1,5-bisphosphokinase (prpp-forming) phnn",2.052631578947368
GCF_029219945.1,NZ_CP115942.1,type III effector protein,type iii effector protein,1.363046501914121
GCF_029219945.1,NZ_CP115942.1,type III effector protein,type iii effector protein,1.4102389277389276
GCF_029219945.1,NZ_CP115942.1,type III effector protein,type iii effector protein,1.4522681704260652
GCF_029219945.1,NZ_CP115942.1,hemagglutinin repeat-containing protein,hemagglutinin repeat-containing protein,1.4145394245566891
GCF_029219945.1,NZ_CP115942.1,type III effector protein,type iii effector protein,1.2564339488031349
GCF_029219945.1,NZ_CP115942.1,type III effector protein,type iii effector protein,1.4576992575438723
GCF_029219945.1,NZ_CP115942.1,type III effector protein,type iii effector protein,1.3102132001125808
GCF_029219945.1,NZ_CP115942.1,type III effector protein,type iii effector protein,1.278092016678973
GCF_029220025.1,NZ_CP115953.1,hemagglutinin repeat-containing protein,hemagglutinin repeat-containing protein,3.8538461538461535
GCF_029220025.1,NZ_CP115953.1,type III effector protein,type iii effector protein,4.956521739130436
GCF_029220025.1,NZ_CP115953.1,type III effector protein,type iii effector protein,2.806451612903226
GCF_029220025.1,NZ_CP115953.1,lipoprotein,lipoprotein,3.7058823529411766
GCF_029220025.1,NZ_CP115953.1,type III effector protein,type iii effector protein,3.414634146341464
GCF_029220025.1,NZ_CP115953.1,type III effector protein,type iii effector protein,3.470588235294118
GCF_029220025.1,NZ_CP115953.1,hemagglutinin repeat-containing protein,hemagglutinin repeat-containing protein,6.0
GCF_029220025.1,NZ_CP115953.1,hemagglutinin repeat-containing protein,hemagglutinin repeat-containing protein,3.9746835443037978
GCF_029220025.1,NZ_CP115953.1,type III effector protein,type iii effector protein,3.4936708860759493
GCF_029220025.1,NZ_CP115953.1,type III effector protein,type iii effector protein,3.4285714285714284
GCF_029220025.1,NZ_CP115953.1,type III effector protein,type iii effector protein,3.673469387755102
GCF_029220025.1,NZ_CP115953.1,type III effector protein,type iii effector protein,1.2000000000000002
GCF_029541785.1,NZ_CP089872.1,lipoprotein,lipoprotein,3.0
GCF_029714265.1,NZ_CP121653.1,hemagglutinin repeat-containing protein,hemagglutinin repeat-containing protein,0.1883656509695291
GCF_029714265.1,NZ_CP121653.1,hemagglutinin repeat-containing protein,hemagglutinin repeat-containing protein,0.1856540084388185
GCF_029717905.1,NZ_CP099353.1,DUF1382 family protein,duf1382 family protein,2.8000000000000003
GCF_029719585.1,NZ_CP099319.1,crAss001_48 related protein,crass001_48 related protein,2.0
GCF_029719885.1,NZ_CP099330.1,DUF1382 family protein,duf1382 family protein,3.5
GCF_029853835.1,NZ_CP122570.1,lipoprotein,lipoprotein,3.0
GCF_029853875.1,NZ_CP122582.1,lipoprotein,lipoprotein,3.0
GCF_029948145.1,NZ_CP124123.1,crAss001_48 related protein,crass001_48 related protein,2.0
GCF_029962285.1,NZ_CP124742.1,DUF1382 family protein,duf1382 family protein,1.6
GCF_029962285.1,NZ_CP124741.1,DUF1382 family protein,duf1382 family protein,1.6
GCF_030013165.1,NZ_CP122640.1,DUF1382 family protein,duf1382 family protein,2.0
GCF_030037445.1,NZ_CP124473.1,DUF1382 family protein,duf1382 family protein,2.0
GCF_030053875.1,NZ_CP125735.1,lipoprotein,lipoprotein,2.0
GCF_030060455.1,NZ_CP125871.1,tryptophan-rich sensory protein,tryptophan-rich sensory protein,2.4000000000000004
GCF_030062055.1,NZ_CP110385.1,"phosphonate metabolism protein/1,5-bisphosphokinase (PRPP-forming) PhnN","phosphonate metabolism protein/1,5-bisphosphokinase (prpp-forming) phnn",1.334478021978022
GCF_030168225.1,NZ_CP096816.1,lipoprotein,lipoprotein,3.0
GCF_030169475.1,NZ_CP104619.1,class 1 integron integrase IntI1,class 1 integron integrase inti1,2.0
GCF_030344975.1,NZ_CP128256.1,class 1 integron integrase IntI1,class 1 integron integrase inti1,1.0952380952380951
GCF_030347175.1,NZ_CP126930.1,DUF1382 family protein,duf1382 family protein,2.0
GCF_030369655.1,NZ_CP128486.1,class 1 integron integrase IntI1,class 1 integron integrase inti1,1.1304347826086956
GCF_030388245.1,NZ_CP098362.1,"phosphonate metabolism protein/1,5-bisphosphokinase (PRPP-forming) PhnN","phosphonate metabolism protein/1,5-bisphosphokinase (prpp-forming) phnn",1.45
GCF_030389855.1,NZ_CP128965.1,DUF1382 family protein,duf1382 family protein,2.0
GCF_030412885.1,NZ_CP129187.1,class 1 integron integrase IntI1,class 1 integron integrase inti1,1.1304347826086956
GCF_030419005.1,NZ_CP106953.1,hemagglutinin repeat-containing protein,hemagglutinin repeat-containing protein,1.5379061371841156
GCF_030435705.1,NZ_CP129381.1,"phosphonate metabolism protein/1,5-bisphosphokinase (PRPP-forming) PhnN","phosphonate metabolism protein/1,5-bisphosphokinase (prpp-forming) phnn",1.3785714285714286
GCF_030490675.1,NZ_CP129856.1,lipoprotein,lipoprotein,0.9154112554112556
GCF_030534295.1,NZ_CP130562.1,lipoprotein,lipoprotein,3.0
GCF_030845575.1,NZ_CP132636.1,class 1 integron integrase IntI1,class 1 integron integrase inti1,0.2608695652173913
GCF_030845595.1,NZ_CP132640.1,class 1 integron integrase IntI1,class 1 integron integrase inti1,0.6859903381642513
GCF_030845615.1,NZ_CP132647.1,class 1 integron integrase IntI1,class 1 integron integrase inti1,0.2608695652173913
GCF_030845855.1,NZ_CP132690.1,lipoprotein,lipoprotein,2.0
GCF_030847805.1,NZ_CP126865.1,crAss001_48 related protein,crass001_48 related protein,2.0
GCF_030847805.1,NZ_CP126865.1,class 1 integron integrase IntI1,class 1 integron integrase inti1,2.0
GCF_030847825.1,NZ_CP126870.1,class 1 integron integrase IntI1,class 1 integron integrase inti1,0.1818181818181818
GCF_030847905.1,NZ_CP126755.1,class 1 integron integrase IntI1,class 1 integron integrase inti1,2.0
GCF_030847905.1,NZ_CP126754.1,class 1 integron integrase IntI1,class 1 integron integrase inti1,2.0
GCF_030847925.1,NZ_CP126759.1,class 1 integron integrase IntI1,class 1 integron integrase inti1,2.0
GCF_030847925.1,NZ_CP126758.1,class 1 integron integrase IntI1,class 1 integron integrase inti1,2.0
GCF_030908705.1,NZ_CP133131.1,DUF1382 family protein,duf1382 family protein,2.0
GCF_030913615.1,NZ_CP133185.1,DUF1382 family protein,duf1382 family protein,2.0
GCF_031165635.1,NZ_CP133340.1,lipoprotein,lipoprotein,2.0
GCF_032826355.1,NZ_CP133878.1,lipoprotein,lipoprotein,3.0
GCF_032833155.1,NZ_CP134039.1,lipoprotein,lipoprotein,3.0
GCF_033439065.1,NZ_CP137739.1,lipoprotein,lipoprotein,0.5
GCF_033439065.1,NZ_CP137739.1,lipoprotein,lipoprotein,1.2857142857142858
GCF_033439065.1,NZ_CP137739.1,class 1 integron integrase IntI1,class 1 integron integrase inti1,1.3846153846153846
GCF_033546895.1,NZ_CP137859.1,DUF1382 family protein,duf1382 family protein,4.0
GCF_033555915.1,NZ_CP109864.1,tryptophan-rich sensory protein,tryptophan-rich sensory protein,1.1891447368421053
GCF_033705735.1,NZ_CP131131.1,"phosphonate metabolism protein/1,5-bisphosphokinase (PRPP-forming) PhnN","phosphonate metabolism protein/1,5-bisphosphokinase (prpp-forming) phnn",2.0
GCF_033807355.1,NZ_CP138518.1,lipoprotein,lipoprotein,1.0
GCF_033865735.1,NZ_CP138770.1,crAss001_48 related protein,crass001_48 related protein,1.8000000000000005
GCF_034479935.1,NZ_CP140291.1,lipoprotein,lipoprotein,2.0
GCF_034494405.1,NZ_CP140422.1,crAss001_48 related protein,crass001_48 related protein,0.0
GCF_034628625.1,NZ_CP140893.1,sensory rhodopsin transducer,sensory rhodopsin transducer,3.6
GCF_034628625.1,NZ_CP140893.1,sensory rhodopsin transducer,sensory rhodopsin transducer,2.0
GCF_034628625.1,NZ_CP140893.1,"phosphonate metabolism protein/1,5-bisphosphokinase (PRPP-forming) PhnN","phosphonate metabolism protein/1,5-bisphosphokinase (prpp-forming) phnn",2.2857142857142856
GCF_034629665.1,NZ_CP140897.1,sensory rhodopsin transducer,sensory rhodopsin transducer,2.688888888888889
GCF_034629665.1,NZ_CP140897.1,sensory rhodopsin transducer,sensory rhodopsin transducer,1.4025974025974026
GCF_034629665.1,NZ_CP140897.1,"phosphonate metabolism protein/1,5-bisphosphokinase (PRPP-forming) PhnN","phosphonate metabolism protein/1,5-bisphosphokinase (prpp-forming) phnn",2.0428571428571427
GCF_034630705.1,NZ_CP140904.1,sensory rhodopsin transducer,sensory rhodopsin transducer,3.6
GCF_034630705.1,NZ_CP140904.1,sensory rhodopsin transducer,sensory rhodopsin transducer,2.0
GCF_034630705.1,NZ_CP140904.1,"phosphonate metabolism protein/1,5-bisphosphokinase (PRPP-forming) PhnN","phosphonate metabolism protein/1,5-bisphosphokinase (prpp-forming) phnn",2.2857142857142856
GCF_034632515.1,NZ_CP140918.1,sensory rhodopsin transducer,sensory rhodopsin transducer,3.6
GCF_034632515.1,NZ_CP140918.1,sensory rhodopsin transducer,sensory rhodopsin transducer,2.0
GCF_034632515.1,NZ_CP140918.1,"phosphonate metabolism protein/1,5-bisphosphokinase (PRPP-forming) PhnN","phosphonate metabolism protein/1,5-bisphosphokinase (prpp-forming) phnn",2.2857142857142856
GCF_034634015.1,NZ_CP140932.1,sensory rhodopsin transducer,sensory rhodopsin transducer,3.6
GCF_034634015.1,NZ_CP140932.1,sensory rhodopsin transducer,sensory rhodopsin transducer,2.0
GCF_034634015.1,NZ_CP140932.1,"phosphonate metabolism protein/1,5-bisphosphokinase (PRPP-forming) PhnN","phosphonate metabolism protein/1,5-bisphosphokinase (prpp-forming) phnn",2.2857142857142856
GCF_034638195.1,NZ_CP140968.1,sensory rhodopsin transducer,sensory rhodopsin transducer,2.466666666666667
GCF_034638195.1,NZ_CP140968.1,sensory rhodopsin transducer,sensory rhodopsin transducer,1.4025974025974026
GCF_034638195.1,NZ_CP140968.1,"phosphonate metabolism protein/1,5-bisphosphokinase (PRPP-forming) PhnN","phosphonate metabolism protein/1,5-bisphosphokinase (prpp-forming) phnn",2.0428571428571427
GCF_035184745.2,NZ_CP144128.1,lipoprotein,lipoprotein,3.0
GCF_035610345.1,NZ_CP141213.1,"phosphonate metabolism protein/1,5-bisphosphokinase (PRPP-forming) PhnN","phosphonate metabolism protein/1,5-bisphosphokinase (prpp-forming) phnn",2.4705882352941178
GCF_036228565.1,NZ_CP109493.1,type III effector protein,type iii effector protein,1.7500000000000002
GCF_036254055.1,NZ_CP141217.1,lipoprotein,lipoprotein,2.0
GCF_036287375.2,NZ_CP142985.1,lipoprotein,lipoprotein,3.0
GCF_036289205.1,NZ_CP137200.1,crAss001_48 related protein,crass001_48 related protein,2.0
GCF_036289205.1,NZ_CP137200.1,class 1 integron integrase IntI1,class 1 integron integrase inti1,2.0
GCF_036289205.1,NZ_CP137200.1,lipoprotein,lipoprotein,2.0
GCF_036352215.1,NZ_CP143580.1,lipoprotein,lipoprotein,1.033321017496282
GCF_036497865.1,NZ_AP027577.1,class 1 integron integrase IntI1,class 1 integron integrase inti1,2.0
GCF_036503025.1,NZ_AP027746.1,class 1 integron integrase IntI1,class 1 integron integrase inti1,2.0
GCF_036511175.1,NZ_AP028855.1,class 1 integron integrase IntI1,class 1 integron integrase inti1,1.0952380952380951
GCF_036512675.1,NZ_AP028969.1,lipoprotein,lipoprotein,0.9380952380952382
GCF_036866085.1,NZ_CP142295.1,hemagglutinin repeat-containing protein,hemagglutinin repeat-containing protein,1.4482758620689655
GCF_037024855.1,NZ_CP146193.1,lipoprotein,lipoprotein,1.0
GCF_037071415.1,NZ_CP143488.1,DUF4116 domain-containing protein,duf4116 domain-containing protein,1.045191682910981
GCF_037071415.1,NZ_CP143488.1,DUF4116 domain-containing protein,duf4116 domain-containing protein,1.046087180220307
GCF_037101255.1,NZ_AP028998.1,hemagglutinin repeat-containing protein,hemagglutinin repeat-containing protein,2.149732620320856
GCF_037101255.1,NZ_AP028998.1,"phosphonate metabolism protein/1,5-bisphosphokinase (PRPP-forming) PhnN","phosphonate metabolism protein/1,5-bisphosphokinase (prpp-forming) phnn",1.6071428571428572
GCF_037101255.1,NZ_AP028998.1,hemagglutinin repeat-containing protein,hemagglutinin repeat-containing protein,1.8053097345132745
GCF_037482275.1,NZ_CP148090.1,sensory rhodopsin transducer,sensory rhodopsin transducer,1.125
GCF_037482275.1,NZ_CP148090.1,sensory rhodopsin transducer,sensory rhodopsin transducer,2.7272727272727275
