Genome_ID,Plasmid_ID,Kingdom,Phylum,Class,Order,Family,Genus,Species,replication_DNA_repair_and_recombination_count,replication_DNA_repair_and_recombination_percent,replication_Machinery_Elongation_count,replication_Machinery_Elongation_percent,replication_Maintenance_Partition_count,replication_Maintenance_Partition_percent,replication_Replication_Initiator_count,replication_Replication_Initiator_percent,transcription_Core_transcription_machinery_count,transcription_Core_transcription_machinery_percent,transcription_Initiation_and_promoter_recognition_count,transcription_Initiation_and_promoter_recognition_percent,transcription_Termination_and_anti_termination_count,transcription_Termination_and_anti_termination_percent,transcription_Transcription_regulation_count,transcription_Transcription_regulation_percent,translation_Regulation_and_Control_count,translation_Regulation_and_Control_percent,translation_Ribosomal_RNA_count,translation_Ribosomal_RNA_percent,translation_Ribosomal_proteins_count,translation_Ribosomal_proteins_percent,translation_Ribosome_assembly_and_maturation_count,translation_Ribosome_assembly_and_maturation_percent,translation_aaRS_count,translation_aaRS_percent,translation_tRNA_count,translation_tRNA_percent
GCF_013372305.1,NZ_CP054217.1,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,0,0.0,0,0.0,0,0.0,1,0.7194,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_013372305.1,NZ_CP054218.1,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,0,0.0,0,0.0,0,0.0,1,0.7194,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_013372325.1,NZ_CP054220.1,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,0,0.0,0,0.0,3,7.8947,6,4.3165,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_013372325.1,NZ_CP054221.1,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,2,1.2903,0,0.0,2,5.2632,1,0.7194,0,0.0,0,0.0,1,2.9412,1,0.1957,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_013372325.1,NZ_CP054222.1,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,0,0.0,0,0.0,0,0.0,1,0.7194,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_013372325.1,NZ_CP054223.1,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_013372345.1,NZ_CP054225.1,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,1,0.6452,0,0.0,2,5.2632,2,1.4388,0,0.0,1,1.9608,0,0.0,4,0.7828,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_013372345.1,NZ_CP054226.1,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,0,0.0,0,0.0,0,0.0,1,0.7194,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_013372365.1,NZ_CP054228.1,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,0,0.0,0,0.0,3,7.8947,6,4.3165,0,0.0,0,0.0,0,0.0,4,0.7828,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_013372365.1,NZ_CP054229.1,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,0,0.0,0,0.0,0,0.0,1,0.7194,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_013372385.1,NZ_CP054231.1,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,0,0.0,0,0.0,0,0.0,1,0.7194,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_013372405.1,NZ_CP054233.1,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,2,1.2903,0,0.0,2,5.2632,5,3.5971,0,0.0,0,0.0,0,0.0,2,0.3914,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_013372405.1,NZ_CP054234.1,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,0,0.0,0,0.0,0,0.0,1,0.7194,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_013372405.1,NZ_CP054235.1,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_013372425.1,NZ_CP054237.1,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,0,0.0,0,0.0,3,7.8947,7,5.036,0,0.0,0,0.0,0,0.0,2,0.3914,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_013372425.1,NZ_CP054238.1,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_013373785.3,NZ_CP088289.1,,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium septentrionale,0,0.0,0,0.0,3,7.8947,1,0.7194,0,0.0,0,0.0,0,0.0,1,0.1957,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.5455
GCF_013373785.3,NZ_CP088290.1,,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium septentrionale,1,0.6452,0,0.0,3,7.8947,1,0.7194,0,0.0,0,0.0,0,0.0,2,0.3914,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_013373785.3,NZ_CP088291.1,,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium septentrionale,1,0.6452,1,1.2987,2,5.2632,1,0.7194,0,0.0,0,0.0,0,0.0,1,0.1957,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.5455
GCF_013373795.3,NZ_CP088023.1,,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium quebecense,2,1.2903,1,1.2987,2,5.2632,1,0.7194,0,0.0,0,0.0,0,0.0,2,0.3914,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_013373795.3,NZ_CP088024.1,,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium quebecense,0,0.0,0,0.0,2,5.2632,1,0.7194,0,0.0,0,0.0,0,0.0,1,0.1957,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_013373795.3,NZ_CP088025.1,,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium quebecense,0,0.0,0,0.0,2,5.2632,1,0.7194,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_013374115.1,NZ_AP022674.1,,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas sp. HMP9,0,0.0,0,0.0,0,0.0,1,0.7194,0,0.0,1,1.9608,0,0.0,2,0.3914,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_013374155.1,NZ_AP023037.1,,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter suis,0,0.0,1,1.2987,0,0.0,1,0.7194,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_013374155.1,NZ_AP023038.1,,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter suis,0,0.0,0,0.0,0,0.0,1,0.7194,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_013374175.1,NZ_AP023040.1,,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter suis,0,0.0,0,0.0,0,0.0,1,0.7194,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_013374175.1,NZ_AP023041.1,,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter suis,0,0.0,0,0.0,0,0.0,1,0.7194,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_013374195.1,NZ_AP023043.1,,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter suis,0,0.0,0,0.0,0,0.0,1,0.7194,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_013374195.1,NZ_AP023044.1,,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter suis,0,0.0,0,0.0,0,0.0,1,0.7194,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_013374195.1,NZ_AP023045.1,,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter suis,0,0.0,0,0.0,0,0.0,1,0.7194,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_013374215.1,NZ_AP023047.1,,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter suis,0,0.0,0,0.0,0,0.0,1,0.7194,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_013374215.1,NZ_AP023048.1,,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter suis,0,0.0,0,0.0,0,0.0,1,0.7194,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_013374235.2,NZ_AP023220.2,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,0,0.0,0,0.0,2,5.2632,3,2.1583,0,0.0,0,0.0,0,0.0,2,0.3914,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_013374235.2,NZ_AP023221.2,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,2,1.2903,0,0.0,1,2.6316,4,2.8777,0,0.0,0,0.0,0,0.0,3,0.5871,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_013374235.2,NZ_AP023222.2,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,1,0.6452,2,2.5974,0,0.0,1,0.7194,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,13.6364
GCF_013374235.2,NZ_AP023223.2,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,0,0.0,0,0.0,0,0.0,1,0.7194,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_013374255.1,NZ_AP023225.1,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,0,0.0,0,0.0,2,5.2632,8,5.7554,0,0.0,0,0.0,0,0.0,1,0.1957,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_013374275.1,NZ_AP023227.1,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,0,0.0,1,1.2987,0,0.0,1,0.7194,0,0.0,0,0.0,1,2.9412,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_013374275.1,NZ_AP023228.1,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,1,0.6452,0,0.0,2,5.2632,6,4.3165,0,0.0,0,0.0,0,0.0,3,0.5871,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_013374275.1,NZ_AP023229.1,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,0,0.0,1,1.2987,0,0.0,1,0.7194,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_013374295.2,NZ_AP023231.2,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,0,0.0,0,0.0,2,5.2632,3,2.1583,0,0.0,0,0.0,0,0.0,2,0.3914,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_013374295.2,NZ_AP023232.2,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,2,1.2903,0,0.0,1,2.6316,4,2.8777,0,0.0,0,0.0,0,0.0,3,0.5871,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_013374295.2,NZ_AP023233.2,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,1,0.6452,2,2.5974,0,0.0,1,0.7194,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,13.6364
GCF_013374295.2,NZ_AP023234.2,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,0,0.0,0,0.0,0,0.0,1,0.7194,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_013374315.1,NZ_AP023236.1,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,0,0.0,0,0.0,2,5.2632,3,2.1583,0,0.0,0,0.0,0,0.0,2,0.3914,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_013374335.1,NZ_AP023238.1,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,0,0.0,0,0.0,2,5.2632,7,5.036,0,0.0,0,0.0,0,0.0,1,0.1957,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_013374795.1,NZ_CP055278.1,,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter sp. NEB 394,0,0.0,0,0.0,0,0.0,1,0.7194,0,0.0,0,0.0,0,0.0,1,0.1957,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_013374795.1,NZ_CP055279.1,,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter sp. NEB 394,0,0.0,0,0.0,0,0.0,2,1.4388,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_013374795.1,NZ_CP055280.1,,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter sp. NEB 394,0,0.0,0,0.0,0,0.0,1,0.7194,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_013374795.1,NZ_CP055281.1,,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter sp. NEB 394,0,0.0,0,0.0,0,0.0,1,0.7194,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_013374795.1,NZ_CP055282.1,,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter sp. NEB 394,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_013374795.1,NZ_CP055283.1,,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter sp. NEB 394,0,0.0,0,0.0,0,0.0,2,1.4388,0,0.0,0,0.0,0,0.0,1,0.1957,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_013374795.1,NZ_CP055284.1,,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter sp. NEB 394,0,0.0,0,0.0,1,2.6316,1,0.7194,0,0.0,0,0.0,0,0.0,2,0.3914,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_013374795.1,NZ_CP055285.1,,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter sp. NEB 394,1,0.6452,0,0.0,1,2.6316,1,0.7194,0,0.0,0,0.0,0,0.0,3,0.5871,1,0.6098,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_013374795.1,NZ_CP055286.1,,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter sp. NEB 394,0,0.0,0,0.0,0,0.0,1,0.7194,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_013374795.1,NZ_CP055287.1,,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter sp. NEB 394,0,0.0,0,0.0,0,0.0,2,1.4388,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_013374795.1,NZ_CP055288.1,,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter sp. NEB 394,0,0.0,0,0.0,0,0.0,2,1.4388,0,0.0,0,0.0,0,0.0,1,0.1957,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_013374795.1,NZ_CP055289.1,,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter sp. NEB 394,0,0.0,0,0.0,0,0.0,2,1.4388,0,0.0,0,0.0,0,0.0,1,0.1957,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_013374795.1,NZ_CP055290.1,,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter sp. NEB 394,0,0.0,0,0.0,0,0.0,2,1.4388,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_013374795.1,NZ_CP055291.1,,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter sp. NEB 394,0,0.0,0,0.0,0,0.0,2,1.4388,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_013374995.1,NZ_CP056031.1,,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas eucalypticola,0,0.0,0,0.0,1,2.6316,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_013375015.1,NZ_CP056035.1,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,Erwinia amylovora,1,0.6452,0,0.0,1,2.6316,1,0.7194,0,0.0,0,0.0,0,0.0,2,0.3914,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_013375035.1,NZ_CP056033.1,,Bacteroidota,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma,Spirosoma sp. KUDC1026,0,0.0,0,0.0,1,2.6316,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_013376455.1,NZ_CP045505.1,,Thermodesulfobacteriota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfolutivibrio,Desulfolutivibrio sulfodismutans,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_013376495.1,NZ_CP045507.1,,Thermodesulfobacteriota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfolutivibrio,Desulfolutivibrio sulfoxidireducens,0,0.0,0,0.0,1,2.6316,1,0.7194,0,0.0,0,0.0,0,0.0,1,0.1957,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_013376535.2,NZ_CP076548.1,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,2,1.2903,2,2.5974,0,0.0,1,0.7194,0,0.0,0,0.0,0,0.0,12,2.3483,1,0.6098,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_013376535.2,NZ_CP076549.1,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,2.9412,2,0.3914,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_013376535.2,NZ_CP076550.1,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,0,0.0,0,0.0,2,5.2632,1,0.7194,0,0.0,0,0.0,1,2.9412,2,0.3914,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_013376535.2,NZ_CP076551.1,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,0,0.0,0,0.0,0,0.0,1,0.7194,0,0.0,0,0.0,0,0.0,0,0.0,1,0.6098,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_013376535.2,NZ_CP076552.1,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_013376535.2,NZ_CP076553.1,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,2,1.2903,1,1.2987,1,2.6316,4,2.8777,0,0.0,0,0.0,0,0.0,3,0.5871,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_013376535.2,NZ_CP076554.1,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,2,1.2903,1,1.2987,2,5.2632,3,2.1583,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_013376575.1,NZ_CP049968.1,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,2,1.2903,0,0.0,0,0.0,1,0.7194,0,0.0,0,0.0,0,0.0,3,0.5871,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_013376575.1,NZ_CP049969.1,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,1,0.6452,1,1.2987,1,2.6316,2,1.4388,0,0.0,0,0.0,0,0.0,4,0.7828,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_013376575.1,NZ_CP049970.1,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,2,1.2903,0,0.0,1,2.6316,4,2.8777,0,0.0,0,0.0,0,0.0,3,0.5871,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_013376575.1,NZ_CP049971.1,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,0,0.0,0,0.0,0,0.0,1,0.7194,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_013376575.1,NZ_CP049972.1,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_013376575.1,NZ_CP049973.1,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_013376575.1,NZ_CP049974.1,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,0,0.0,0,0.0,0,0.0,1,0.7194,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_013376575.1,NZ_CP049975.1,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,0,0.0,0,0.0,0,0.0,1,0.7194,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
GCF_013376815.1,NZ_CP056777.1,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter cloacae,1,0.6452,0,0.0,3,7.8947,2,1.4388,0,0.0,1,1.9608,0,0.0,4,0.7828,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.5455
