analysis,target,module,subcategory,feature_col,Code,included_in_target,removed_from_predictors,overlap_categories,exclusion_reason
cog_lkj,L,Replication,,8646,LTO,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8651,LTT,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8653,LTV,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8654,LTW,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8655,LTX,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8658,LUA,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8660,LUC,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8661,LUD,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8669,LUL,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8682,LUY,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8683,LUZ,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8684,LVA,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8686,LVC,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8687,LVD,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8688,LVE,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8690,LVG,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8691,LVH,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8693,LVJ,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8696,LVM,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8698,LVO,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8705,LVV,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8710,LWA,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8714,LWE,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8716,LWG,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8720,LWK,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8721,LWL,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8722,LWM,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8723,LWN,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8724,LWO,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8725,LWP,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8730,LWU,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8731,LWV,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8732,LWW,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8737,LXB,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8741,LXF,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8743,LXH,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8751,LXP,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8752,LXQ,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8753,LXR,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8754,LXS,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8757,LXV,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8758,LXW,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8768,LYG,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8769,LYH,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8770,LYI,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8774,LYM,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8778,LYQ,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8779,LYR,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8781,LYT,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8782,LYU,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8790,LZC,True,True,"[""K"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8792,LZE,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8795,LZH,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8798,LZK,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8802,LZO,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8803,LZP,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8804,LZQ,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8809,LZV,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8810,LZW,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8812,LZY,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8813,LZZ,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8817,MAD,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8822,MAI,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8829,MAP,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8833,MAT,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8834,MAU,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8835,MAV,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8841,MBB,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8847,MBH,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8848,MBI,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8849,MBJ,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8850,MBK,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8851,MBL,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8852,MBM,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8858,MBS,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8859,MBT,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8860,MBU,True,True,"[""K"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8861,MBV,True,True,"[""K"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8871,MCF,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8877,MCL,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8882,MCQ,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8889,MCX,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8893,MDB,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8894,MDC,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8896,MDE,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8902,MDK,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8904,MDM,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8909,MDR,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8910,MDS,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8912,MDU,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8915,MDX,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8927,MEJ,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8935,MER,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8936,MES,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8938,MEU,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8939,MEV,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8940,MEW,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8941,MEX,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8942,MEY,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8943,MEZ,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8945,MFB,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8946,MFC,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8963,MFT,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8964,MFU,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8966,MFW,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8967,MFX,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8971,MGB,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8992,MGW,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8996,MHA,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8997,MHB,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,8999,MHD,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,9001,MHF,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,9005,MHJ,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,9008,MHM,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,9009,MHN,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,9010,MHO,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,9018,MHW,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,9022,MIA,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,9023,MIB,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,9024,MIC,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,9025,MID,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,9027,MIF,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,9028,MIG,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,9029,MIH,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,9030,MII,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,9031,MIJ,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,9034,MIM,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,9036,MIO,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,9037,MIP,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,9038,MIQ,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,9041,MIT,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,9043,MIV,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,9044,MIW,True,True,"[""K"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,9050,MJC,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,9053,MJF,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,9056,MJI,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,9072,MJY,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,9077,MKD,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,9083,MKJ,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,9093,MKT,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,9095,MKV,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,9098,MKY,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,9104,MLE,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,9105,MLF,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,9111,MLL,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,9113,MLN,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,9114,MLO,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,9115,MLP,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,9116,MLQ,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,9117,MLR,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,9119,MLT,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,9122,MLW,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,9123,MLX,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,9125,MLZ,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,9126,MMA,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,9130,MME,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,9132,MMG,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,9139,MMN,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,9147,MMV,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,9149,MMX,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,9158,MNG,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,9161,MNJ,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,9164,MNM,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,9166,MNO,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,9168,MNQ,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,9170,MNS,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,9203,MOZ,True,True,"[""J"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,9250,MQU,True,True,"[""K"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,9258,MRC,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,9332,MTY,True,True,"[""K"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,9390,MWE,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,9408,MWW,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,9414,MXC,True,True,"[""K"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,9417,MXF,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,9522,NBG,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,9526,NBK,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,9553,NCL,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,9555,NCN,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,9597,NED,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,9599,NEF,True,True,"[""K"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,9600,NEG,True,True,"[""K"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,9603,NEJ,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,9604,NEK,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,9646,NGA,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,9656,NGK,True,True,"[""K"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,9688,NHQ,True,True,"[""K"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,9689,NHR,True,True,"[""K"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,9691,NHT,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,9702,NIE,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,9705,NIH,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,9766,NKQ,True,True,"[""K"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,9768,NKS,True,True,"[""K"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,9864,NOK,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,9883,NPD,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,9917,NQL,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,9933,NRB,True,True,"[""J"",""K"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,9971,NSN,True,True,"[""K"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,9984,NTA,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,10006,NTW,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,10048,NVM,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,10095,NXH,True,True,"[""K"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,10136,NYW,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,10137,NYX,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,10148,NZI,True,True,"[""K"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,10149,NZJ,True,True,"[""K"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,10165,NZZ,True,True,"[""K"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,10203,OBL,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,10215,OBX,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,10219,OCB,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,10221,OCD,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,10223,OCF,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,10224,OCG,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,10238,OCU,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,10257,ODN,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,10272,OEC,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,10273,OED,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,10291,OEV,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,10294,OEY,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,10295,OEZ,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,10339,OGR,True,True,"[""J"",""K"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,10432,OKG,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,10440,OKO,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,10452,OLA,True,True,"[""K"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,10456,OLE,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,10505,ONB,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,10506,ONC,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,10507,OND,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,10611,ORD,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,10661,OTB,True,True,"[""K"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,10662,OTC,True,True,"[""K"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,10673,OTN,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,10724,OVM,True,True,"[""J"",""K"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,10725,OVN,True,True,"[""K"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,10726,OVO,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,10728,OVQ,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,10729,OVR,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,10731,OVT,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,10733,OVV,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,10734,OVW,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,10736,OVY,True,True,"[""J"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,10781,OXR,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,10794,OYE,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,10796,OYG,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,10797,OYH,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,10874,PBG,True,True,"[""K"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,10907,PCN,True,True,"[""J"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,10932,PDM,True,True,"[""K"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,10943,PDX,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,11007,PGJ,True,True,"[""J"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,11047,PHX,True,True,"[""K"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,11048,PHY,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,11049,PHZ,True,True,"[""J"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,11067,PIR,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,11078,PJC,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,11103,PKB,True,True,"[""K"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,11108,PKG,True,True,"[""K"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,11114,PKM,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,11120,PKS,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,11130,PLC,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,11133,PLF,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,11172,PMS,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,11176,PMW,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,11182,PNC,True,True,"[""J"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,11191,PNL,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,11212,POG,True,True,"[""K"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,11230,POY,True,True,"[""J"",""K"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,11367,PUF,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,11382,PUU,True,True,"[""K"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,11388,PVA,True,True,"[""K"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,11455,PXP,True,True,"[""K"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,11474,PYI,True,True,"[""J"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,11508,PZQ,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,11513,PZV,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,11541,QAX,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,11588,QCS,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,11604,QDI,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,11614,QDS,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,11615,QDT,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,11645,QEX,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,11646,QEY,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,11647,QEZ,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,11651,QFD,True,True,"[""J"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,11662,QFO,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,11663,QFP,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,11713,QHN,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,11721,QHV,True,True,"[""K"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,11725,QHZ,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,11727,QIB,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,11728,QIC,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,11729,QID,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,11735,QIJ,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,11742,QIQ,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,11744,QIS,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,11758,QJG,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,11779,QKB,True,True,"[""K"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,11782,QKE,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,11807,QLD,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,11808,QLE,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,11809,QLF,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,11810,QLG,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,11812,QLI,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,11813,QLJ,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,11814,QLK,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,11823,QLT,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,11836,QMG,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,11843,QMN,True,True,"[""K"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,11851,QMV,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,11856,QNA,True,True,"[""K"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,11863,QNH,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,11870,QNO,True,True,"[""J"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,11917,QPJ,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,11940,QQG,True,True,"[""J"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,11943,QQJ,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,11947,QQN,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,11959,QQZ,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,12018,QTG,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,12024,QTM,True,True,"[""K"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,12054,QUQ,True,True,"[""J"",""K"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,12075,QVL,True,True,"[""K"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,12106,QWQ,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,12109,QWT,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,12129,QXN,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,12160,QYS,True,True,"[""K"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,12161,QYT,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,12166,QYY,True,True,"[""K"",""L""]",target code excluded from predictors
