GCF_ID,Plasmid_ID,Length,Total_tRNA,sample_id,num_contigs,size,gc,md5,rep_type(s),rep_type_accession(s),relaxase_type(s),relaxase_type_accession(s),mpf_type,mpf_type_accession(s),orit_type(s),orit_accession(s),predicted_mobility,mash_nearest_neighbor,mash_neighbor_distance,mash_neighbor_identification,primary_cluster_id,secondary_cluster_id,predicted_host_range_overall_rank,predicted_host_range_overall_name,observed_host_range_ncbi_rank,observed_host_range_ncbi_name,reported_host_range_lit_rank,reported_host_range_lit_name,associated_pmid(s),has_tRNA,mobility_status,size_group
GCF_041320265.1,NZ_CP101053.1,112148,1,"NZ_CP101053.1 Citrobacter meridianamericanus strain OT98 plasmid unnamed2, complete sequence",1.0,112148.0,0.5050023183650176,f11692d93ba4293e4d0e7e21afe2780c,IncFIB,000104__CP010386_00052,-,-,-,-,-,-,non-mobilizable,KX833209,0.0149759,Salmonella enterica subsp. enterica serovar Typhi,AA752,AJ087,order,Enterobacterales,order,Enterobacterales,order,Enterobacterales,11254626; 19482926; 15781495; 20851899; 16257053,True,available,≥100 kb
GCF_041320265.1,NZ_CP101055.1,95211,2,"NZ_CP101055.1 Citrobacter meridianamericanus strain OT98 plasmid unnamed4, complete sequence",1.0,95211.0,0.4880213420718194,b6238e8c39874bbab33a338f0298b3bd,-,-,-,-,-,-,-,-,non-mobilizable,CP031232,0.263022,Escherichia coli,AA379,AI397,-,-,-,-,-,-,-,True,available,<100 kb
GCF_049485185.1,NZ_CP128208.1,289843,1,"NZ_CP128208.1 Citrobacter freundii strain WYM plasmid pC.f_WYM_1, complete sequence",1.0,289843.0,0.465217376303723,6e79488fac22e2f2b9cde7b66e4f8c1d,"IncHI2A,rep_cluster_1088","BX664015,000340__KU353730",MOBH,NC_012555_00231,MPF_F,"NC_005211_00207,NC_005211_00200,NC_005211_00030,NC_021845_00017,NC_009838_00006,NC_005211_00005,NC_005211_00012",MOBH,NC_017500,conjugative,CP035634,0.000656154,Enterobacter cloacae,AA739,AJ058,order,Enterobacterales,order,Enterobacterales,order,Enterobacterales,20851899,True,available,≥100 kb
GCF_905232555.2,NZ_OW849258.1,110089,1,"NZ_OW849258.1 Citrobacter freundii isolate 18 plasmid P2, complete sequence",1.0,110089.0,0.5080434920836777,c151af59c17e492595e0b52efcf50f02,IncFIB,000104__CP010386_00052,-,-,-,-,-,-,non-mobilizable,CP042573,0.0217795,Enterobacter hormaechei,AA752,AJ088,order,Enterobacterales,order,Enterobacterales,order,Enterobacterales,11254626; 19482926; 15781495; 20851899; 16257053,True,available,≥100 kb
GCF_905232605.2,NZ_OW849211.1,110089,1,"NZ_OW849211.1 Citrobacter freundii isolate 18 plasmid P3, complete sequence",1.0,110089.0,0.5080344085240124,ad197126f9072844632113164f482028,IncFIB,000104__CP010386_00052,-,-,-,-,-,-,non-mobilizable,CP042573,0.0217795,Enterobacter hormaechei,AA752,AJ088,order,Enterobacterales,order,Enterobacterales,order,Enterobacterales,11254626; 19482926; 15781495; 20851899; 16257053,True,available,≥100 kb
GCF_000204565.1,NC_015417.1,203287,2,"NC_015417.1 Clostridium botulinum BKT015925 plasmid p1BKT015925, complete sequence",1.0,203287.0,0.2645386303041036,635921f07c61a1500be4815b490535e1,-,-,-,-,-,-,-,-,non-mobilizable,CP002411,0.0,Clostridium botulinum BKT015925,AC736,AM057,genus,Clostridium,genus,Clostridium,-,-,-,True,available,≥100 kb
GCF_000211235.1,NC_017177.1,300869,2,"NC_017177.1 Clostridioides difficile BI1 plasmid unnamed, complete sequence",1.0,300869.0,0.2499891979565857,578c7c4beac16f6d618789241d3f5b06,-,-,-,-,-,-,-,-,non-mobilizable,CP020426,0.263022,Clostridioides difficile,AC151,AL223,-,-,-,-,-,-,-,True,available,≥100 kb
GCF_001879625.1,NZ_CP014147.1,59360,1,"NZ_CP014147.1 Clostridium botulinum strain CDC_67190 plasmid pNPD12_2, complete sequence",1.0,59360.0,0.2878032345013477,ab8772178a2508d9344943a24b724e0f,rep_cluster_2046,001471__CP014147,-,-,-,-,-,-,non-mobilizable,CP014147,0.0,Clostridium botulinum,AG246,AQ269,genus,Clostridium,genus,Clostridium,-,-,-,True,available,<100 kb
GCF_001889365.1,NZ_CP013295.1,196981,1,"NZ_CP013295.1 Clostridium botulinum strain CDC_54064 plasmid pNPD1_1, complete sequence",1.0,196981.0,0.2509480609805006,3ee98de580feb752a5018b668f7e1315,-,-,-,-,-,-,-,-,non-mobilizable,CP013295,0.0,Clostridium botulinum,AF879,AP886,genus,Clostridium,genus,Clostridium,-,-,-,True,available,≥100 kb
GCF_001921925.1,NZ_CP013682.1,196981,1,"NZ_CP013682.1 Clostridium botulinum strain 1169 plasmid pRSJ8_1, complete sequence",1.0,196981.0,0.2509429843487443,2d8d2abbe698a6b8fec08d3a86cd3a77,-,-,-,-,-,-,-,-,non-mobilizable,CP013295,0.0,Clostridium botulinum,AF879,AP886,genus,Clostridium,genus,Clostridium,-,-,-,True,available,≥100 kb
GCF_001921985.1,NZ_CP013709.1,205718,1,"NZ_CP013709.1 Clostridium botulinum strain F634 plasmid pRSJ2_2, complete sequence",1.0,205718.0,0.2506149194528432,d50f85bd70380ed1000667d9d059eb21,-,-,-,-,-,-,-,-,non-mobilizable,CP013709,0.0,Clostridium botulinum,AF879,AP887,genus,Clostridium,genus,Clostridium,-,-,-,True,available,≥100 kb
GCF_002073735.2,NZ_CP020426.2,131326,1,"NZ_CP020426.2 Clostridioides difficile strain FDAARGOS_267 plasmid unnamed2, complete sequence",1.0,131326.0,0.2642736396448533,3c399a9211597d8f3d16a2cd4c648210,-,-,-,-,-,-,-,-,non-mobilizable,CP020426,0.0,Clostridioides difficile,AC151,AL223,genus,Clostridioides,genus,Clostridioides,-,-,-,True,available,≥100 kb
GCF_002865825.1,NZ_CP013844.1,215420,1,"NZ_CP013844.1 Clostridium botulinum strain A634 plasmid pRSJ19_2, complete sequence",1.0,215420.0,0.2511930182898523,e7421af3c0064d2eb81242b87d073fea,-,-,-,-,-,-,-,-,non-mobilizable,CP013844,0.0,Clostridium botulinum,AF879,AP887,genus,Clostridium,genus,Clostridium,-,-,-,True,available,≥100 kb
GCF_002865885.1,NZ_CP013852.1,23278,2,"NZ_CP013852.1 Clostridium botulinum strain B305 plasmid pRSJ6_2, complete sequence",1.0,23278.0,0.2529856516882893,6f9ff4c5e5b5b43eaa0c6e9d52d1be58,rep_cluster_958,002439__AB910391_00009,-,-,-,-,-,-,non-mobilizable,CP013852,0.0,Clostridium botulinum,AF668,AP653,genus,Clostridium,genus,Clostridium,-,-,-,True,available,<100 kb
GCF_002866125.1,NZ_CP014221.1,23294,2,"NZ_CP014221.1 Clostridium botulinum strain B515 plasmid pRSJ21_2, complete sequence",1.0,23294.0,0.2528118828882974,dbf73d403afcb26d35990c5bd950709b,rep_cluster_958,002439__AB910391_00009,-,-,-,-,-,-,non-mobilizable,CP014221,0.0,Clostridium botulinum,AF668,AP653,genus,Clostridium,genus,Clostridium,-,-,-,True,available,<100 kb
GCF_002866125.1,NZ_CP014218.1,57585,1,"NZ_CP014218.1 Clostridium botulinum strain B515 plasmid pRSJ21_3, complete sequence",1.0,57585.0,0.2921073196144829,a90a6329bf1cc93a9cc944a124be6d20,rep_cluster_2046,001471__CP014147,-,-,-,-,-,-,non-mobilizable,CP014218,0.0,Clostridium botulinum,AG246,AQ271,genus,Clostridium,genus,Clostridium,-,-,-,True,available,<100 kb
GCF_002866225.1,NZ_CP014172.1,23294,2,"NZ_CP014172.1 Clostridium botulinum strain B609 plasmid pRSJ22_1, complete sequence",1.0,23294.0,0.2528977419077874,25ddb8ef0bb73622f33808031bd08a3c,rep_cluster_958,002439__AB910391_00009,-,-,-,-,-,-,non-mobilizable,CP014172,0.0,Clostridium botulinum,AF668,AP653,genus,Clostridium,genus,Clostridium,-,-,-,True,available,<100 kb
GCF_002866225.1,NZ_CP014173.1,56844,1,"NZ_CP014173.1 Clostridium botulinum strain B609 plasmid pRSJ22_2, complete sequence",1.0,56844.0,0.2895644219266765,dcd6c32e5adadf066ceb9cc6d176f21d,rep_cluster_2046,001471__CP014147,-,-,-,-,-,-,non-mobilizable,CP014173,0.0,Clostridium botulinum,AG246,AQ270,genus,Clostridium,genus,Clostridium,-,-,-,True,available,<100 kb
GCF_003345315.1,NZ_CP031100.1,57676,2,"NZ_CP031100.1 Clostridium botulinum strain CFSAN034202 plasmid p1_CFSAN034202, complete sequence",1.0,57676.0,0.2885775712601429,96886ba24e025d44c8f2d06a71cf97f3,rep_cluster_2046,001471__CP014147,-,-,-,-,-,-,non-mobilizable,CP031100,0.0,Clostridium botulinum,AG246,AQ269,genus,Clostridium,genus,Clostridium,-,-,-,True,available,<100 kb
GCF_003697225.1,NZ_CP033215.1,10520,1,"NZ_CP033215.1 Clostridioides difficile strain 12038 plasmid unnamed1, complete sequence",1.0,10520.0,0.3720532319391635,8bf9c67a91a03c90ebdf2d7e9a8dfaf0,-,-,-,-,-,-,-,-,non-mobilizable,CP033215,0.0,Clostridioides difficile,AE017,AN717,genus,Clostridioides,genus,Clostridioides,-,-,-,True,available,<100 kb
GCF_003697245.1,NZ_CP033217.1,109346,62,NZ_CP033217.1 Clostridioides difficile strain CD21062 plasmid unnamed1,1.0,109346.0,0.3329705704826879,2a9d8b8963276c7b19d769adb1ea7bef,-,-,-,-,-,-,-,-,non-mobilizable,CP033217,0.0,Clostridioides difficile,AE016,AN716,genus,Clostridioides,genus,Clostridioides,-,-,-,True,available,≥100 kb
GCF_007833415.1,NZ_CP022399.1,23294,2,"NZ_CP022399.1 Clostridium botulinum strain Su1036 plasmid unnamed2, complete sequence",1.0,23294.0,0.2528548123980424,f2bd7805d1253498cc51290225e9ea3d,rep_cluster_958,002439__AB910391_00009,-,-,-,-,-,-,non-mobilizable,CP014172,0.000119496,Clostridium botulinum,AF668,AP653,genus,Clostridium,genus,Clostridium,-,-,-,True,available,<100 kb
GCF_007833435.1,NZ_CP022401.1,210144,1,"NZ_CP022401.1 Clostridium botulinum strain Su0604 plasmid unnamed1, complete sequence",1.0,210144.0,0.2525791837977768,498981dc74f978420e4d6df4e1d6ca16,-,-,-,-,-,-,-,-,non-mobilizable,CP013709,0.0290489,Clostridium botulinum,AF879,AP887,genus,Clostridium,genus,Clostridium,-,-,-,True,available,≥100 kb
GCF_012524235.2,NZ_CP053575.1,91378,8,"NZ_CP053575.1 Citrobacter sp. TSA-1 plasmid unnamed2, complete sequence",1.0,91378.0,0.5313532797828799,da2ff8c5f87b9b3a36d3ef36f494dbb5,-,-,-,-,-,-,-,-,non-mobilizable,CP017280,0.140258,Enterobacter ludwigii,AF888,AP896,-,-,-,-,-,-,-,True,available,<100 kb
GCF_013733095.1,NZ_CP056343.1,122594,1,"NZ_CP056343.1 Citrobacter sp. RHBSTW-00696 plasmid pRHBSTW-00696_3, complete sequence",1.0,122594.0,0.5119744848850678,e1bf0627c23bf8e214cdf9aa75023ef0,IncFIB,000104__CP010386_00052,-,-,-,-,-,-,non-mobilizable,CP032183,0.00436283,Citrobacter freundii,AA752,AJ086,order,Enterobacterales,order,Enterobacterales,order,Enterobacterales,11254626; 19482926; 15781495; 20851899; 16257053,True,available,≥100 kb
GCF_013739755.1,NZ_CP056401.1,119726,1,"NZ_CP056401.1 Citrobacter sp. RHBSTW-00570 plasmid pRHBSTW-00570_3, complete sequence",1.0,119726.0,0.5083356998479862,6da07212e5f110190e0fb1e6ecf40458,IncFIB,000104__CP010386_00052,-,-,-,-,-,-,non-mobilizable,CP031722,0.0252411,Enterobacter hormaechei,AA752,AJ089,order,Enterobacterales,order,Enterobacterales,order,Enterobacterales,11254626; 19482926; 15781495; 20851899; 16257053,True,available,≥100 kb
GCF_013747755.1,NZ_CP056422.1,112583,1,"NZ_CP056422.1 Citrobacter sp. RHBSTW-00524 plasmid pRHBSTW-00524_2, complete sequence",1.0,112583.0,0.5097927751081425,39281b81a74be4c1d4afd8b21892867b,IncFIB,000104__CP010386_00052,-,-,-,-,-,-,non-mobilizable,CP031722,0.0236777,Enterobacter hormaechei,AA752,AJ089,order,Enterobacterales,order,Enterobacterales,order,Enterobacterales,11254626; 19482926; 15781495; 20851899; 16257053,True,available,≥100 kb
GCF_013791465.1,NZ_CP056836.1,119392,1,"NZ_CP056836.1 Citrobacter sp. RHBSTW-00127 plasmid pRHBSTW-00127_3, complete sequence",1.0,119392.0,0.5113910479764139,79944fbe69e436091fde72242fa29950,IncFIB,000104__CP010386_00052,-,-,-,-,-,-,non-mobilizable,CP042573,0.0180108,Enterobacter hormaechei,AA752,AJ088,order,Enterobacterales,order,Enterobacterales,order,Enterobacterales,11254626; 19482926; 15781495; 20851899; 16257053,True,available,≥100 kb
GCF_013890155.1,NZ_CP057631.1,105909,1,"NZ_CP057631.1 Citrobacter sp. RHB20-C16 plasmid pRHB20-C16_2, complete sequence",1.0,105909.0,0.5012888423080192,145cb03c7d99a6f4098aeea6b4592cee,IncFIB,000103__CP010244_00032,-,-,-,-,-,-,non-mobilizable,CP024909,0.115759,Enterobacter hormaechei subsp. xiangfangensis,AA752,AJ089,order,Enterobacterales,order,Enterobacterales,order,Enterobacterales,11254626; 19482926; 15781495; 20851899; 16257053,True,available,≥100 kb
GCF_013890595.1,NZ_CP057633.1,105909,1,"NZ_CP057633.1 Citrobacter sp. RHB20-C15 plasmid pRHB20-C15_2, complete sequence",1.0,105909.0,0.5012888423080192,01bc783bed303beeb5f2277858b1f887,IncFIB,000103__CP010244_00032,-,-,-,-,-,-,non-mobilizable,CP024909,0.115759,Enterobacter hormaechei subsp. xiangfangensis,AA752,AJ089,order,Enterobacterales,order,Enterobacterales,order,Enterobacterales,11254626; 19482926; 15781495; 20851899; 16257053,True,available,≥100 kb
GCF_014596815.2,NZ_CP115026.1,108873,1,"NZ_CP115026.1 Citrobacter sp. C13 plasmid unnamed2, complete sequence",1.0,108873.0,0.5050012399768538,231ced68058aba95c60c1ad0973b7212,IncFIB,000104__CP010386_00052,-,-,-,-,-,-,non-mobilizable,CP042573,0.0258115,Enterobacter hormaechei,AA752,AJ088,order,Enterobacterales,order,Enterobacterales,order,Enterobacterales,11254626; 19482926; 15781495; 20851899; 16257053,True,available,≥100 kb
GCF_014596895.2,NZ_CP115037.1,107458,1,"NZ_CP115037.1 Citrobacter sp. C1 plasmid unnamed2, complete sequence",1.0,107458.0,0.5086638500623499,7712aa80e26cc2db5eaa7ce580a8be65,IncFIB,000104__CP010386_00052,-,-,-,-,-,-,non-mobilizable,KT345945,0.0224204,Enterobacter cloacae,AA752,AJ089,order,Enterobacterales,order,Enterobacterales,order,Enterobacterales,11254626; 19482926; 15781495; 20851899; 16257053,True,available,≥100 kb
GCF_016894305.1,NZ_CP069802.1,292108,1,"NZ_CP069802.1 Citrobacter sp. B72 plasmid pB72A, complete sequence",1.0,292108.0,0.4670361647062045,675f6f9594a12c85afcad67418bed9f7,"IncHI2A,rep_cluster_1088","BX664015,000340__KU353730",MOBH,NC_012555_00231,MPF_F,"NC_005211_00005,NC_009838_00006,NC_021845_00017,NC_005211_00030,NC_005211_00200,NC_005211_00207,NC_005211_00012",MOBH,NC_017500,conjugative,CP035634,0.000167546,Enterobacter cloacae,AA739,AJ058,order,Enterobacterales,order,Enterobacterales,order,Enterobacterales,20851899,True,available,≥100 kb
GCF_017100085.1,NZ_CP063966.1,202722,2,"NZ_CP063966.1 Clostridium botulinum strain BKT2873 plasmid p1, complete sequence",1.0,202722.0,0.2606475863497795,2dbb9cad247861f4f264f59bf431d66c,-,-,-,-,-,-,-,-,non-mobilizable,CP002411,0.064825,Clostridium botulinum BKT015925,AC736,AM057,-,-,-,-,-,-,-,True,available,≥100 kb
GCF_018884705.1,NZ_CP037807.1,136294,1,"NZ_CP037807.1 Clostridioides difficile strain Cd18 plasmid pCd18_2, complete sequence",1.0,136294.0,0.2642669523236532,0104855415a8de25db43f8d09fbc232a,-,-,-,-,-,-,-,-,non-mobilizable,CP020426,0.0224927,Clostridioides difficile,AC151,AL223,genus,Clostridioides,genus,Clostridioides,-,-,-,True,available,≥100 kb
GCF_018884845.1,NZ_CP037823.1,132448,1,"NZ_CP037823.1 Clostridioides difficile strain Cd11 plasmid pCd11_2, complete sequence",1.0,132448.0,0.2646548079246195,bbf1d4b5ed2682f8b12306619ca96827,-,-,-,-,-,-,-,-,non-mobilizable,CP027015,0.0158335,Clostridioides difficile,AC151,AL223,genus,Clostridioides,genus,Clostridioides,-,-,-,True,available,≥100 kb
GCF_020097215.1,NZ_CP083617.1,127406,1,"NZ_CP083617.1 Clostridioides difficile strain FDAARGOS_1528 plasmid unnamed1, complete sequence",1.0,127406.0,0.2631351741676216,cbff0b861eb8fa6b15b5d7877551281e,-,-,-,-,-,-,-,-,non-mobilizable,CP020426,0.0198213,Clostridioides difficile,AC151,AL223,genus,Clostridioides,genus,Clostridioides,-,-,-,True,available,≥100 kb
GCF_020641035.1,NZ_CP061362.1,305867,2,"NZ_CP061362.1 Clostridioides sp. ES-W-0016-02 plasmid pESW1602, complete sequence",1.0,305867.0,0.2507429699836857,fdbbfde483c8d739ce02bf299164afea,-,-,-,-,-,-,-,-,non-mobilizable,CP027016,0.243761,Clostridioides difficile,AB912,AK888,-,-,-,-,-,-,-,True,available,≥100 kb
GCF_027919895.1,NZ_CP114804.1,106254,1,"NZ_CP114804.1 Citrobacter sp. 21OH12SH02A-Citro plasmid p21OH12SH02A-3, complete sequence",1.0,106254.0,0.504159843394131,b7743960eb24d25906a3cfe428c95d2c,IncFIB,000104__CP010386_00052,-,-,-,-,-,-,non-mobilizable,CP011655,0.0157245,Citrobacter freundii,AA752,AJ087,order,Enterobacterales,order,Enterobacterales,order,Enterobacterales,11254626; 19482926; 15781495; 20851899; 16257053,True,available,≥100 kb
GCF_032917905.1,NZ_CP136602.1,365162,1,"NZ_CP136602.1 Citrobacter portucalensis strain L2724hy plasmid p1-L2724hy, complete sequence",1.0,365162.0,0.4649552801222471,9cb984797b0278a09eb139ed1ad09016,"IncHI2A,rep_cluster_1088","BX664015,000340__KU353730",MOBH,NC_012555_00231,MPF_F,"NC_005211_00005,NC_009838_00006,NC_021845_00017,NC_005211_00030,NC_005211_00200,NC_005211_00207,NC_005211_00012",MOBH,NC_017500,conjugative,CP035634,0.00669844,Enterobacter cloacae,AA739,AJ058,order,Enterobacterales,order,Enterobacterales,order,Enterobacterales,20851899,True,available,≥100 kb
GCF_034274435.1,NZ_CP132148.1,130799,1,"NZ_CP132148.1 Clostridioides difficile strain SC084-01-01 plasmid p840101_2, complete sequence",1.0,130799.0,0.2635952874257448,91029ba839e6870c5881061fb82f1e29,-,-,-,-,-,-,-,-,non-mobilizable,CP020426,0.00900687,Clostridioides difficile,AC151,AL223,genus,Clostridioides,genus,Clostridioides,-,-,-,True,available,≥100 kb
GCF_037915205.1,NZ_CP149659.1,14241,4,"NZ_CP149659.1 Clostridioides difficile strain Z1323HCD0021 plasmid pZ1323HCD0021-2, complete sequence",1.0,14241.0,0.4006038901762516,2b2224ff89fe3d182fd04bf394805b95,-,-,-,-,-,-,-,-,non-mobilizable,CP033215,0.0151872,Clostridioides difficile,AE017,AN717,genus,Clostridioides,genus,Clostridioides,-,-,-,True,available,<100 kb
GCF_037917245.1,NZ_CP149664.1,114478,63,"NZ_CP149664.1 Clostridioides difficile strain Z1322PCD0071 plasmid pZ1322PCD0071-2, complete sequence",1.0,114478.0,0.3358199828788064,9bd6e192698297e0e319496b08364f3c,-,-,-,-,-,-,-,-,non-mobilizable,CP033217,0.0227838,Clostridioides difficile,AE016,AN716,genus,Clostridioides,genus,Clostridioides,-,-,-,True,available,≥100 kb
GCF_037917245.1,NZ_CP149665.1,19635,4,"NZ_CP149665.1 Clostridioides difficile strain Z1322PCD0071 plasmid pZ1322PCD0071-3, complete sequence",1.0,19635.0,0.3868092691622103,47ab9eb0c9587fa5a9baf03be9ae6b06,-,-,-,-,-,-,-,-,non-mobilizable,CP033215,0.0483865,Clostridioides difficile,AE017,AN717,genus,Clostridioides,genus,Clostridioides,-,-,-,True,available,<100 kb
GCF_037918115.1,NZ_CP149671.1,134616,68,"NZ_CP149671.1 Clostridioides difficile strain Z1322PCD0061 plasmid pZ1322PCD0061-2, complete sequence",1.0,134616.0,0.3433990016045641,8cbf08648d4d103a2bfd59a918337758,-,-,-,-,-,-,-,-,non-mobilizable,CP033217,0.0244475,Clostridioides difficile,AE016,AN716,genus,Clostridioides,genus,Clostridioides,-,-,-,True,available,≥100 kb
GCF_037918385.1,NZ_CP149674.1,134807,68,"NZ_CP149674.1 Clostridioides difficile strain Z1322PCD0060 plasmid pZ1322PCD0060-2, complete sequence",1.0,134807.0,0.3436394252523979,7c633e04eb08c979bbf90ffc7290da3d,-,-,-,-,-,-,-,-,non-mobilizable,CP033217,0.0244475,Clostridioides difficile,AE016,AN716,genus,Clostridioides,genus,Clostridioides,-,-,-,True,available,≥100 kb
GCF_037918925.1,NZ_CP149681.1,38374,46,"NZ_CP149681.1 Clostridioides difficile strain Z1322PCD0052 plasmid pZ1322PCD0052-3, complete sequence",1.0,38374.0,0.3925053421587533,70ef89ca1760f489fe7d7b74920731fb,-,-,-,-,-,-,-,-,non-mobilizable,CP033215,0.0693234,Clostridioides difficile,AE017,AN717,-,-,-,-,-,-,-,True,available,<100 kb
GCF_037918925.1,NZ_CP149682.1,13229,19,"NZ_CP149682.1 Clostridioides difficile strain Z1322PCD0052 plasmid pZ1322PCD0052-4, complete sequence",1.0,13229.0,0.400483785622496,b7787360eb8d3dd875c4ac4a22fc95b0,-,-,-,-,-,-,-,-,non-mobilizable,CP033215,0.0179508,Clostridioides difficile,AE017,AN717,genus,Clostridioides,genus,Clostridioides,-,-,-,True,available,<100 kb
GCF_037919185.1,NZ_CP149687.1,135435,67,"NZ_CP149687.1 Clostridioides difficile strain Z1322PCD0040 plasmid pZ1322PCD0040-2, complete sequence",1.0,135435.0,0.3446893343670395,8bcd97c8df49f2aeb524b34ad2665ca1,-,-,-,-,-,-,-,-,non-mobilizable,CP033217,0.0245258,Clostridioides difficile,AE016,AN716,genus,Clostridioides,genus,Clostridioides,-,-,-,True,available,≥100 kb
GCF_037919795.1,NZ_CP149690.1,113341,45,"NZ_CP149690.1 Clostridioides difficile strain Z1322PCD0036 plasmid pZ1322PCD0036-2, complete sequence",1.0,113341.0,0.3274102046038062,900e5dbc65e50d601c9150701b801593,-,-,-,-,-,-,-,-,non-mobilizable,CP033217,0.0231524,Clostridioides difficile,AE016,AN716,genus,Clostridioides,genus,Clostridioides,-,-,-,True,available,≥100 kb
GCF_037919795.1,NZ_CP149692.1,10508,1,"NZ_CP149692.1 Clostridioides difficile strain Z1322PCD0036 plasmid pZ1322PCD0036-4, complete sequence",1.0,10508.0,0.3735249333840883,fbfd3e86919b20e529e56c2785219f2d,-,-,-,-,-,-,-,-,non-mobilizable,CP033215,0.0136991,Clostridioides difficile,AE017,AN717,genus,Clostridioides,genus,Clostridioides,-,-,-,True,available,<100 kb
GCF_037922005.1,NZ_CP149707.1,12207,19,"NZ_CP149707.1 Clostridioides difficile strain Z1322PCD0018 plasmid pZ1322PCD0018-2, complete sequence",1.0,12207.0,0.3942819693618415,98a9a213e7ad7f267f086050614406fe,-,-,-,-,-,-,-,-,non-mobilizable,CP033215,0.0175349,Clostridioides difficile,AE017,AN717,genus,Clostridioides,genus,Clostridioides,-,-,-,True,available,<100 kb
GCF_037923265.1,NZ_CP149712.1,99154,44,"NZ_CP149712.1 Clostridioides difficile strain Z1322PCD0001 plasmid pZ1322PCD0001-2, complete sequence",1.0,99154.0,0.3237993424370172,320ab74a83e32e97d4f01a6d46be7b6d,-,-,-,-,-,-,-,-,non-mobilizable,CP033217,0.0219205,Clostridioides difficile,AE016,AN716,genus,Clostridioides,genus,Clostridioides,-,-,-,True,available,<100 kb
GCF_037926405.1,NZ_CP149720.1,163400,4,"NZ_CP149720.1 Clostridioides difficile strain Z1322HCD0102 plasmid pZ1322HCD0102-2, complete sequence",1.0,163400.0,0.2971297429620563,8edce497a57c40634b7d1b4661673253,-,-,-,-,-,-,-,-,non-mobilizable,CP033215,0.133864,Clostridioides difficile,AE017,AN717,-,-,-,-,-,-,-,True,available,≥100 kb
GCF_037926405.1,NZ_CP149721.1,96641,17,"NZ_CP149721.1 Clostridioides difficile strain Z1322HCD0102 plasmid pZ1322HCD0102-3, complete sequence",1.0,96641.0,0.319243385312652,4ab97d1647ef6021a1125df86333c46e,-,-,-,-,-,-,-,-,non-mobilizable,CP033217,0.0217795,Clostridioides difficile,AE016,AN716,genus,Clostridioides,genus,Clostridioides,-,-,-,True,available,<100 kb
GCF_037926405.1,NZ_CP149723.1,16663,27,"NZ_CP149723.1 Clostridioides difficile strain Z1322HCD0102 plasmid pZ1322HCD0102-5, complete sequence",1.0,16663.0,0.3752625577627078,74950db264951d7a74eb8bc3950b163e,-,-,-,-,-,-,-,-,non-mobilizable,CP033215,0.0543589,Clostridioides difficile,AE017,AN717,genus,Clostridioides,genus,Clostridioides,-,-,-,True,available,<100 kb
GCF_037930425.1,NZ_CP149735.1,10426,1,"NZ_CP149735.1 Clostridioides difficile strain Z1322HCD0073 plasmid pZ1322HCD0073-3, complete sequence",1.0,10426.0,0.3748321503932476,e3c5c23e6e7cf5dd7aca2c6e1efa2d98,-,-,-,-,-,-,-,-,non-mobilizable,CP033215,0.0136991,Clostridioides difficile,AE017,AN717,genus,Clostridioides,genus,Clostridioides,-,-,-,True,available,<100 kb
GCF_037931105.1,NZ_CP149737.1,101109,42,"NZ_CP149737.1 Clostridioides difficile strain Z1322HCD0072 plasmid pZ1322HCD0072-2, complete sequence",1.0,101109.0,0.3271815565379936,14815a7516d3729a5e56705b73117f39,-,-,-,-,-,-,-,-,non-mobilizable,CP033217,0.0216393,Clostridioides difficile,AE016,AN716,genus,Clostridioides,genus,Clostridioides,-,-,-,True,available,≥100 kb
GCF_037931105.1,NZ_CP149738.1,17450,4,"NZ_CP149738.1 Clostridioides difficile strain Z1322HCD0072 plasmid pZ1322HCD0072-3, complete sequence",1.0,17450.0,0.3758739255014326,ec6b19943848f67b7cecc6c33ae5027d,-,-,-,-,-,-,-,-,non-mobilizable,CP033215,0.0489202,Clostridioides difficile,AE017,AN717,genus,Clostridioides,genus,Clostridioides,-,-,-,True,available,<100 kb
GCF_037931105.1,NZ_CP149740.1,12272,18,"NZ_CP149740.1 Clostridioides difficile strain Z1322HCD0072 plasmid pZ1322HCD0072-5, complete sequence",1.0,12272.0,0.3943122555410691,faec0a59009865953c30e5d6551940a1,-,-,-,-,-,-,-,-,non-mobilizable,CP033215,0.0177122,Clostridioides difficile,AE017,AN717,genus,Clostridioides,genus,Clostridioides,-,-,-,True,available,<100 kb
GCF_037932795.1,NZ_CP149745.1,149747,79,"NZ_CP149745.1 Clostridioides difficile strain Z1322HCD0043 plasmid pZ1322HCD0043-2, complete sequence",1.0,149747.0,0.3367279478052982,7d08a46d66c2c6b7ded98036bef8d31a,-,-,-,-,-,-,-,-,non-mobilizable,CP033217,0.0259767,Clostridioides difficile,AE016,AN716,genus,Clostridioides,genus,Clostridioides,-,-,-,True,available,≥100 kb
GCF_037941545.1,NZ_CP149764.1,12494,19,"NZ_CP149764.1 Clostridioides difficile strain Z1322HCD0006 plasmid pZ1322HCD0006-3, complete sequence",1.0,12494.0,0.3943492876580758,9d88f31c960948752d6b1d0ad5232f6c,-,-,-,-,-,-,-,-,non-mobilizable,CP033215,0.0178909,Clostridioides difficile,AE017,AN717,genus,Clostridioides,genus,Clostridioides,-,-,-,True,available,<100 kb
