Replicon_Acc,Length,Total_tRNA,log10_size,has_tRNA,plot_eligible,size_bin
NZ_CP169713.1,177576,0,5.249384269033289,False,True,"(5.207, 5.345]"
NZ_CP123849.1,628949,0,5.798615430951535,False,True,"(5.759, 5.897]"
NZ_CP123850.1,200862,1,5.30289778268509,True,True,"(5.207, 5.345]"
NZ_CP123851.1,177576,0,5.249384269033289,False,True,"(5.207, 5.345]"
NZ_CP115843.1,632660,0,5.80117037700944,False,True,"(5.759, 5.897]"
NZ_CP115844.1,164530,0,5.216245097705822,False,True,"(5.207, 5.345]"
NZ_CP115845.1,57127,0,4.756841417870189,False,True,"(4.655, 4.793]"
NZ_CP115846.1,206366,0,5.314638146304441,False,True,"(5.207, 5.345]"
NZ_CP116732.1,735041,0,5.866311564359221,False,True,"(5.759, 5.897]"
NZ_CP116733.1,52241,0,4.718011481634652,False,True,"(4.655, 4.793]"
NZ_CP116734.1,245375,0,5.389830312608063,False,True,"(5.345, 5.483]"
NZ_CP169716.1,299972,0,5.477080718676307,False,True,"(5.345, 5.483]"
NZ_CP169717.1,153721,0,5.1867332010139435,False,True,"(5.069, 5.207]"
NZ_CP169718.1,194256,0,5.288374441767154,False,True,"(5.207, 5.345]"
NZ_CP116698.1,719769,0,5.857193137928369,False,True,"(5.759, 5.897]"
NZ_CP116699.1,227357,0,5.356708330058933,False,True,"(5.345, 5.483]"
NZ_CP124965.1,804464,0,5.905506614064421,False,True,"(5.897, 6.034]"
NZ_CP124966.1,219494,0,5.341422653040526,False,True,"(5.207, 5.345]"
NZ_CP116702.1,565096,0,5.752122233179909,False,True,"(5.621, 5.759]"
NZ_CP116703.1,106941,0,5.029144240849522,False,True,"(4.931, 5.069]"
NZ_CP116704.1,194697,0,5.2893592597199115,False,True,"(5.207, 5.345]"
NZ_CP116694.1,145563,0,5.163050997656295,False,True,"(5.069, 5.207]"
NZ_CP116695.1,128118,0,5.1076101504433655,False,True,"(5.069, 5.207]"
NZ_CP116685.1,494181,0,5.6938860438710375,False,True,"(5.621, 5.759]"
NZ_CP116686.1,186886,0,5.271576768738501,False,True,"(5.207, 5.345]"
NZ_CP116687.1,222064,0,5.34647815841977,False,True,"(5.345, 5.483]"
NZ_CP118261.1,645425,0,5.809845783428855,False,True,"(5.759, 5.897]"
NZ_CP118263.1,157890,0,5.19835462473694,False,True,"(5.069, 5.207]"
NZ_CP118262.1,315387,0,5.49884378809047,False,True,"(5.483, 5.621]"
NZ_CP047389.1,302198,0,5.480291585774555,False,True,"(5.345, 5.483]"
NZ_CP047390.1,254933,0,5.406426056694347,False,True,"(5.345, 5.483]"
NZ_CP058527.1,520191,0,5.716162834049494,False,True,"(5.621, 5.759]"
NZ_CP058528.1,214233,0,5.330886369455838,False,True,"(5.207, 5.345]"
NZ_AP023281.1,609097,0,5.784686460465706,False,True,"(5.759, 5.897]"
NZ_AP023282.1,371025,0,5.569403173755881,False,True,"(5.483, 5.621]"
NZ_AP023284.1,88753,0,4.948183041855871,False,True,"(4.931, 5.069]"
NZ_AP023285.1,48286,0,4.683821230045629,False,True,"(4.655, 4.793]"
NZ_AP023283.1,257173,0,5.410225371069719,False,True,"(5.345, 5.483]"
NZ_AP023274.1,409071,0,5.611798692438015,False,True,"(5.483, 5.621]"
NZ_AP023275.1,309504,0,5.490666266172622,False,True,"(5.483, 5.621]"
NZ_AP023276.1,96407,0,4.984108568664273,False,True,"(4.931, 5.069]"
NZ_AP023277.1,88752,0,4.94817814853476,False,True,"(4.931, 5.069]"
NZ_AP023278.1,46112,0,4.663813959133895,False,True,"(4.655, 4.793]"
NZ_AP023270.1,648626,0,5.811994353264205,False,True,"(5.759, 5.897]"
NZ_AP023271.1,161351,0,5.207771661361468,False,True,"(5.207, 5.345]"
NZ_AP021918.1,39576,0,4.597431897356125,False,True,"(4.517, 4.655]"
NZ_AP021919.1,33005,0,4.518579737087604,False,True,"(4.517, 4.655]"
NZ_AP021920.1,24109,0,4.382179196960254,False,True,"(4.379, 4.517]"
NZ_AP021921.1,23580,0,4.37254380075907,False,True,"(4.241, 4.379]"
NZ_AP021922.1,11490,0,4.0603200286882855,False,True,"(3.966, 4.103]"
NZ_AP021923.1,11369,0,4.055722266483576,False,True,"(3.966, 4.103]"
NZ_AP021924.1,8415,0,3.9250541203118425,False,True,"(3.828, 3.966]"
NZ_AP021925.1,5636,0,3.750970984437319,False,True,"(3.69, 3.828]"
NZ_AP021926.1,5128,0,3.709948016510761,False,True,"(3.69, 3.828]"
NZ_AP022039.1,17349,0,4.239274447023257,False,True,"(4.103, 4.241]"
NZ_AP022040.1,9176,0,3.9626534048932114,False,True,"(3.828, 3.966]"
NZ_AP022041.1,4989,0,3.6980135039391815,False,True,"(3.69, 3.828]"
NZ_AP022042.1,4608,0,3.6635124704151556,False,True,"(3.552, 3.69]"
NZ_AP022043.1,2861,0,3.4565178578052627,False,True,"(3.414, 3.552]"
NZ_AP022282.1,166424,0,5.221215956065128,False,True,"(5.207, 5.345]"
NZ_AP022283.1,47395,0,4.675732527603479,False,True,"(4.655, 4.793]"
NZ_AP022284.1,12173,0,4.085397622016969,False,True,"(3.966, 4.103]"
NZ_AP022285.1,5914,0,3.771881320190099,False,True,"(3.69, 3.828]"
NZ_AP022286.1,4897,0,3.689930104018218,False,True,"(3.69, 3.828]"
NZ_AP022291.1,131195,0,5.117917283867479,False,True,"(5.069, 5.207]"
NZ_AP022292.1,9170,0,3.962369335670021,False,True,"(3.828, 3.966]"
NZ_AP022293.1,2881,0,3.459543258280413,False,True,"(3.414, 3.552]"
NZ_AP022294.1,2809,0,3.448551739201578,False,True,"(3.414, 3.552]"
NZ_CP066273.1,815865,0,5.9116183026196945,False,True,"(5.897, 6.034]"
NZ_CP066275.1,194263,0,5.288390091253401,False,True,"(5.207, 5.345]"
NZ_CP067031.1,14029,0,4.147026715222231,False,True,"(4.103, 4.241]"
NZ_CP067029.1,459022,0,5.661833500895943,False,True,"(5.621, 5.759]"
NZ_CP067030.1,173651,0,5.239677288615577,False,True,"(5.207, 5.345]"
NZ_CP067036.1,55971,0,4.747963066252848,False,True,"(4.655, 4.793]"
NZ_CP067035.1,187752,0,5.273584571957631,False,True,"(5.207, 5.345]"
NZ_CP067034.1,544193,0,5.735752951113483,False,True,"(5.621, 5.759]"
NZ_CP067040.1,183401,0,5.263401699345441,False,True,"(5.207, 5.345]"
NZ_CP067039.1,367272,0,5.564987819962456,False,True,"(5.483, 5.621]"
NZ_CP043964.1,368378,0,5.5662936856836085,False,True,"(5.483, 5.621]"
NZ_CP043965.1,210623,0,5.323505794331318,False,True,"(5.207, 5.345]"
NZ_CP049210.1,176213,0,5.246037945052198,False,True,"(5.207, 5.345]"
NZ_CP049208.1,289141,0,5.461109678703704,False,True,"(5.345, 5.483]"
NZ_CP049209.1,179725,0,5.254608492283572,False,True,"(5.207, 5.345]"
NZ_CP049211.1,83319,0,4.920744048876667,False,True,"(4.793, 4.931]"
NZ_CP049212.1,27826,0,4.444450780793918,False,True,"(4.379, 4.517]"
NZ_CP049218.1,488273,0,5.68866270979465,False,True,"(5.621, 5.759]"
NZ_CP049219.1,291557,0,5.464723472870349,False,True,"(5.345, 5.483]"
NZ_CP049221.1,133442,0,5.125292542454744,False,True,"(5.069, 5.207]"
NZ_CP049222.1,114795,0,5.0599229723851336,False,True,"(4.931, 5.069]"
NZ_CP049220.1,220881,0,5.344158359827778,False,True,"(5.207, 5.345]"
NZ_CP072747.1,649416,0,5.812522984360987,False,True,"(5.759, 5.897]"
NZ_CP072382.1,22884,0,4.35953193909363,False,True,"(4.241, 4.379]"
NZ_CP072383.1,22886,0,4.359569893603762,False,True,"(4.241, 4.379]"
NZ_CP076848.1,172488,0,5.236758886568354,False,True,"(5.207, 5.345]"
NZ_CP076849.1,96776,0,4.985767667640056,False,True,"(4.931, 5.069]"
NZ_CP076850.1,32222,1,4.508152493314945,True,True,"(4.379, 4.517]"
NZ_CP077202.1,161384,0,5.2078604755152025,False,True,"(5.207, 5.345]"
NZ_CP077203.1,85668,0,4.932818628006219,False,True,"(4.931, 5.069]"
NZ_CP077204.1,80982,0,4.908388498268873,False,True,"(4.793, 4.931]"
NZ_CP077222.1,113265,0,5.0540957293237065,False,True,"(4.931, 5.069]"
NZ_CP077312.1,69475,0,4.84182855544941,False,True,"(4.793, 4.931]"
NZ_CP077313.1,23837,0,4.377251596478043,False,True,"(4.241, 4.379]"
NZ_CP077364.1,3830,0,3.583198773968623,False,True,"(3.552, 3.69]"
NZ_CP077400.1,6925,0,3.840419777736486,False,True,"(3.828, 3.966]"
NZ_CP077402.1,14831,0,4.1711704349016205,False,True,"(4.103, 4.241]"
NZ_CP074394.1,110233,0,5.042311626933869,False,True,"(4.931, 5.069]"
NZ_CP074395.1,119390,0,5.0769679521979185,False,True,"(5.069, 5.207]"
NZ_CP074396.1,141550,0,5.150909873701122,False,True,"(5.069, 5.207]"
NZ_CP074397.1,147126,0,5.167689427715593,False,True,"(5.069, 5.207]"
NZ_CP074398.1,32563,0,4.512724409221682,False,True,"(4.379, 4.517]"
NZ_CP074399.1,51025,0,4.7077830133881085,False,True,"(4.655, 4.793]"
NZ_CP074400.1,521982,0,5.7176555270722655,False,True,"(5.621, 5.759]"
NZ_CP074401.1,74110,3,4.8698768132667665,True,True,"(4.793, 4.931]"
NZ_CP072139.1,184677,0,5.266412811005657,False,True,"(5.207, 5.345]"
NZ_CP072140.1,18992,0,4.278570701610516,False,True,"(4.241, 4.379]"
NZ_CP072138.1,1007991,0,6.003456654462893,False,True,"(5.897, 6.034]"
NZ_CP072170.1,396698,0,5.598460010932549,False,True,"(5.483, 5.621]"
NZ_CP072171.1,59309,0,4.773120601522069,False,True,"(4.655, 4.793]"
NZ_CP072169.1,403143,0,5.605459123300034,False,True,"(5.483, 5.621]"
NZ_CP081839.1,98206,0,4.9921380222807255,False,True,"(4.931, 5.069]"
NZ_CP081840.1,150180,0,5.176612099991867,False,True,"(5.069, 5.207]"
NZ_CP081841.1,200742,0,5.302638246727383,False,True,"(5.207, 5.345]"
NZ_CP081842.1,204449,0,5.3105849906763956,False,True,"(5.207, 5.345]"
NZ_CP081843.1,436826,0,5.640308479789359,False,True,"(5.621, 5.759]"
NZ_CP083463.1,1739,0,3.2402995820027125,False,True,"(3.138, 3.276]"
NZ_CP083462.1,158496,0,5.200018306302362,False,True,"(5.069, 5.207]"
NZ_CP085466.1,16315,0,4.212587078123894,False,True,"(4.103, 4.241]"
NZ_CP085467.1,14750,0,4.168792020314182,False,True,"(4.103, 4.241]"
NZ_CP085538.1,5424,0,3.734319680859007,False,True,"(3.69, 3.828]"
NZ_CP085541.1,6369,0,3.8040712488856614,False,True,"(3.69, 3.828]"
NZ_CP085539.1,5247,0,3.719911064198339,False,True,"(3.69, 3.828]"
NZ_CP085540.1,5335,0,3.727134423760489,False,True,"(3.69, 3.828]"
NZ_CP085537.1,11845,0,4.073535065058784,False,True,"(3.966, 4.103]"
NZ_CP085534.1,157664,0,5.197732540594815,False,True,"(5.069, 5.207]"
NZ_CP085535.1,74243,0,4.870655512471608,False,True,"(4.793, 4.931]"
NZ_CP085536.1,46771,0,4.66997665555826,False,True,"(4.655, 4.793]"
NZ_CP054148.1,218909,0,5.340263617072673,False,True,"(5.207, 5.345]"
NZ_CP054149.1,135032,0,5.1304367001733695,False,True,"(5.069, 5.207]"
NZ_CP054152.1,178559,0,5.251781745045914,False,True,"(5.207, 5.345]"
NZ_CP055267.1,266885,0,5.426324165393753,False,True,"(5.345, 5.483]"
NZ_CP056044.1,514751,0,5.711597198989069,False,True,"(5.621, 5.759]"
NZ_CP056045.1,370902,0,5.5692591751636655,False,True,"(5.483, 5.621]"
NZ_CP056046.1,258841,0,5.41303306899611,False,True,"(5.345, 5.483]"
NZ_CP056049.1,514751,0,5.711597198989069,False,True,"(5.621, 5.759]"
NZ_CP056050.1,370903,0,5.569260346076457,False,True,"(5.483, 5.621]"
NZ_CP056051.1,258841,0,5.41303306899611,False,True,"(5.345, 5.483]"
NZ_CP055270.1,436826,0,5.640308479789359,False,True,"(5.621, 5.759]"
NZ_CP055271.1,204451,0,5.310589239093924,False,True,"(5.207, 5.345]"
NZ_CP055272.1,200741,0,5.30263608327597,False,True,"(5.207, 5.345]"
NZ_CP055273.1,150182,0,5.176617883606064,False,True,"(5.069, 5.207]"
NZ_CP055274.1,98206,0,4.9921380222807255,False,True,"(4.931, 5.069]"
NZ_CP055275.1,16110,0,4.207095540419218,False,True,"(4.103, 4.241]"
NZ_CP080632.1,1740,0,3.2405492482826,False,True,"(3.138, 3.276]"
NZ_CP080631.1,7073,0,3.8496036580824473,False,True,"(3.828, 3.966]"
NZ_CP092895.1,183666,0,5.264028767742757,False,True,"(5.207, 5.345]"
NZ_CP092894.1,233332,0,5.3679743036047505,False,True,"(5.345, 5.483]"
NZ_CP079857.1,542868,0,5.734694242405333,False,True,"(5.621, 5.759]"
NZ_CP079858.1,131838,0,5.120040606097943,False,True,"(5.069, 5.207]"
NZ_CP087267.1,70555,0,4.848527796197597,False,True,"(4.793, 4.931]"
NZ_CP087269.1,9657,0,3.984842231405276,False,True,"(3.966, 4.103]"
NZ_CP087270.1,8413,0,3.924950888915611,False,True,"(3.828, 3.966]"
NZ_CP087271.1,6668,0,3.8239955911559678,False,True,"(3.69, 3.828]"
NZ_CP087268.1,33610,0,4.526468512469477,False,True,"(4.517, 4.655]"
NZ_CP102109.1,4928,0,3.692670699156369,False,True,"(3.69, 3.828]"
NZ_CP079824.1,13893,0,4.142796035713555,False,True,"(4.103, 4.241]"
NZ_CP079825.1,10228,0,4.009790719354298,False,True,"(3.966, 4.103]"
NZ_CP079826.1,51662,0,4.713171215080633,False,True,"(4.655, 4.793]"
NZ_CP104333.1,83142,0,4.919820467349853,False,True,"(4.793, 4.931]"
NZ_CP104379.1,63921,0,4.805643560596998,False,True,"(4.793, 4.931]"
NZ_CP104380.1,27880,0,4.445292769425972,False,True,"(4.379, 4.517]"
NZ_CP048467.1,194792,0,5.289571116674018,False,True,"(5.207, 5.345]"
NZ_CP048466.1,495502,0,5.695045411772274,False,True,"(5.621, 5.759]"
NZ_CP048468.1,175130,0,5.243360547673767,False,True,"(5.207, 5.345]"
NZ_CP048471.1,401476,0,5.6036595885210465,False,True,"(5.483, 5.621]"
NZ_CP048472.1,177576,0,5.249384269033289,False,True,"(5.207, 5.345]"
NZ_CP048475.1,386412,0,5.587050604940298,False,True,"(5.483, 5.621]"
NZ_CP048476.1,177577,0,5.249386714708713,False,True,"(5.207, 5.345]"
NZ_CP048479.1,386412,0,5.587050604940298,False,True,"(5.483, 5.621]"
NZ_CP048480.1,177577,0,5.249386714708713,False,True,"(5.207, 5.345]"
NZ_CP048495.1,184669,0,5.266393997449502,False,True,"(5.207, 5.345]"
NZ_CP048494.1,386412,0,5.587050604940298,False,True,"(5.483, 5.621]"
NZ_CP048496.1,12202,0,4.086431020656368,False,True,"(3.966, 4.103]"
NZ_CP048483.1,386412,0,5.587050604940298,False,True,"(5.483, 5.621]"
NZ_CP048484.1,252582,0,5.402402397766368,False,True,"(5.345, 5.483]"
NZ_CP048500.1,209936,0,5.322086918147692,False,True,"(5.207, 5.345]"
NZ_CP048499.1,386412,0,5.587050604940298,False,True,"(5.483, 5.621]"
NZ_CP048501.1,44420,0,4.647578554212455,False,True,"(4.517, 4.655]"
NZ_CP048505.1,209960,0,5.322136564096103,False,True,"(5.207, 5.345]"
NZ_CP048504.1,386412,0,5.587050604940298,False,True,"(5.483, 5.621]"
NZ_CP048506.1,146234,0,5.165048359596347,False,True,"(5.069, 5.207]"
NZ_CP048507.1,44420,0,4.647578554212455,False,True,"(4.517, 4.655]"
NZ_CP048511.1,209960,0,5.322136564096103,False,True,"(5.207, 5.345]"
NZ_CP048510.1,386412,0,5.587050604940298,False,True,"(5.483, 5.621]"
NZ_CP048512.1,175062,0,5.243191885767494,False,True,"(5.207, 5.345]"
NZ_CP048516.1,209962,0,5.322140701002309,False,True,"(5.207, 5.345]"
NZ_CP048515.1,386412,0,5.587050604940298,False,True,"(5.483, 5.621]"
NZ_CP048517.1,175061,0,5.243189404956569,False,True,"(5.207, 5.345]"
NZ_CP048520.1,520191,0,5.716162834049494,False,True,"(5.621, 5.759]"
NZ_CP048521.1,214233,0,5.330886369455838,False,True,"(5.207, 5.345]"
NZ_CP048526.1,203341,0,5.308224955020245,False,True,"(5.207, 5.345]"
NZ_CP048525.1,312042,0,5.494213052802523,False,True,"(5.483, 5.621]"
NZ_CP048524.1,472545,0,5.674443172255046,False,True,"(5.621, 5.759]"
NZ_CP048527.1,21604,0,4.334534168609156,False,True,"(4.241, 4.379]"
NZ_CP048530.1,386412,0,5.587050604940298,False,True,"(5.483, 5.621]"
NZ_CP048531.1,177577,0,5.249386714708713,False,True,"(5.207, 5.345]"
NZ_CP048534.1,386412,0,5.587050604940298,False,True,"(5.483, 5.621]"
NZ_CP048535.1,252582,0,5.402402397766368,False,True,"(5.345, 5.483]"
NZ_CP048538.1,140597,0,5.1479760539886,False,True,"(5.069, 5.207]"
NZ_CP048541.1,386412,0,5.587050604940298,False,True,"(5.483, 5.621]"
NZ_CP048542.1,177577,0,5.249386714708713,False,True,"(5.207, 5.345]"
NZ_CP048545.1,386412,0,5.587050604940298,False,True,"(5.483, 5.621]"
NZ_CP048546.1,177579,0,5.249391606018244,False,True,"(5.207, 5.345]"
NZ_CP048554.1,252603,0,5.402438504080393,False,True,"(5.345, 5.483]"
NZ_CP048553.1,472639,0,5.6745295547613805,False,True,"(5.621, 5.759]"
NZ_CP048555.1,57718,0,4.761311273841892,False,True,"(4.655, 4.793]"
NZ_CP048556.1,16995,0,4.230321168919079,False,True,"(4.103, 4.241]"
NZ_CP048557.1,16069,0,4.205988850752451,False,True,"(4.103, 4.241]"
NZ_CP048561.1,252603,0,5.402438504080393,False,True,"(5.345, 5.483]"
NZ_CP048560.1,343831,0,5.536345030355685,False,True,"(5.483, 5.621]"
NZ_CP048562.1,248434,0,5.395211031930954,False,True,"(5.345, 5.483]"
NZ_CP048563.1,142328,0,5.153290346670935,False,True,"(5.069, 5.207]"
NZ_CP048567.1,209962,0,5.322140701002309,False,True,"(5.207, 5.345]"
NZ_CP048566.1,387908,0,5.588728736341558,False,True,"(5.483, 5.621]"
NZ_CP048568.1,148616,0,5.17206556808975,False,True,"(5.069, 5.207]"
NZ_CP048571.1,386412,0,5.587050604940298,False,True,"(5.483, 5.621]"
NZ_CP048572.1,252582,0,5.402402397766368,False,True,"(5.345, 5.483]"
NZ_CP048576.1,222621,0,5.347566129243746,False,True,"(5.345, 5.483]"
NZ_CP048575.1,630980,0,5.800015593749215,False,True,"(5.759, 5.897]"
NZ_CP048577.1,198129,0,5.296948047563804,False,True,"(5.207, 5.345]"
NZ_CP048578.1,128592,1,5.109213950983796,True,True,"(5.069, 5.207]"
NZ_CP048579.1,44881,0,4.652062524933568,False,True,"(4.517, 4.655]"
NZ_CP048580.1,44420,0,4.647578554212455,False,True,"(4.517, 4.655]"
NZ_CP048581.1,22421,0,4.350654978678079,False,True,"(4.241, 4.379]"
NZ_CP048582.1,16894,0,4.227732489846626,False,True,"(4.103, 4.241]"
NZ_CP048583.1,4002,0,3.6022770843001926,False,True,"(3.552, 3.69]"
NZ_CP048587.1,177576,0,5.249384269033289,False,True,"(5.207, 5.345]"
NZ_CP048586.1,426589,0,5.630009652564668,False,True,"(5.621, 5.759]"
NZ_CP048588.1,54113,0,4.7333016116877,False,True,"(4.655, 4.793]"
NZ_CP048591.1,386412,0,5.587050604940298,False,True,"(5.483, 5.621]"
NZ_CP048592.1,171305,0,5.2337700392102215,False,True,"(5.207, 5.345]"
NZ_CP048596.1,177577,0,5.249386714708713,False,True,"(5.207, 5.345]"
NZ_CP048595.1,647758,0,5.811412785354351,False,True,"(5.759, 5.897]"
NZ_CP048597.1,50253,0,4.701161993347356,False,True,"(4.655, 4.793]"
NZ_CP106829.1,7435,0,3.871280972857973,False,True,"(3.828, 3.966]"
NZ_CP102455.1,98066,2,4.9915184612860015,True,True,"(4.931, 5.069]"
NZ_CP096917.1,20322,0,4.307966447028274,False,True,"(4.241, 4.379]"
NZ_CP116260.1,5449,0,3.736316807904109,False,True,"(3.69, 3.828]"
NZ_CP116261.1,5247,0,3.719911064198339,False,True,"(3.69, 3.828]"
NZ_CP116262.1,10346,0,4.014772474073064,False,True,"(3.966, 4.103]"
NZ_CP116259.1,169511,0,5.229197885927266,False,True,"(5.207, 5.345]"
NZ_CP116264.1,5468,0,3.7378285058957847,False,True,"(3.69, 3.828]"
NZ_CP116265.1,5300,0,3.724275869600789,False,True,"(3.69, 3.828]"
NZ_CP116266.1,8057,0,3.9061733636440485,False,True,"(3.828, 3.966]"
NZ_CP116267.1,176655,0,5.247125934109833,False,True,"(5.207, 5.345]"
NZ_CP119418.1,542869,0,5.734695042404748,False,True,"(5.621, 5.759]"
NZ_CP119419.1,184420,0,5.265808017686357,False,True,"(5.207, 5.345]"
NZ_CP119538.1,542870,0,5.734695842402688,False,True,"(5.621, 5.759]"
NZ_CP119539.1,214233,0,5.330886369455838,False,True,"(5.207, 5.345]"
NZ_CP119865.1,544190,0,5.735750556949947,False,True,"(5.621, 5.759]"
NZ_CP091141.1,4851,0,3.6858312746260635,False,True,"(3.552, 3.69]"
NZ_CP091142.1,3703,0,3.5685537120494426,False,True,"(3.552, 3.69]"
NZ_CP121847.1,2680,0,3.428134794028789,False,True,"(3.414, 3.552]"
NZ_CP121844.1,11995,0,4.0790002523038495,False,True,"(3.966, 4.103]"
NZ_CP121858.1,11742,0,4.069742076041645,False,True,"(3.966, 4.103]"
NZ_CP121860.1,4617,0,3.664359874551141,False,True,"(3.552, 3.69]"
NZ_CP121830.1,67485,0,4.829207252221248,False,True,"(4.793, 4.931]"
NZ_CP121831.1,9263,0,3.966751664051378,False,True,"(3.966, 4.103]"
NZ_CP121834.1,2305,0,3.362670929725667,False,True,"(3.276, 3.414]"
NZ_CP121838.1,3235,0,3.5098742850047193,False,True,"(3.414, 3.552]"
NZ_CP121836.1,61154,0,4.786424868912993,False,True,"(4.655, 4.793]"
NZ_CP121839.1,2960,0,3.4712917110589387,False,True,"(3.414, 3.552]"
NZ_CP121850.1,637,0,2.8041394323353503,False,False,
NZ_CP121852.1,3622,0,3.5589484459780394,False,True,"(3.552, 3.69]"
NZ_CP121853.1,6255,0,3.796227314029439,False,True,"(3.69, 3.828]"
NZ_CP121857.1,11406,0,4.057133367249087,False,True,"(3.966, 4.103]"
NZ_CP121855.1,4618,0,3.6644539285811577,False,True,"(3.552, 3.69]"
NZ_CP123353.1,448874,0,5.652124450615409,False,True,"(5.621, 5.759]"
NZ_CP080389.1,301850,0,5.479791180189491,False,True,"(5.345, 5.483]"
NZ_CP080391.1,7765,0,3.8901414600645774,False,True,"(3.828, 3.966]"
NZ_CP080390.1,202278,0,5.305948650945983,False,True,"(5.207, 5.345]"
NZ_CP126579.1,9176,0,3.9626534048932114,False,True,"(3.828, 3.966]"
NZ_CP128216.1,542869,0,5.734695042404748,False,True,"(5.621, 5.759]"
NZ_CP128217.1,252072,0,5.4015246071963015,False,True,"(5.345, 5.483]"
NZ_CP097634.1,398841,0,5.600799796476412,False,True,"(5.483, 5.621]"
NZ_CP119973.1,449449,0,5.652680418482642,False,True,"(5.621, 5.759]"
NZ_CP119974.1,107677,0,5.0321229471251145,False,True,"(4.931, 5.069]"
NZ_CP119975.1,96511,0,4.98457681559295,False,True,"(4.931, 5.069]"
NZ_CP119976.1,81039,0,4.908694073305316,False,True,"(4.793, 4.931]"
NZ_CP132056.1,560999,0,5.74896208711201,False,True,"(5.621, 5.759]"
NZ_CP132057.1,194790,0,5.2895666575924185,False,True,"(5.207, 5.345]"
NZ_CP133082.1,2804,0,3.447778009294621,False,True,"(3.414, 3.552]"
NZ_CP133080.1,12981,0,4.113308149918387,False,True,"(4.103, 4.241]"
NZ_CP133081.1,22344,0,4.349160922692949,False,True,"(4.241, 4.379]"
NZ_CP133675.1,386016,0,5.58660530614248,False,True,"(5.483, 5.621]"
NZ_CP136590.1,5865,0,3.768268016451548,False,True,"(3.69, 3.828]"
NZ_CP136591.1,114265,2,5.057913223968353,True,True,"(4.931, 5.069]"
NZ_CP138321.1,216658,0,5.335774729796472,False,True,"(5.207, 5.345]"
NZ_CP138322.1,173751,0,5.239927312791545,False,True,"(5.207, 5.345]"
NZ_CP138323.1,120468,0,5.080871700279777,False,True,"(5.069, 5.207]"
NZ_CP138320.1,231752,0,5.365023490757056,False,True,"(5.345, 5.483]"
NZ_CP139999.1,410809,0,5.6136399495491975,False,True,"(5.483, 5.621]"
NZ_CP143948.1,251725,1,5.400926349528823,True,True,"(5.345, 5.483]"
NZ_CP146241.1,536170,1,5.729302510506712,True,True,"(5.621, 5.759]"
NZ_CP146243.1,206864,0,5.315684918110423,False,True,"(5.207, 5.345]"
NZ_CP146245.1,180253,0,5.255882501533511,False,True,"(5.207, 5.345]"
NZ_AP027934.1,114389,0,5.05838426336443,False,True,"(4.931, 5.069]"
NZ_AP027935.1,42486,0,4.628245844770344,False,True,"(4.517, 4.655]"
NZ_AP027938.1,4787,0,3.6800634274819486,False,True,"(3.552, 3.69]"
NZ_CP143887.1,131537,0,5.119047932564265,False,True,"(5.069, 5.207]"
NZ_CP143888.1,243650,0,5.386766415717314,False,True,"(5.345, 5.483]"
NZ_CP095329.1,7961,0,3.9009676239191244,False,True,"(3.828, 3.966]"
NZ_CP095330.1,2607,0,3.416141031168329,False,True,"(3.414, 3.552]"
NZ_CP166109.1,134057,0,5.127289496289813,False,True,"(5.069, 5.207]"
NZ_CP166108.1,223403,0,5.34908900080599,False,True,"(5.345, 5.483]"
NZ_CP166106.1,419340,0,5.622566290857468,False,True,"(5.621, 5.759]"
NZ_CP166107.1,250976,0,5.399632193329997,False,True,"(5.345, 5.483]"
NZ_CP162415.1,83546,0,4.921925661655944,False,True,"(4.793, 4.931]"
NZ_CP162416.1,60766,0,4.783660649296102,False,True,"(4.655, 4.793]"
NZ_CP162417.1,44315,0,4.646550753640342,False,True,"(4.517, 4.655]"
NZ_CP173031.1,37459,0,4.57355617933183,False,True,"(4.517, 4.655]"
NZ_CP173030.1,53157,0,4.725560462861173,False,True,"(4.655, 4.793]"
NZ_CP113526.1,4463,0,3.6496268868405295,False,True,"(3.552, 3.69]"
NZ_CP133553.1,342438,0,5.534581951900581,False,True,"(5.483, 5.621]"
NZ_CP133555.1,109448,0,5.0392078298884195,False,True,"(4.931, 5.069]"
NZ_CP133556.1,50593,0,4.704090432419371,False,True,"(4.655, 4.793]"
NZ_CP133554.1,154697,0,5.18948189161741,False,True,"(5.069, 5.207]"
NZ_CP183237.1,65327,0,4.815092714620835,False,True,"(4.793, 4.931]"
NZ_CP186282.1,4928,0,3.692670699156369,False,True,"(3.69, 3.828]"
NZ_CP187589.1,42544,0,4.628838319987492,False,True,"(4.517, 4.655]"
NZ_CP187590.1,38944,0,4.590440556549971,False,True,"(4.517, 4.655]"
NZ_CP187591.1,9762,0,3.9895388033205026,False,True,"(3.966, 4.103]"
NZ_CP187592.1,5723,0,3.757623745908389,False,True,"(3.69, 3.828]"
NZ_CP187593.1,4897,0,3.689930104018218,False,True,"(3.69, 3.828]"
NZ_CP187594.1,1852,0,3.2676409823459154,False,True,"(3.138, 3.276]"
NZ_CP187596.1,214475,0,5.331376676498318,False,True,"(5.207, 5.345]"
NZ_CP187597.1,43864,0,4.642108232875424,False,True,"(4.517, 4.655]"
NZ_CP187598.1,13268,0,4.122805462847444,False,True,"(4.103, 4.241]"
NZ_CP187599.1,8042,0,3.9053640687668922,False,True,"(3.828, 3.966]"
NZ_CP187600.1,3780,0,3.5774917998372255,False,True,"(3.552, 3.69]"
