seq_id	plasflow_class	source_file
NZ_CP016620.1|NZ_CP016620|5	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP024264.1|NZ_CP024264|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP024271.1|NZ_CP024271|3	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP033873.1|NZ_CP033873|2	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP024423.1|NZ_CP024423|2	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP024427.1|NZ_CP024427|6	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP024415.1|NZ_CP024415|2	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP024460.1|NZ_CP024460|7	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP024125.1|NZ_CP024125|2	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP018654.1|NZ_CP018654|4	chromosome	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP017941.1|NZ_CP017941|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP017942.1|NZ_CP017942|4	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP024832.1|NZ_CP024832|3	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP024817.1|NZ_CP024817|3	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP024865.1|NZ_CP024865|4	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP024986.1|NZ_CP024986|2	chromosome	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP036373.1|NZ_CP036373|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP027199.1|NZ_CP027199|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP024793.1|NZ_CP024793|9	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP020371.1|NZ_CP020371|2	chromosome	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP024657.1|NZ_CP024657|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP024200.1|NZ_CP024200|2	chromosome	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP025467.1|NZ_CP025467|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP018938.1|NZ_CP018938|2	chromosome	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP018322.1|NZ_CP018322|2	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP022523.1|NZ_CP022523|2	chromosome	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP028544.1|NZ_CP028544|3	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP019054.1|NZ_CP019054|4	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP019075.1|NZ_CP019075|5	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP019203.1|NZ_CP019203|2	chromosome	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP013844.1|NZ_CP013844|3	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP013852.1|NZ_CP013852|3	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP014221.1|NZ_CP014221|3	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP014218.1|NZ_CP014218|4	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP014172.1|NZ_CP014172|2	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP014173.1|NZ_CP014173|3	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP025613.1|NZ_CP025613|3	chromosome	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP010596.1|NZ_CP010596|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP010806.1|NZ_CP010806|2	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP010697.1|NZ_CP010697|2	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP010657.1|NZ_CP010657|2	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP010717.1|NZ_CP010717|3	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP010736.1|NZ_CP010736|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP010630.1|NZ_CP010630|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP010624.1|NZ_CP010624|2	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP010669.1|NZ_CP010669|2	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP010612.1|NZ_CP010612|3	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP010663.1|NZ_CP010663|3	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP010706.1|NZ_CP010706|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP010726.1|NZ_CP010726|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP010751.1|NZ_CP010751|3	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP010757.1|NZ_CP010757|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP010742.1|NZ_CP010742|2	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP010651.1|NZ_CP010651|2	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP010618.1|NZ_CP010618|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP010600.1|NZ_CP010600|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP010690.1|NZ_CP010690|2	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP010746.1|NZ_CP010746|2	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP023279.1|NZ_CP023279|4	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP025980.1|NZ_CP025980|3	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP026128.1|NZ_CP026128|2	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP026318.1|NZ_CP026318|4	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP026319.1|NZ_CP026319|5	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP026311.1|NZ_CP026311|3	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP025992.1|NZ_CP025992|2	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP026410.1|NZ_CP026410|4	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP026416.1|NZ_CP026416|8	chromosome	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP026534.1|NZ_CP026534|2	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP026725.1|NZ_CP026725|3	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP026808.1|NZ_CP026808|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP026816.1|NZ_CP026816|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP026818.1|NZ_CP026818|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP026690.1|NZ_CP026690|9	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP019283.1|NZ_CP019283|4	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP021729.1|NZ_CP021729|4	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP023286.1|NZ_CP023286|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP026475.1|NZ_CP026475|3	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP027149.1|NZ_CP027149|9	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP027133.1|NZ_CP027133|5	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP017429.1|NZ_CP017429|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP017431.1|NZ_CP017431|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP027794.1|NZ_CP027794|2	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP027223.1|NZ_CP027223|3	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP027309.1|NZ_CP027309|3	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP027369.1|NZ_CP027369|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP027443.1|NZ_CP027443|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP027590.1|NZ_CP027590|3	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP027575.1|NZ_CP027575|3	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP027358.1|NZ_CP027358|4	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP027853.1|NZ_CP027853|2	chromosome	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP020393.1|NZ_CP020393|4	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP020399.1|NZ_CP020399|3	chromosome	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP035936.1|NZ_CP035936|2	chromosome	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP028194.1|NZ_CP028194|4	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP028198.1|NZ_CP028198|3	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP024877.1|NZ_CP024877|4	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP020518.1|NZ_CP020518|3	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP020522.1|NZ_CP020522|4	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP028569.1|NZ_CP028569|2	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP044979.1|NZ_CP044979|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP028919.1|NZ_CP028919|2	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP077703.1|NZ_CP077703|2	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP077708.1|NZ_CP077708|3	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP026737.1|NZ_CP026737|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP026738.1|NZ_CP026738|3	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP026739.1|NZ_CP026739|4	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP026740.1|NZ_CP026740|5	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP028898.1|NZ_CP028898|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP028997.1|NZ_CP028997|5	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP029103.1|NZ_CP029103|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP029117.1|NZ_CP029117|5	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP016158.1|NZ_CP016158|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP015644.1|NZ_CP015644|3	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP029233.1|NZ_CP029233|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP022192.1|NZ_CP022192|4	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP028125.1|NZ_CP028125|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP022367.1|NZ_CP022367|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP022363.1|NZ_CP022363|3	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP022366.1|NZ_CP022366|4	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP022365.1|NZ_CP022365|6	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP029356.1|NZ_CP029356|5	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP029357.1|NZ_CP029357|6	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP029430.1|NZ_CP029430|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP029435.1|NZ_CP029435|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_003_plasflow.tsv
NZ_CP029441.1|NZ_CP029441|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
NZ_CP029362.1|NZ_CP029362|2	chromosome	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
NZ_CP029453.1|NZ_CP029453|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
NZ_CP029830.1|NZ_CP029830|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
NZ_CP029832.1|NZ_CP029832|3	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
NZ_CP029833.1|NZ_CP029833|4	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
NZ_CP029834.1|NZ_CP029834|5	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
NZ_CP029831.1|NZ_CP029831|8	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
NZ_CP126255.1|NZ_CP126255|2	chromosome	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
NZ_CP126264.1|NZ_CP126264|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
NZ_CP126274.1|NZ_CP126274|2	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
NZ_CP117258.1|NZ_CP117258|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
NZ_CP117260.1|NZ_CP117260|4	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
NZ_CP030074.1|NZ_CP030074|2	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
NZ_CP021327.1|NZ_CP021327|2	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
NZ_CP030077.1|NZ_CP030077|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
NZ_CP030078.1|NZ_CP030078|3	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
NZ_CP029365.1|NZ_CP029365|2	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
NZ_CP030268.1|NZ_CP030268|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
NZ_CP025208.1|NZ_CP025208|3	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
NZ_CP028433.1|NZ_CP028433|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
NZ_CP028430.1|NZ_CP028430|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
NZ_CP030784.2|NZ_CP030784|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
NZ_CP030183.1|NZ_CP030183|3	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
NZ_CP030187.1|NZ_CP030187|3	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
NZ_CP030188.1|NZ_CP030188|4	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
NZ_CP030938.1|NZ_CP030938|2	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
NZ_CP031149.1|NZ_CP031149|3	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
NZ_CP031152.1|NZ_CP031152|3	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
NZ_CP031136.1|NZ_CP031136|4	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
NZ_CP030933.1|NZ_CP030933|2	chromosome	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
NZ_CP031166.1|NZ_CP031166|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
NZ_CP031159.1|NZ_CP031159|2	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
NZ_CP031163.1|NZ_CP031163|4	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
NZ_CP031100.1|NZ_CP031100|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
NZ_CP031232.1|NZ_CP031232|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
NZ_CP025809.1|NZ_CP025809|2	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
NZ_CP023732.1|NZ_CP023732|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
NZ_CP031358.1|NZ_CP031358|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
NZ_CP030914.1|NZ_CP030914|2	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
NZ_CP029247.1|NZ_CP029247|3	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
NZ_CP031540.1|NZ_CP031540|3	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
NZ_AP025172.1|NZ_AP025172|3	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
NZ_AP025173.1|NZ_AP025173|4	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
NZ_CP031579.1|NZ_CP031579|5	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
NZ_CP031654.1|NZ_CP031654|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
NZ_CP031722.1|NZ_CP031722|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
NZ_CP031723.1|NZ_CP031723|3	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
NZ_CP023984.1|NZ_CP023984|8	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
NZ_CP027182.1|NZ_CP027182|5	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
NZ_CP031791.1|NZ_CP031791|3	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
NZ_CP031803.1|NZ_CP031803|4	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
NZ_CP031797.1|NZ_CP031797|3	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
NZ_CP009051.1|NZ_CP009051|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
NZ_CP031947.1|NZ_CP031947|2	chromosome	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
NZ_CP031953.1|NZ_CP031953|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
NZ_CP031949.1|NZ_CP031949|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
NZ_CP031957.1|NZ_CP031957|2	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
NZ_CP019891.1|NZ_CP019891|3	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
NZ_CP021084.1|NZ_CP021084|4	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
NZ_CP013278.1|NZ_CP013278|4	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
NZ_CP028348.1|NZ_CP028348|2	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
NZ_CP030372.1|NZ_CP030372|5	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
NZ_CP025513.1|NZ_CP025513|3	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
NZ_CP022771.1|NZ_CP022771|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
NZ_CP022777.1|NZ_CP022777|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
NZ_CP022789.1|NZ_CP022789|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
NZ_CP022760.1|NZ_CP022760|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
NZ_CP022775.1|NZ_CP022775|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
NZ_CP022797.1|NZ_CP022797|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
NZ_CP022799.1|NZ_CP022799|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
NZ_CP022758.1|NZ_CP022758|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
NZ_CP022762.1|NZ_CP022762|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
NZ_CP022764.1|NZ_CP022764|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
NZ_CP027108.1|NZ_CP027108|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
NZ_CP023025.1|NZ_CP023025|4	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
NZ_CP027185.1|NZ_CP027185|2	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
NZ_CP023246.1|NZ_CP023246|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
NZ_CP030127.1|NZ_CP030127|2	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
NZ_CP030129.1|NZ_CP030129|4	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
NZ_CP032183.1|NZ_CP032183|6	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
NZ_CP032187.1|NZ_CP032187|3	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
NZ_CP032196.1|NZ_CP032196|3	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
NZ_CP032225.1|NZ_CP032225|4	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
NZ_CP032259.1|NZ_CP032259|3	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
NZ_CP182822.1|NZ_CP182822|2	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
NZ_CP182823.1|NZ_CP182823|3	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
NZ_CP024909.1|NZ_CP024909|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
NZ_CP026308.1|NZ_CP026308|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
NZ_CP021763.1|NZ_CP021763|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
NZ_CP030828.1|NZ_CP030828|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
NZ_CP030833.1|NZ_CP030833|6	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
NZ_CP031079.1|NZ_CP031079|2	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
NZ_CP031081.1|NZ_CP031081|4	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
NZ_CP031082.1|NZ_CP031082|5	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
NZ_CP032614.1|NZ_CP032614|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
NZ_CP032678.1|NZ_CP032678|2	chromosome	trna_plasmid_records_filtered_1000bp_singleline.part_004_plasflow.tsv
